id,nc_school_number,district_number,district,federal_school_number,name,description,inception,wikidata_id,url,usnews_url,address,city,city_id,latitude,longitude,operational_status,type,designation,virtual_status,sbe_region,college_board_number,county,county_id,Opening In School Year,Locale Type Desc
NCG17312,320325,320,Durham Public Schools,370126000385,Hillside High School,Public high school in Durham. Part of the Durham Public Schools district. Opened 1887.,1887,Q5763942,http://www.hillside.dpsnc.net/,,3727 Fayetteville St  Durham NC 27707,Durham,NCG04584,35.9545446,-78.9064554,Open,Regular School,Public,SUPPVIRTUAL,North Central,341055,Durham County,NCG04586,,"City, Midsize"
NCG17313,320336,320,Durham Public Schools,370126002206,DPS Hospital School,Public school located at Duke University Hospital in Durham. Part of the Durham Public Schools district.,,,https://www.dpsnc.net/Page/113,https://www.usnews.com/education/k12/north-carolina/dps-hospital-school-144845,DUMC Room 3605  Durham NC 27710,Durham,NCG04584,36.0038131,-78.9387241,Open,Regular School,Public,SUPPVIRTUAL,North Central,991443,Durham County,NCG04586,,"City, Midsize"
NCG17314,320341,320,Durham Public Schools,370126002517,Lakeview High School,Public alternative school in Durham. Part of the Durham Public Schools district.,,,,https://www.usnews.com/education/k12/michigan/lakeview-high-school-10073,3507 Dearborn Drive  Durham NC 27704,Durham,NCG04584,36.0370644,-78.8783588,Open,Alternative Education,Public,SUPPVIRTUAL,North Central,341063,Durham County,NCG04586,,"City, Midsize"
NCG17315,320356,320,Durham Public Schools,370126000545,Northern High School,Public high school in Durham. Part of the Durham Public Schools district. Opened 1955.,1955,Q7058390,http://www.northern.dpsnc.net/,https://www.usnews.com/education/k12/ohio/hardin-northern-high-school-15552,117 Tom Wilkinson Road  Durham NC 27712 1432,Durham,NCG04584,36.0945614,-78.9121141,Open,Regular School,Public,SUPPVIRTUAL,North Central,341080,Durham County,NCG04586,,"City, Midsize"
NCG17316,320365,320,Durham Public Schools,370126002292,Riverside High School,Public high school in Durham. Part of the Durham Public Schools district. Opened 1991.,1991,Q7338505,http://www.riverside.dpsnc.net/,https://www.usnews.com/education/k12/mississippi/riverside-high-school-11458,3218 Rose of Sharon Road  Durham NC 27712 3130,Durham,NCG04584,36.0669766,-78.9435853,Open,Regular School,Public,SUPPVIRTUAL,North Central,341081,Durham County,NCG04586,,"City, Midsize"
NCG17317,320368,320,Durham Public Schools,370126000550,Southern School of Energy and Sustainability,Public high school in Durham. Part of the Durham Public Schools district. Opened 1956.,1956,Q7569979,https://www.dpsnc.net/domain/58,,800 Clayton Road  Durham NC 27703 2606,Durham,NCG04584,35.999337,-78.8293458,Open,Regular School,Public,SUPPVIRTUAL,North Central,341088,Durham County,NCG04586,,"City, Midsize"
NCG17318,320701,320,Durham Public Schools,370126002920,Hillside New Tech High,Public high school in Durham. Part of the Durham Public Schools district.,,,http://www.newtech.dpsnc.net/,,3727 Fayetteville St  Durham NC 27707,Durham,NCG04584,35.9545446,-78.9064554,Open,Regular School,Public,NOTVIRTUAL,North Central,341069,Durham County,NCG04586,,"City, Midsize"
NCG17319,32L000,,,370013902921,Voyager Academy,Charter school in Durham.,,Q7942452,http://www.voyageracademy.net/,https://www.usnews.com/education/k12/north-carolina/east-voyager-academy-of-charlotte-226636,101 Hock Parc Drive  Durham NC 27704,Durham,NCG04584,36.0455576,-78.8957052,Open,Regular School,Charter,NOTVIRTUAL,North Central,341079,Durham County,NCG04586,,"City, Midsize"
NCG17320,32N000,,,370032603261,Research Triangle High School,Charter school in Durham. Opened 2012.,2012,Q7315133,http://www.researchtrianglehighschool.org,,3106 East NC Highway 54  Durham NC 27709,Durham,NCG04584,35.8950459,-78.8744036,Open,Regular School,Charter,SUPPVIRTUAL,North Central,343289,Durham County,NCG04586,2013,"City, Midsize"
NCG17321,330326,330,Edgecombe County Public Schools,370132002762,Edgecombe Early College High,Public high school in Tarboro. Part of the Edgecombe County Public Schools district.,,,http://www.ecps.us/middlecol/,,2009 West Wilson St  Tarboro NC 27886,Tarboro,NCG14987,35.8791319,-77.5721391,Open,Regular School,Public,SUPPVIRTUAL,North Central,343921,Edgecombe County,NCG04760,,"Rural, Fringe"
NCG17322,330328,330,Edgecombe County Public Schools,370132000555,North Edgecombe High,Public high school in Tarboro. Part of the Edgecombe County Public Schools district.,,,http://www.ecps.us/nehs/,,7589 NC 33NW  Tarboro NC 27886,Tarboro,NCG14987,35.989652,-77.5835479,Open,Regular School,Public,SUPPVIRTUAL,North Central,343920,Edgecombe County,NCG04760,,"Rural, Fringe"
NCG17323,330350,330,Edgecombe County Public Schools,370132000559,SouthWest Edgecombe High,Public high school in Pinetops. Part of the Edgecombe County Public Schools district.,,,http://www.swe.ecps.us/,,5912 NC 43 North  Pinetops NC 27864 9704,Pinetops,NCG11859,35.8366548,-77.657896,Open,Regular School,Public,SUPPVIRTUAL,North Central,343100,Edgecombe County,NCG04760,,"Rural, Fringe"
NCG17324,330358,330,Edgecombe County Public Schools,370132001770,Tarboro High,Public high school in Tarboro. Part of the Edgecombe County Public Schools district.,,,http://www.ecps.us/tarborohigh/,,1400 Howard Avenue  Tarboro NC 27886 4122,Tarboro,NCG14987,35.9013388,-77.5586282,Open,Regular School,Public,SUPPVIRTUAL,North Central,343930,Edgecombe County,NCG04760,,"Rural, Fringe"
NCG17325,33A000,,,370032303256,North East Carolina Prep,Charter school in Tarboro.,,,http://www.necprepschool.com/,https://www.usnews.com/education/k12/north-carolina/north-east-carolina-prep-200610,274 Husky Trail  Tarboro NC 27886,Tarboro,NCG14987,35.8918605,-77.5805893,Open,Regular School,Charter,NOTVIRTUAL,North Central,343931,Edgecombe County,NCG04760,2013,"Rural, Fringe"
NCG17326,340311,340,Winston Salem / Forsyth County Schools,370150003176,Simon G. Atkins Academic & Technology High School,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district. Opened 2005.,2005,Q7518811,http://www.wsfcs.k12.nc.us/Domain/3056,,3605 Old Greensboro Road  Winston-Salem NC 27101,Winston-Salem,NCG16525,36.1105579,-80.195844,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344446,Forsyth County,NCG05432,2012,"City, Midsize"
NCG17327,340330,340,Winston Salem / Forsyth County Schools,370150000592,Carver High School,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district. Opened 1936.,1936,Q5047541,https://www.wsfcs.k12.nc.us/Domain/227,,3545 Carver School Road  Winston Salem NC 27105 4033,Winston-Salem,NCG16525,36.1343289,-80.2063355,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344417,Forsyth County,NCG05432,,"City, Midsize"
NCG17328,340332,340,Winston Salem / Forsyth County Schools,370150000591,Career Center,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district.,,Q5038897,https://www.wsfcs.k12.nc.us/Domain/104,https://www.usnews.com/education/k12/ohio/apollo-career-center-255140,910 Highland Court  Winston-Salem NC 27101 4992,Winston-Salem,NCG16525,36.1075185,-80.2337997,Open,Vocational Education,Public,NOTVIRTUAL,Piedmont Triad,993435,Forsyth County,NCG05432,,"City, Midsize"
NCG17329,340336,340,Winston Salem / Forsyth County Schools,370150000640,Carter High School,Public school for exceptional children in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district.,,,https://www.wsfcs.k12.nc.us/Domain/188,,851 Highland Court  Winston Salem NC 27101,Winston-Salem,NCG16525,36.106692,-80.2353553,Open,Exceptional Children,Public,NOTVIRTUAL,Piedmont Triad,344419,Forsyth County,NCG05432,,"City, Midsize"
NCG17330,340362,340,Winston Salem / Forsyth County Schools,370150003038,Early College of Forsyth,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district.,,,https://www.wsfcs.k12.nc.us/Domain/329,,2100 Silas Creek Prky  Winston Salem NC 27103,Winston-Salem,NCG16525,36.0688449,-80.2718072,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344405,Forsyth County,NCG05432,,"City, Midsize"
NCG17331,340364,340,Winston Salem / Forsyth County Schools,370150000600,East Forsyth High School,Public high school in Kernersville. Part of the Winston Salem / Forsyth County Schools district. Opened 1962.,1962,Q5328381,https://www.wsfcs.k12.nc.us/Domain/348,,2500 W Mountain Street  Kernersville NC 27284 8099,Kernersville,NCG08174,36.1162769,-80.1505339,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,342015,Forsyth County,NCG05432,,"City, Midsize"
NCG17332,340382,340,Winston Salem / Forsyth County Schools,370150000604,Robert B. Glenn High School,Public high school in Kernersville. Part of the Winston Salem / Forsyth County Schools district. Opened 1950.,1950,Q7341709,https://www.wsfcs.k12.nc.us/Domain/547,,1600 Union Cross Road  Kernersville NC 27284 7537,Kernersville,NCG08174,36.0675205,-80.1142434,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,342025,Forsyth County,NCG05432,,"City, Midsize"
NCG17333,340385,340,Winston Salem / Forsyth County Schools,370150002764,Main Street Academy,Public alternative school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district.,,,https://www.wsfcs.k12.nc.us/Domain/680,https://www.usnews.com/education/k12/north-carolina/main-street-academy-14423,2700 S Main Street  WinstonSalem NC 27127,Winston-Salem,NCG16525,36.0625097,-80.2392761,Open,Alternative Education,Public,NOTVIRTUAL,Piedmont Triad,344432,Forsyth County,NCG05432,,"City, Midsize"
NCG17334,340427,340,Winston Salem / Forsyth County Schools,370150003183,Kingswood High School,Public alternative school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district.,,,https://www.wsfcs.k12.nc.us/Domain/3154,,1001 Reynolda Road  WinstonSalem NC 27104,Winston-Salem,NCG16525,36.1163182,-80.2622965,Open,Alternative Education,Public,NOTVIRTUAL,Piedmont Triad,991446,Forsyth County,NCG05432,2011,"City, Midsize"
NCG17335,340454,340,Winston Salem / Forsyth County Schools,370150000623,Mount Tabor High School,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district. Opened 1965.,1965,Q6923992,https://www.wsfcs.k12.nc.us/Domain/763,,342 Petree Road  Winston Salem NC 27106 4400,Winston-Salem,NCG16525,36.1265075,-80.314706,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344439,Forsyth County,NCG05432,,"City, Midsize"
NCG17336,340460,340,Winston Salem / Forsyth County Schools,370150000624,North Forsyth High School,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district. Opened 1962.,1962,Q14708107,https://www.wsfcs.k12.nc.us/Domain/904,,5705 Shattalon Drive  Winston Salem NC 27105 1332,Winston-Salem,NCG16525,36.1738313,-80.2821537,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344440,Forsyth County,NCG05432,,"City, Midsize"
NCG17337,340486,340,Winston Salem / Forsyth County Schools,370150000631,Parkland Magnet High School,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district. Opened 1966.,1966,Q7138571,https://www.wsfcs.k12.nc.us/Domain/1012,,1600 Brewer Road  Winston-Salem NC 27127 3857,Winston-Salem,NCG16525,36.0563489,-80.2564276,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344444,Forsyth County,NCG05432,,"City, Midsize"
NCG17338,340495,340,Winston Salem / Forsyth County Schools,370150002765,Ronald W. Reagan High School,Public high school in Pfafftown. Part of the Winston Salem / Forsyth County Schools district. Opened 2005.,2005,Q7365362,https://www.wsfcs.k12.nc.us/Domain/1153,,3750 Transou Road  Pfafftown NC 27040,Pfafftown,NCG11714,36.1706421,-80.3655007,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,343134,Forsyth County,NCG05432,,"City, Midsize"
NCG17339,340496,340,Winston Salem / Forsyth County Schools,370150000634,Richard J. Reynolds High School,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district. Opened 1923.,1923,Q7326761,https://www.wsfcs.k12.nc.us/Domain/1315,,301 N Hawthorne Road  Winston Salem NC 27104 3201,Winston-Salem,NCG16525,36.0894993,-80.2660758,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344445,Forsyth County,NCG05432,,"City, Midsize"
NCG17340,340542,340,Winston Salem / Forsyth County Schools,370150003194,Walkertown High,Public high school in Walkertown. Part of the Winston Salem / Forsyth County Schools district.,,,http://www.wsfcs.k12.nc.us/Domain/6575,,5240 Sullivantown Road  Walkertown NC 27051,Walkertown,NCG15811,36.1764083,-80.1479425,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344117,Forsyth County,NCG05432,2012,"City, Midsize"
NCG17341,340556,340,Winston Salem / Forsyth County Schools,370150000647,West Forsyth High School,Public high school in Clemmons. Part of the Winston Salem / Forsyth County Schools district. Opened 1964.,1964,Q7985190,https://www.wsfcs.k12.nc.us/Domain/1441,,1735 LewisvilleClemmons  Clemmons NC 27012 9299,Clemmons,NCG03195,36.0629299,-80.3874375,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,340777,Forsyth County,NCG05432,,"City, Midsize"
NCG17342,340568,340,Winston Salem / Forsyth County Schools,370150002729,Winston-Salem Preparatory Academy,Public high school in Winston-Salem. Part of the Winston Salem / Forsyth County Schools district.,,Q8026025,https://www.wsfcs.k12.nc.us/Domain/1586,https://www.usnews.com/education/k12/north-carolina/winston-salem-preparatory-acad-14422,1215 North Cameron Avenue  Winston-Salem NC 27101,Winston-Salem,NCG16525,36.1101188,-80.2217616,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,344466,Forsyth County,NCG05432,,"City, Midsize"
NCG17343,34B000,,,370002502096,Quality Education Academy,Charter school in Winston-Salem.,,,http://www.qeschools.org/,https://www.usnews.com/education/k12/north-carolina/quality-education-academy-14230,5012D Lansing Drive  WinstonSalem NC 27105,Winston-Salem,NCG16525,36.1501035,-80.2059868,Open,Regular School,Charter,SUPPVIRTUAL,Piedmont Triad,344409,Forsyth County,NCG05432,,"City, Midsize"
NCG17344,34D000,,,370002702112,Carter G. Woodson School,Charter school in Winston-Salem.,,,http://cartergwoodsonschool.org/,https://www.usnews.com/education/k12/north-carolina/carter-g-woodson-school-14231,437 Goldfloss Street  WinstonSalem NC 27127 3100,Winston-Salem,NCG16525,36.0675488,-80.2304324,Open,Regular School,Charter,NOTVIRTUAL,Piedmont Triad,344424,Forsyth County,NCG05432,,"City, Midsize"
NCG17345,34H000,,,370034303289,NC Leadership Charter Academy,Charter school in Kernersville.,,,http://www.thencla.org,https://www.usnews.com/education/k12/north-carolina/nc-leadership-charter-academy-200616,4353 High Point Rd  Kernersville NC 27284,Kernersville,NCG08174,36.0470194,-80.1115384,Open,Regular School,Charter,NOTVIRTUAL,Piedmont Triad,342013,Forsyth County,NCG05432,2014,"City, Midsize"
NCG17346,350308,350,Franklin County Schools,370153000651,Bunn High School,Public high school in Bunn. Part of the Franklin County Schools district.,,Q4997807,https://www.fcschools.net/bunnhighschool,,29 Bunn Elem School Road  Bunn NC 27508,Bunn,NCG02167,35.9533196,-78.2511744,Open,Regular School,Public,NOTVIRTUAL,North Central,340475,Franklin County,NCG05530,,"Rural, Distant"
NCG17347,350317,350,Franklin County Schools,370153003101,Franklin County Early College,Public high school in Louisburg. Part of the Franklin County Schools district.,,,https://www.fcschools.net/franklincountyearlycollege,,8150 NC Highway 56  Louisburg NC 27549,Louisburg,NCG09304,36.0868253,-78.3284622,Open,Regular School,Public,NOTVIRTUAL,North Central,342380,Franklin County,NCG05530,,"Rural, Distant"
NCG17348,350321,350,Franklin County Schools,370153000661,Franklinton High School,Public high school in Franklinton. Part of the Franklin County Schools district. Opened 1907.,1907,Q5492152,https://www.fcschools.net/franklintonhighschool,https://www.usnews.com/education/k12/louisiana/franklinton-high-school-8807,910 Cedar Creek Road  Franklinton NC 27525,Franklinton,NCG05538,36.069415,-78.4361149,Open,Regular School,Public,NOTVIRTUAL,North Central,341375,Franklin County,NCG05530,,"Rural, Distant"
NCG17349,350336,350,Franklin County Schools,370153000658,Louisburg High School,Public high school in Louisburg. Part of the Franklin County Schools district.,,,https://www.fcschools.net/louisburghighschool,,201 Allen Lane  Louisburg NC 27549 2197,Louisburg,NCG09304,36.1100969,-78.3006427,Open,Regular School,Public,NOTVIRTUAL,North Central,342390,Franklin County,NCG05530,,"Rural, Distant"
NCG17350,360310,360,Gaston County Schools,370162000663,Ashbrook High School,Public high school in Gastonia. Part of the Gaston County Schools district. Opened 1970.,1970,Q4804638,http://www.gaston.k12.nc.us/ashbrook,,2222 S New Hope Road  Gastonia NC 28054 6596,Gastonia,NCG05736,35.2437369,-81.1272781,Open,Regular School,Public,NOTVIRTUAL,Southwest,341445,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17351,360336,360,Gaston County Schools,370162000668,Bessemer City High School,Public high school in Bessemer City. Part of the Gaston County Schools district.,,Q4896421,http://www.gaston.k12.nc.us/bchigh,,119 Yellow Jacket Lane  Bessemer City NC 28016,Bessemer City,NCG01128,35.2971155,-81.2813046,Open,Regular School,Public,NOTVIRTUAL,Southwest,340330,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17352,360337,360,Gaston County Schools,370162003217,Gaston Early College High School,Public high school in Dallas. Part of the Gaston County Schools district.,,,http://www.gaston.k12.nc.us/gastonearlycollege,,Gaston College Lena Sue Beam Bldg 201 Hwy 321 South Dallas NC 28034,Dallas,NCG03947,35.3096148,-81.1911586,Open,Regular School,Public,NOTVIRTUAL,Southwest,340962,Gaston County,NCG05734,2011,"Suburb, Midsize"
NCG17353,360360,360,Gaston County Schools,370162000675,Cherryville High School,Public high school in Cherryville. Part of the Gaston County Schools district.,,Q5092556,http://www.gaston.k12.nc.us/cherryvillehigh,,313 Ridge Avenue  Cherryville NC 28021 2451,Cherryville,NCG02990,35.3899383,-81.3797451,Open,Regular School,Public,NOTVIRTUAL,Southwest,340715,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17354,360372,360,Gaston County Schools,370162002263,Warlick Academy,Public alternative school in Gastonia. Part of the Gaston County Schools district.,,,http://www.gaston.k12.nc.us/warlick,https://www.usnews.com/education/k12/north-carolina/warlick-academy-92149,1316 Spencer Mountain Road  Gastonia NC 28054,Gastonia,NCG05736,35.2824373,-81.1337415,Open,Alternative Education,Public,NOTVIRTUAL,Southwest,341457,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17355,360378,360,Gaston County Schools,370162003246,Stuart W. Cramer High School,Public high school in Belmont. Part of the Gaston County Schools district. Opened 2013.,2013,Q23302964,http://www.gaston.k12.nc.us/stuartwcramer,,101 Lakewood Rd  Belmont NC 28012,Belmont,NCG01045,35.2467489,-81.0638549,Open,Regular School,Public,NOTVIRTUAL,Southwest,340294,Gaston County,NCG05734,2014,"Suburb, Midsize"
NCG17356,360390,360,Gaston County Schools,370162000681,East Gaston High School,Public high school in Mount Holly. Part of the Gaston County Schools district. Opened 1972.,1972,Q5328405,http://www.gaston.k12.nc.us/egaston,,1744 Lane Road  Mount Holly NC 28120 9801,Mount Holly,NCG10451,35.3154192,-81.0756381,Open,Regular School,Public,NOTVIRTUAL,Southwest,342790,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17357,360394,360,Gaston County Schools,370162000684,Webb St. School,Public school for exceptional children in Gastonia. Part of the Gaston County Schools district.,,Q7978677,http://www.gaston.k12.nc.us/webbst,https://www.usnews.com/education/k12/north-carolina/webb-street-school-144854,1623 N Webb Street  Gastonia NC 28052,Gastonia,NCG05736,35.2636207,-81.2116044,Open,Exceptional Children,Public,NOTVIRTUAL,Southwest,991423,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17358,360396,360,Gaston County Schools,370162002384,Forestview High School,Public high school in Gastonia. Part of the Gaston County Schools district. Opened 1998.,1998,Q5469292,http://www.gaston.k12.nc.us/forestview,,5545 Union Road  Gastonia NC 28056,Gastonia,NCG05736,35.184643,-81.1348402,Open,Regular School,Public,NOTVIRTUAL,Southwest,341449,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17359,360418,360,Gaston County Schools,370162002521,Highland School of Technology,Public high school in Gastonia. Part of the Gaston County Schools district. Opened 2000.,2000,Q5759115,http://gaston.k12.nc.us/highland,,1600 N Morris Street  Gastonia NC 28052,Gastonia,NCG05736,35.2799124,-81.1910266,Open,Regular School,Public,NOTVIRTUAL,Southwest,341450,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17360,360428,360,Gaston County Schools,370162000691,Hunter Huss High School,Public high school in Gastonia. Part of the Gaston County Schools district. Opened 1962.,1962,Q5944398,http://www.gaston.k12.nc.us/huss,,1518 Edgefield Avenue  Gastonia NC 28052 5299,Gastonia,NCG05736,35.2409529,-81.2043727,Open,Regular School,Public,NOTVIRTUAL,Southwest,341451,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17361,360470,360,Gaston County Schools,370162000702,North Gaston High School,Public high school in Dallas. Part of the Gaston County Schools district. Opened 1971.,1971,Q7055467,http://www.gaston.k12.nc.us/ngaston,,1133 Ratchford Road  Dallas NC 28034,Dallas,NCG03947,35.3339163,-81.1772045,Open,Regular School,Public,NOTVIRTUAL,Southwest,340965,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17362,360494,360,Gaston County Schools,370162000711,South Point High School,Public high school in Belmont. Part of the Gaston County Schools district. Opened 1964.,1964,Q7568248,http://www.gaston.k12.nc.us/spoint,,906 South Point Road  Belmont NC 28012,Belmont,NCG01045,35.2225744,-81.0391507,Open,Regular School,Public,NOTVIRTUAL,Southwest,340295,Gaston County,NCG05734,,"Suburb, Midsize"
NCG17363,36B000,,,370010402520,Piedmont Community Charter School,Charter school in Gastonia.,,,http://www.pccharter.org,https://www.usnews.com/education/k12/north-carolina/piedmont-community-charter-school-14254,119 E. 2nd Avenue  Gastonia NC 28052,Gastonia,NCG05736,35.2601782,-81.1807786,Open,Regular School,Charter,SUPPVIRTUAL,Southwest,341444,Gaston County,NCG05734,,"City, Small"
NCG17364,36C000,,,370031703184,Mountain Island Charter School,Charter school in Mt. Holly.,,,http://www.micharter.org,https://www.usnews.com/education/k12/north-carolina/mountain-island-charter-school-153549,13440 LuciaRiverbend Highway  Mt. Holly NC 28120,Mt. Holly,NCG10451,35.3592218,-80.9894816,Open,Regular School,Charter,NOTVIRTUAL,Southwest,342791,Gaston County,NCG05734,2011,"Suburb, Midsize"
NCG17365,370312,370,Gates County Schools,370168000720,Gates County Senior High School,Public high school in Gatesville. Part of the Gates County Schools district. Opened 1962.,1962,Q5527101,https://coserver.gates.k12.nc.us/Domain/326,,088 Hwy 158 West  Gatesville NC 27938 9438,Gatesville,NCG05741,36.4034878,-76.7530098,Open,Regular School,Public,NOTVIRTUAL,Northeast,341460,Gates County,NCG05739,,"Rural, Remote"
NCG17366,380308,380,Graham County Schools,370177000734,Robbinsville High School,Public high school in Robbinsville. Part of the Graham County Schools district.,,Q7341078,http://www.grahamcountyschools.org,,301 Sweetwater Road  Robbinsville NC 28771,Robbinsville,NCG12896,35.3253459,-83.7983581,Open,Regular School,Public,NOTVIRTUAL,Western,343330,Graham County,NCG06048,,"Rural, Remote"
NCG17367,390314,390,Granville County Schools,370180003114,Phoenix Academy,Public alternative school in Oxford. Part of the Granville County Schools district.,,,https://pa.gcs.k12.nc.us,https://www.usnews.com/education/k12/minnesota/phoenix-academy-92047,204 Taylor St  Oxford NC 27565,Oxford,NCG11353,36.3176444,-78.5860056,Open,Alternative Education,Public,SUPPVIRTUAL,North Central,991426,Granville County,NCG06090,,"Rural, Distant"
NCG17368,390322,390,Granville County Schools,370180002829,Granville Central High School,Public high school in Stem. Part of the Granville County Schools district. Opened 2007.,2007,Q5596874,http://gchs.gcs.k12.nc.us,,2043 Sanders Rd  Stem NC 27581,Stem,NCG14586,36.2133037,-78.687116,Open,Regular School,Public,SUPPVIRTUAL,North Central,343809,Granville County,NCG06090,,"Rural, Distant"
NCG17369,390323,390,Granville County Schools,370180003142,Granville Early College High,Public high school in Creedmoor. Part of the Granville County Schools district.,,,http://gech.gcs.k12.nc.us,,1552 South Campus Dr  Creedmoor NC 27522,Creedmoor,NCG03761,36.1409113,-78.720252,Open,Regular School,Public,SUPPVIRTUAL,North Central,340951,Granville County,NCG06090,,"Rural, Distant"
NCG17370,390324,390,Granville County Schools,370180000742,J. F. Webb High School,Public high school in Oxford. Part of the Granville County Schools district. Opened 1964.,1964,Q6105684,http://jfwh.gcs.k12.nc.us,,3200 Webb School Rd  Oxford NC 27565 7327,Oxford,NCG11353,36.3375048,-78.5980362,Open,Regular School,Public,SUPPVIRTUAL,North Central,342985,Granville County,NCG06090,,"Rural, Distant"
NCG17371,390352,390,Granville County Schools,370180003385,South Granville High School,Public high school in Creedmoor. Part of the Granville County Schools district. Opened 1962.,1962,Q7567384,http://sghs.gcs.k12.nc.us,,701 N Crescent Dr  Creedmoor NC 27522 8315,Creedmoor,NCG03761,36.1238348,-78.6751081,Open,Regular School,Public,SUPPVIRTUAL,North Central,340032,Granville County,NCG06090,2017,"Rural, Distant"
NCG17372,39A000,,,370033603304,Falls Lake Academy,Charter school in Creedmoor.,,,http://www.fallslakeacademy.com,https://www.usnews.com/education/k12/north-carolina/falls-lake-academy-200615,1701 East Lyon Station Road  Creedmoor NC 27522,Creedmoor,NCG03761,36.1122854,-78.7365502,Open,Regular School,Charter,NOTVIRTUAL,North Central,340014,Granville County,NCG06090,2014,"Rural, Distant"
NCG17373,39B000,,,370033803292,Oxford Preparatory,Charter school in Oxford.,,,http://www.oxfordprep.org,https://www.usnews.com/education/k12/north-carolina/oxford-preparatory-144825,6041 Landis Rd  Oxford NC 27565,Oxford,NCG11353,36.3363575,-78.5571683,Open,Regular School,Charter,NOTVIRTUAL,North Central,342988,Granville County,NCG06090,2014,"Rural, Distant"
NCG17374,400308,400,Greene County Schools,370183000750,Greene Central High School,Public high school in Snow Hill. Part of the Greene County Schools district. Opened 1962.,1962,Q5603841,https://gcsedu.org/GCHS,,140 School Drive  Snow Hill NC 28580 9798,Snow Hill,NCG14136,35.4798624,-77.6704345,Open,Regular School,Public,NOTVIRTUAL,Southeast,343665,Greene County,NCG06243,,"Rural, Distant"
NCG17375,400315,400,Greene County Schools,370183002860,Greene Early College High,Public high school in Snow Hill. Part of the Greene County Schools district.,,,https://gcsedu.org/GEC,,818 Highway 91  Snow Hill NC 28580,Snow Hill,NCG14136,35.4759141,-77.6705375,Open,Regular School,Public,NOTVIRTUAL,Southeast,343664,Greene County,NCG06243,,"Rural, Distant"
NCG17376,410319,410,Guilford County Schools,370192000967,T. Wingate Andrews High School,Public high school in High Point. Part of the Guilford County Schools district. Opened 1968.,1968,Q7668850,http://andrews.gcsnc.com/pages/Andrews_High,,1920 McGuinn Drive  High Point NC 27265 3332,High Point,NCG07014,35.9862195,-79.9907435,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,341852,Guilford County,NCG06348,,"City, Midsize"
NCG17377,410326,410,Guilford County Schools,370192002667,Middle College at Bennett,"All-female public high school located on the campus of Bennett College, a private historically black liberal arts college for women in Greensboro. Part of the Guilford County Schools district. Opened 2003.",2003,,https://www.gcsnc.com/middle_college_at_bennett,,610 Gorrell Street  Greensboro NC 27406,Greensboro,NCG06266,36.0664218,-79.7806052,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,341609,Guilford County,NCG06348,,"City, Midsize"
NCG17378,410355,410,Guilford County Schools,370192000768,James B. Dudley High School,Public high school in Greensboro. Part of the Guilford County Schools district. Opened 1929.,1929,Q6129090,http://dudley.gcsnc.com/pages/Dudley_High,,1200 Lincoln Street  Greensboro NC 27401 3798,Greensboro,NCG06266,36.0597231,-79.763907,Open,Regular School,Public,NOTVIRTUAL,Piedmont Triad,341605,Guilford County,NCG06348,,"City, Midsize"
