File,ID,Label,Feature type,Description,Secondary Feature Type,Related War
3-populated.csv,NCG05435,Fort Barnwell,Community,"community in NW Craven County. Alt. 40. Settled about 1800. Named for Fort Barnwell, constructed by Col. John Barnwell of South Carolina in a campaign against the Tuscarora Indians in April 1712. Remains of the fort are on a bluff overlooking the Neuse River 2 mi. NE of the community.",,
3-populated.csv,NCG05449,Fort Fisher Junction,Community,"community in S New Hanover County. Prior to 1957, when the name was changed by the county commissioners, the community was known as Monkey Junction because the proprietor of a store there once owned a great many monkeys.",,
3-populated.csv,NCG05474,Foscoe,Community,"community in SW Watauga County on Watauga River. Alt. 2,969.",,
3-populated.csv,NCG05475,Foster,Community,"community in SE Person County served by post office, 1892-1910.",Post office town,
3-populated.csv,NCG05478,Foster Creek Township,Former community,"former township in N central Madison County, now township no. 16.",,
3-populated.csv,NCG05485,Fountain,Town,"town in W Pitt County. Settled about 1900 and first known as Reba for the sister of Henry Clark Bridgers, founder of the East Carolina Railway. When a post office was est., the name had to be changed, as another Reba already existed in the state. Inc. 1903; named for Robert Almon Fountain (1878-1962), local merchant.",,
3-populated.csv,NCG05486,Fountain Fork,Community,community in E Edgecombe County.,,
3-populated.csv,NCG05487,Fountain Hill,Community,"community in N Lenoir County on Contentnea Creek. Named for a local family, the first member of which, Francis Fountain, settled in the vicinity prior to 1769.",,
3-populated.csv,NCG05488,Fountain Park,Community,community on Hickory Nut Creek in NE Henderson County.,,
3-populated.csv,NCG05489,Fountain Township,Township,W Pitt County.,,
3-populated.csv,NCG05490,Fountainshead,Town,"town inc. 1818 and authorized to be laid out on the Pee Dee River in Anson County on the lands of John and James Permenter, 11 mi. E of Wadesboro. No evidence exists that the town was est. See also Permetter Creek.",,
3-populated.csv,NCG05491,Four Corners,Community,"community in NW Davie County. In 1924-25 a gasoline station and a grocery store were built at the rural crossroad, which was given the name by the owners.",,
3-populated.csv,NCG05493,Four Forks,Community,community in central Pasquotank County.,,
3-populated.csv,NCG05494,Four Oaks,Town,"town in W Johnston County. Settled about 1885; inc. 1889. Named for four oaks growing from the stump of a tree that had been cut down in an opossum hunt in the yard of K. L. Barbour, first to build a house there. Alt. 208.",,
3-populated.csv,NCG05498,Fourway,Community,community in S Greene County. Community took the name of a filling station built there in the late 1920s or early 1930s.,,
3-populated.csv,NCG05517,Foxville,Community,"community in W Buncombe County served by post office, 1880-96.",Post office town,
3-populated.csv,NCG05523,Francisco,Community,community in N Stokes County between Big Creek and Dan River.,,
3-populated.csv,NCG05525,Frank,Community,community in W Avery County. Said to have been named prior to 1901 for a post office official.,,
3-populated.csv,NCG05527,Franklin,Former community,"a state organized in December 1784 in what had been the western territory of North Carolina. The area had been ceded by the state to the federal government briefly, but the act of cession was repealed. During the period, residents of the area organized the State of Franklin, and it was not until 1789 that North Carolina was able to reestablish jurisdiction over the area, the State of Franklin having collapsed the previous year. The area was again (and finally) ceded in 1789, and the state of Tennessee, admitted to the Union in 1796, was formed from it. See also Watauga Settlement; District of Washington.",,
3-populated.csv,NCG05528,Franklin,Community,"community in N Rowan County est. about 1828 as Franklinville, named for Benjamin Franklin. Named changed to Franklin in 1884.",,
3-populated.csv,NCG05530,Franklin County,County,"was formed in 1779 from Bute County, which see, when that county was divided to form Franklin and Warren Counties. Located in the NE section of the state, it is bounded by Nash, Wake, Granville, Vance, and Warren Counties. It was named for Benjamin Franklin (1706-90). Area: 494 sq. mi. County seat: Louisburg, with an elevation of 280 ft. Townships, now numbered 1 to 10, were formerly Dunn, Harris, Youngsville, Franklinton, Hayesville, Sandy Creek, Gold Mine, Cedar Rock, Cypress Creek, and Louisburg. Produces corn, wheat, oats, tobacco, Irish potatoes, hogs, livestock, marble, aluminum products, pharmaceuticals, electronics, lumber, and fabricated metals.",,
3-populated.csv,NCG05534,Franklin Township,Township,S Sampson County.,,
3-populated.csv,NCG05535,Franklin Township,Township,NW Surry County.,,
3-populated.csv,NCG05537,Franklinsville Township,Township,E central Randolph County.,,
3-populated.csv,NCG05538,Franklinton,Town,"town in W Franklin County. Alt. 432. Est. in 1839 as Franklin Depot on land of Shemuel Kearney. Name changed to Franklinton in 1842, when it was inc. Produced textiles.",,
3-populated.csv,NCG05539,Franklinton Township,Former community,"former township in W Franklin County, now township no. 4.",,
3-populated.csv,NCG05544,Franktown,Community,"community in NW Onslow County between Jenkins Swamp and Juniper Swamp. Formerly called Francktown for the Franck family, which owned much land in the area.",,
3-populated.csv,NCG05551,Fraziers Crossroads,Community,community in S Hertford County.,,
3-populated.csv,NCG05552,Frederick,Community,"community in W Wilson County. Post office, 1894-95.",Post office town,
3-populated.csv,NCG05555,Freeland,Community,community in NW Brunswick County.,,
3-populated.csv,NCG05556,Freeman,Community,community in NE Columbus County. Believed to have been named for free blacks living in the area before the Civil War.,,Civil War
3-populated.csv,NCG05562,Freeman's Mills,Community,"community in S Guilford County served by post office, 1870-1904.",Post office town,
3-populated.csv,NCG05566,Fremont,Town,"town in N Wayne County. Inc. 1867 as Nahunta; name changed, 1869. Settled prior to 1830 and known as Narhantes and Torhunta. Named Fremont in honor of Col. S. L. Fremont, chief engineer of Wilmington and Weldon Railroad. Birthplace of Gov. Charles B. Aycock (1859-1912), 1 mi. s, has been restored as a State Historic Site. Alt. 152.",,
3-populated.csv,NCG05569,French Broad Township,Township,NW Buncombe County.,,
3-populated.csv,NCG05572,Frenchs Creek Township,Township,SE Bladen County.,,
3-populated.csv,NCG05578,Friedberg,Community,"community in N Davidson County served by post office, first in 1860 and later from 1893 to 1903.",,
3-populated.csv,NCG05579,Friedland,Community,"community in S Forsyth County. Settled 1770 by Moravian families from Broadbay, Mass., now Waldoboro, Maine. Name, in German, means ""land of peace.""",,
3-populated.csv,NCG05580,Friendship,Community,community in W Duplin County.,,
3-populated.csv,NCG05581,Friendship,Community,community in NE Yadkin County near Yadkin River.,,
3-populated.csv,NCG05582,Friendship Township,Township,W central Guilford County.,,
3-populated.csv,NCG05584,Friezeland,Community,"community in S Madison County served by post office, 1886-1905.",Post office town,
3-populated.csv,NCG05587,Frisco,Community,"community on Hatteras Island SW of Buxton, SE Dare County. Known first as Trent, but post office est. in 1898 was named Frisco, perhaps to avoid confusion with Trenton, Jones County. In 1795 three sand hills known as Stowe's Hills were described there. Later the name Creed's Hill was applied to a single large sand hill S of Frisco.",,
3-populated.csv,NCG05592,Frog Pond,Community,community in E Cherokee County N of Peachtree.,,
3-populated.csv,NCG05593,Frogsboro,Community,community in E Caswell County.,,
3-populated.csv,NCG05594,Frogtown,Community,community in N Moore County.,,
3-populated.csv,NCG05599,Frost's Iron Works,Former community,former community in SW Stokes County. A post office from 1829 to 1836; iron foundry flourished there about 1850-60.,,
3-populated.csv,NCG05605,Fruit Ridge,Community,community in central Columbus County between Whiteville and Chadbourn.,,
3-populated.csv,NCG05607,Fruitville Township,Township,NE Currituck County.,,
3-populated.csv,NCG05608,Fry,Former community,former community in W Swain County on Nantahala River. Site now under the waters of Fontana Lake.,,
3-populated.csv,NCG05624,Fulchertown,Community,community in S Macon County on Fulcher Branch.,,
3-populated.csv,NCG05625,Fulford,Community,community in SW Brunswick County.,,
3-populated.csv,NCG05631,Fulmore,Community,"community in central Robeson County served by post office, 1880-1902.",Post office town,
3-populated.csv,NCG05632,Fulp,Community,community in N Forsyth County and S Stokes County.,,
3-populated.csv,NCG05634,Fulton,Community,"a small community in E Davie County on the Yadkin River. Inc. 1819, but active only a short time in municipal affairs, if at all. Site laid off in town lots when attempts were made to improve navigation on the Yadkin River. Post office est. 1822. Probably named for Hamilton Fulton (d. 1834), state engineer, who was employed in connection with many internal-improvement projects. A native of England, Fulton arrived in North Carolina in July 1819.",,
3-populated.csv,NCG05635,Fulton Township,Township,SE Davie County.,,
3-populated.csv,NCG05638,Funston,Community,community in E central Brunswick County.,,
3-populated.csv,NCG05640,Fuquay-Varina,Town,"town in SW Wake County N of Harnett County line. Settled prior to 1860. Inc. 1909 as Fuquay Springs, taking its name from David and Stephen Fuquay, early settlers. In 1963 merged with nearby town of Varina, which see, and assumed its present name. Produces tobacco, electronics equipment, apparel, and dairy products. Alt. 350.",,
3-populated.csv,NCG05642,Furches,Community,community on the Alleghany-Ashe county line.,,
3-populated.csv,NCG05645,Furr Township,Township,SW Stanly County.,,
3-populated.csv,NCG05646,Furrs,Community,community in SE Cabarrus County.,,
3-populated.csv,NCG05656,Gaddy Township,Township,S Robeson County.,,
3-populated.csv,NCG05658,Gaddysville,Community,community in SW Robeson County.,,
3-populated.csv,NCG05659,Gage,Community,"community in N Rutherford County served by post office, 1898-1908.",Post office town,
3-populated.csv,NCG05663,Gaither,Community,"community in S McDowell County served by post office, 1891-95.",Post office town,
3-populated.csv,NCG05665,Galatia,Community,community in N Northampton County.,,
3-populated.csv,NCG05667,Gale,Community,"community in central Ashe County served by post office, 1898-1921.",Post office town,
3-populated.csv,NCG05670,Gallagans,Community,community in N Madison County.,,
3-populated.csv,NCG05675,Galloway,Community,community in S Transylvania County on Toxaway Creek.,,
3-populated.csv,NCG05677,Galloway Crossroads,Community,community in E Pitt County.,,
3-populated.csv,NCG05681,Gamewell,Community,"community in SW Caldwell County. Alt. 1,078. Named for Gamewell Tuttle, a Methodist circuit rider who was in the area about 1840.",,
3-populated.csv,NCG05683,Ganders Fork,Community,community in E Duplin County.,,
3-populated.csv,NCG05684,Gannaway,Community,community in SW Caswell County. A post office operated there during the approx. period 1890-1905.,,
3-populated.csv,NCG05686,Gants,Community,"community in SW Rockingham County served by post office, 1888-92.",Post office town,
3-populated.csv,NCG05687,Gap,Community,community in W Stokes County at the head of East Prong Little Yadkin River.,,
3-populated.csv,NCG05689,Gap Civil Township,Township,N central Alleghany County. Training camps were located there during the early months of the Civil War. See also Sparta.,,Civil War
3-populated.csv,NCG05699,Garden Hill,Former community,former community in S Guilford County S of Sedgefield near Groometown. Site of Gardiner Hill Gold Mine. Both the community and the mine were deserted after the 1849 gold rush in California.,,
3-populated.csv,NCG05700,Garden Township,Township,"E Wilson County. Named for Jack Gardner, prominent local merchant in the mid-nineteenth century.",,
3-populated.csv,NCG05703,Gardnerville,Community,community in S Pitt County.,,
3-populated.csv,NCG05704,Garfield,Community,"community in SE Rowan County served by post office, 1880-1913.",Post office town,
3-populated.csv,NCG05706,Garland,Town,"town in SW Sampson County. Settled about 1888; inc. 1907. Named for Augustus Hill Garland (1832-99), attorney general of the United States, 1885-89. Known earlier as Sloan's Crossing. Alt. 137.",,
3-populated.csv,NCG05710,Garner,Town,"town in S Wake County. Settled about 1800. Inc. 1883 as Garner's Station, named for founder, H. C. Garner. Charter repealed 1891; reincorporated in 1905 as Garner.",,
3-populated.csv,NCG05713,Garner's Ford,Community,"community in NE Rutherford County served by post office, 1828-1933.",Post office town,
3-populated.csv,NCG05715,Garners Store,Community,community on the Randolph-Moore county line.,,
3-populated.csv,NCG05716,Garnett,Community,"community in W Rutherford County served by post office, 1884-96.",Post office town,
3-populated.csv,NCG05729,Garysburg,Town,"town in W Northampton County. Inc. 1891. Known as Garys in 1833 but changed to Garysburg after the post office there received the name in 1838. Alt. 145. Peebles Tavern and Blakely's Depot were nearby communities in the early nineteenth century, but they were supplanted by Garysburg. Strategically important during Civil War as convergence of two railroads. Site of Camp Beauregard, which see.",,Civil War
3-populated.csv,NCG05733,Gaston,Town,"town in NW Northampton County on Roanoke River. Inc. 1949, at which time the name was changed from Camp's Store. Named for the township and for the old town of Gaston, the site of which is about 5 mi. w.",,
3-populated.csv,NCG05734,Gaston County,County,"was formed in 1846 from Lincoln County. Located in the SW section of the state, it is bounded by the state of South Carolina and by Cleveland, Lincoln, and Mecklenburg Counties. It was named for William Gaston (1778-1844), a member of Congress and a judge of the Supreme Court of North Carolina. Area: 363 sq. mi. County seat: Gastonia, with an elevation of 825 ft. Townships are Cherryville, Crowell Mountain, Dallas, Gastonia, River Bend, and South Point. Produces corn, wheat, oats, hay, soybeans, air filters, trucking, nursery products, poultry, hogs, livestock, textiles, hosiery, machinery, corrugated boxes, chemicals, motor-vehicle parts, crushed stone, mica, and sand.",,
3-populated.csv,NCG05735,Gaston Township,Township,NW Northampton County.,,
3-populated.csv,NCG05736,Gastonia,City,"city and county seat, central Gaston County. Inc. 1877 and named for the county in which it was located. Replaced Dallas as the county seat, 1909. Produces textiles, hosiery, machinery, corrugated boxes, electronic components, apparel, and motor-vehicle parts. Gaston College, est. 1964, is there. Alt. 825.",,
3-populated.csv,NCG05737,Gastonia Township,Township,S central Gaston County.,,
3-populated.csv,NCG05738,Gates,Community,community in N Gates County. Alt. 73.,,
3-populated.csv,NCG05739,Gates County,County,"was formed in 1779 from Chowan, Hertford, and Perquimans Counties. Located in the NE section of the state, it is bounded by Camden, Pasquotank, Perquimans, Chowan, and Hertford Counties and the state of Virginia. It was named for Gen. Horatio Gates (1728?-1806), commander of Revolutionary forces that defeated Burgoyne at Saratoga, October 1777. Area: 349 sq. mi. County seat: Gatesville, with an elevation of 40 ft. Townships are Gatesville, Hall, Haslett, Holly Grove, Hunters Mill, Mintonsville, and Reynoldson. The area was explored in 1622 by John Pory, who came down from Jamestown, Va. Produces peanuts, corn, soybeans, cotton, hogs, wood products, and lumber.",,
3-populated.csv,NCG05741,Gatesville,Town,town and county seat in central Gates County. Alt. 40. Inc. 1830. Known originally as Bennetts Creek Landing and as Gates Courthouse from 1779 until 1830.,,
3-populated.csv,NCG05742,Gatesville Township,Township,central Gates County.,,
3-populated.csv,NCG05743,Gatewood,Community,"community in NW Caswell County, named for J. M. Gatewood, local resident. A post office operated there, 1884-1907.",,
3-populated.csv,NCG05745,Gatlington,Community,"community in NW Gates County on Chowan River. Beach there is a popular picnic area, and boat races are held on the river. Prior to the Civil War, known as Lumberton and center for the manufacture of barrel staves and sawed lumber to be shipped down the river.",,Civil War
3-populated.csv,NCG05747,Gay,Community,community in W Jackson County on Savannah Creek.,,
3-populated.csv,NCG05748,Gaylord,Community,community in E Beaufort County.,,
3-populated.csv,NCG05752,Gela,Community,community in N Granville County. Alt. 483.,,
3-populated.csv,NCG05753,Gem,Community,"community in NW Buncombe County served by post office, 1886-1929.",Post office town,
3-populated.csv,NCG05756,Geneva,Community,"community in S Rockingham County served by post office, 1888-1902.",Post office town,
3-populated.csv,NCG05757,Genlee,Community,"community in S Durham County. Formerly known as Togo, the name of a Japanese city given the community when a railroad station opened there about 1904. The name was changed after the attack on Pearl Harbor, December 7, 1941, to honor Gen. Robert E. Lee. Produces bricks.",,
3-populated.csv,NCG05758,Genoa,Community,"community in S central Wayne County. Named for Genoa, Italy, the birthplace of Christopher Columbus.",,
3-populated.csv,NCG05759,Gentry,Community,"community in SW Rockingham County served by post office, 1886-1903. Named for first postmaster.",Post office town,
3-populated.csv,NCG05762,Gentrys Store,Community,community in N Person County.,,
3-populated.csv,NCG05764,George,Community,"community in E Northampton County, approx. 1 mi. SW of Woodland. Named for a local citizen, George Harrison Parker. Former post office was George; railroad station was Woodland Station.",,
3-populated.csv,NCG05776,Georgetown,Community,historically African American community in NE Davidson County between forks of Spurgeon and Abbotts Creeks.,,
3-populated.csv,NCG05777,Georgetown,Community,"community in E Lenoir County near Kinston. Takes its name from George City, which see.",,
3-populated.csv,NCG05778,Georgeville,Community,community in SE Cabarrus County at junction of Dutch Buffalo Creek and Rocky River. Named for George Shinn; formerly known as Shinnville. See also Reed Gold Mine.,,
3-populated.csv,NCG05781,Germanton,Community,"community in S Stokes and N Forsyth Counties. Alt. 662. Est. 1790; charter repealed 1895. County seat of Stokes County from the creation of the county until 1849, when it was divided to form Forsyth County.",,
3-populated.csv,NCG05782,Germantown,Town,"town in SW Hyde County. Inc. 1791. Named for German Bernard, on whose land the town was laid off. County seat from about 1792 to 1820.",,
3-populated.csv,NCG05786,Gerton,Community,community in NE Henderson County.,,
3-populated.csv,NCG05787,Gethsemane,Community,community in N Edgecombe County.,,
3-populated.csv,NCG05789,Ghio,Community,community in SE Richmond County. Named in the 1860s for a German engineer employed by the railroad.,,
3-populated.csv,NCG05793,Gibbs,Community,"community in W Burke County served by post office, 1883-1930.",Post office town,
3-populated.csv,NCG05800,Gibbs Woods,Community,community near Gibbs Point in NE Currituck County. See also Gibbs Point.,,
3-populated.csv,NCG05801,Gibbton,Community,community in central Pamlico County on Trent River.,,
3-populated.csv,NCG05804,Gibraltar,Former community,"former community in central Union County between Richardson's and Crooked Creeks. Appears on the Shaffer map, 1886. Later known as Polk Mountain, but no longer recognized as a community.",,
3-populated.csv,NCG05805,Gibson,Town,"town in W Scotland County. Post office est. there 1846 and named for Noah Gibson, storekeeper and first postmaster. Inc. 1899. Alt. 255.",,
3-populated.csv,NCG05813,Gibson's Mill,Community,"community in central Richmond County served by post office, 1878-1907.",Post office town,
3-populated.csv,NCG05814,Gibsonville,Town,"town in E Guilford and W Alamance Counties. Alt. 728. Est. 1855 and inc. 1871. Named for Joseph Gibson (1785-1857), local land and slave owner who was active in contracting and grading for the North Carolina Railroad. A station est. about 1 mi. N of his home was named for him and became the town.",,
3-populated.csv,NCG05815,Giddensville,Community,community in NE Sampson County on the W edge of Bear Pocosin.,,
3-populated.csv,NCG05816,Gideon,Community,"community in E Stokes County served by post office, 1898-1916.",Post office town,
3-populated.csv,NCG05819,Gift,Community,"community in S Johnston County served by post office, 1887-1903.",Post office town,
3-populated.csv,NCG05820,Gilbert,Community,"community in N Moore County served by post office, 1887-1906.",Post office town,
3-populated.csv,NCG05823,Gilead,Community,community in SW Beaufort County.,,
3-populated.csv,NCG05826,Giles’ Mills,Community,"community in NW Sampson County served by post office, 1874-1906.",Post office town,
3-populated.csv,NCG05827,Gilkey,Community,community in N Rutherford County. Formerly known as Millwood until renamed for a local family.,,
3-populated.csv,NCG05829,Gilkey Township,Township,central Rutherford County.,,
3-populated.csv,NCG05830,Gill,Community,community in S Vance County; named for a local family.,,
3-populated.csv,NCG05834,Gillburg,Community,community in S Vance County on the head of Gills Little Mill Creek.,,
3-populated.csv,NCG05836,Gillett,Former community,former community in S Onslow County E of Stones Bay. Abandoned 1941 with the establishment of Camp Lejeune Marine Corps Air Station.,,
3-populated.csv,NCG05839,Gilliam County,County,"was name proposed in 1872-73 legislature for new county to be created out of Granville, Warren, and Franklin Counties. Name selected to honor Judge Robert Gilliam of Oxford. Bill failed to pass, but in 1881 Vance County was formed with similar boundaries.",,
3-populated.csv,NCG05845,Gilmer Township,Township,central Guilford County.,,
3-populated.csv,NCG05847,Gilreath,Community,"community in S Wilkes County on North Rocky Creek. Formerly known as Brushy Mountain and as Dodson Store. Old Gilreath, another community, is located approx. 3 mi. nw.",,
3-populated.csv,NCG05848,Gin,Community,community in N Cumberland County.,,
3-populated.csv,NCG05858,Glade Creek,Community,community in E Alleghany County.,,
3-populated.csv,NCG05859,Glade Creek Township,Township,NE Alleghany County.,,
3-populated.csv,NCG05863,Glade Valley,Community,community in SE Alleghany County. Glade Valley High School there operated under direction of Presbyterian Church.,,
3-populated.csv,NCG05867,Gladis,Community,community in E Mecklenburg County.,,
3-populated.csv,NCG05869,Glady,Community,community in SW Buncombe County on South Hominy Creek.,,
3-populated.csv,NCG05876,Glasgow County,County,"formed in 1791 from Dobbs County, was named in honor of James Glasgow, secretary of state of North Carolina, 1777-98. The name was changed to Greene, which see, in 1799 when Glasgow was convicted of land fraud. Glasgow died in Tennessee in 1820.",,
3-populated.csv,NCG05877,Glass,Community,"community in N Cabarrus County. Named for Peter Glass, an early German settler.",,
3-populated.csv,NCG05887,Glen Alpine,Town,"town in SW Burke County. Inc. 1883. Alt. 1,206. First known as Turkey Tail because of an old tree root that resembled a turkey's tail. Later called Sigmonsburg for a local storekeeper, and finally given its present name when the railroad was built.",,
3-populated.csv,NCG05888,Glen Ayre,Community,community in E Mitchell County on Little Green Creek. A late nineteenth-century post office there was known as Little Rock Creek.,,
3-populated.csv,NCG05889,Glen Brook,Community,"community in NE Montgomery County served by post office, 1880-1906.",Post office town,
3-populated.csv,NCG05894,Glen Inglis,Community,"community in central Buncombe County served by post office, 1890-1909.",Post office town,
3-populated.csv,NCG05896,Glen Raven,Community,"community in W Alamance County. Alt. 701. Named by John Q. Gant (1847-1930), who est. first mill at the site. He first chose Glendale, but the name was rejected because it was already a post office name in the state. He kept the ""Glen,"" however, and added Raven because of his fondness for hunting crows.",,
3-populated.csv,NCG05899,Glencoe,Community,community in central Alamance County. Formerly site of textile mills.,,
3-populated.csv,NCG05900,Glendale,Community,"community in N Alamance County served by post office, 1884-1901.",Post office town,
3-populated.csv,NCG05901,Glendale Springs,Community,"community in SE Ashe County. Alt. 2,850.",,
3-populated.csv,NCG05902,Glendon,Community,"community in NE Moore County. Named for E. F. Glenn, owner of the site. A pyrophyllite open-cut mine and processing plant operated there. Alt. 301.",,
3-populated.csv,NCG05903,Glenfield,Community,"community in S Greene County. Tyndal's College, located nearby, was est. about 1913, abandoned about 1929. Founded by James Tyndal and son, John, prominent Baptists. The community was settled prior to 1890.",,
3-populated.csv,NCG05904,Glenhaven,Community,community in central Beaufort County on the N bank of Pamlico River.,,
3-populated.csv,NCG05905,Glenmore,Community,"community in S Johnston County served by post office, 1879-1902.",Post office town,
3-populated.csv,NCG05910,Glenola,Community,community in N Randolph County. Alt. approx. 793.,,
3-populated.csv,NCG05911,Glenville,Town,"town in S Jackson County between Thorpe Reservoir and Glassy Rock Ridge. Inc. 1891. Alt. approx. 3,560.",,
3-populated.csv,NCG05913,Glenwood,Community,community in S McDowell County. Inc. 1909; ceased to be active in municipal affairs in 1927; charter repealed 1945. A post office there was known as Nealsville.,,
3-populated.csv,NCG05914,Glenwood Township,Township,SE McDowell County.,,
3-populated.csv,NCG05915,Gliden,Community,community in N Chowan County. Alt. 38.,,
3-populated.csv,NCG05916,Glisson Township,Township,N central Duplin County.,,
3-populated.csv,NCG05917,Globe,Community,"community in NW Caldwell County. Alt. 1,325. Settled about 1775 and named because the area cleared by the settlers was practically round. Globe Academy operated there from 1882 until it was washed away in the flood of 1916.",,
3-populated.csv,NCG05919,Globe Township,Township,NW Caldwell County.,,
3-populated.csv,NCG05920,Gloucester,Community,community in E Carteret County. Alt. 10. Settled about 1800 and named for the city in Massachusetts.,,
3-populated.csv,NCG05923,Gloucester Township,Township,NW Transylvania County.,,
3-populated.csv,NCG05924,Glover,Community,"community in S Nash County served by post office, 1890-1909.",Post office town,
3-populated.csv,NCG05926,Glovers Crossroads,Community,community in NE Bertie County.,,
3-populated.csv,NCG05928,Gneiss,Community,"community in E Macon County on Cullasaja River. Alt. 2,115. Named for gneiss, a laminated or foliated metamorphic rock found in the vicinity.",,
3-populated.csv,NCG05933,Goat Neck,Community,community in NE Tyrrell County NE of Fort Landing.,,
3-populated.csv,NCG05937,Godfrey,Community,community in N Richmond County.,,
3-populated.csv,NCG05940,Godley Store,Community,community in SE Beaufort County.,,
3-populated.csv,NCG05942,Godsey,Community,"community in SW Wake County served by post office, 1900-1904.",Post office town,
3-populated.csv,NCG05943,Godwin,Town,"town in NE Cumberland County. Settled 1877. Inc. 1905. Named for Isaac W. Godwin, who gave the railroad right-of-way. Alt. 156.",,
3-populated.csv,NCG05945,Godwins,Community,community in S Johnston County.,,
3-populated.csv,NCG05946,Goff,Community,"community in NE Chatham County served by post office, 1881-1915.",Post office town,
3-populated.csv,NCG05949,Gold,Former community,former community in NW Burke County on Canoe Creek.,,
3-populated.csv,NCG05951,Gold Hill,Community,community in central Rutherford County.,,
3-populated.csv,NCG05952,Gold Hill Township,Township,SE Rowan County.,,
3-populated.csv,NCG05954,Gold Mine Township,Former community,"former township in NE Franklin County, now township no. 7.",,
3-populated.csv,NCG05957,Gold Point,Town,"town in W Martin County on Collie Swamp. Settled about 1871. Inc. 1899 as Gold-point, but long inactive in municipal affairs; reincorporated 1957 as Gold Point. Originally called Long Town. Alt. 74.",,
3-populated.csv,NCG05958,Gold Rock,Community,"community in NE Nash County on Swift Creek. Inc. 1875 as Whitaker's Mills, but long inactive in municipal affairs. Henry W. Whitaker was appointed first mayor. Present name selected 1886 by R. R. Gay, postmaster, when a post office was est. there and it was necessary to avoid confusion with nearby Whitakers. Alt. 110.",,
3-populated.csv,NCG05959,Gold Valley Crossroads,Community,community in W Nash County.,,
3-populated.csv,NCG05963,Golden Valley,Community,"community in NE Rutherford County on the head of First Broad River. A post office, Golden, est. there as early as 1835. Large tracts of timber exist in the area; although worked by a lumber company many years ago, there are said to be stands of virgin timber remaining in the far reaches because it was too difficult to get it out.",,
3-populated.csv,NCG05964,Golden Valley Township,Township,NE Rutherford County.,,
3-populated.csv,NCG05966,Goldknob,Community,"community in SE Rowan County served by post office, 1892-1904.",Post office town,
3-populated.csv,NCG05968,Goldsboro,Former community,"city and county seat, central Wayne County E of Neuse River, where it is joined by Little River. Inc. 1847; became county seat in 1850, succeeding town of Waynesborough, which see. Named for Maj. Matthew Tilghman Goldsborough, native of Maryland, assistant engineer for Wilmington and Weldon Railroad. Includes former community of Adamsville, which see. Produces textiles, electronic components, primary metals, leather products, bakery products, tobacco, furniture, lumber, cottonseed oil, machinery, dairy products, and processed grain. Alt. 111. Seymour Johnson Air Force Base, est. 1942, is there.",,
3-populated.csv,NCG05970,Goldsboro Township,Township,central Wayne County.,,
3-populated.csv,NCG05972,Goldston,Town,"town in S Chatham County. Settled about 1885; inc. 1907. Named for Joseph Goldston, on whose land the town developed. Alt. 424.",,
3-populated.csv,NCG05976,Good Spring,Community,"community in W Surry County served by post office, 1878-1916.",Post office town,
3-populated.csv,NCG05980,Goodluck,Community,community in N Henderson County on Hooper Creek.,,
3-populated.csv,NCG05981,Goodman,Community,"community in NW Anson County. Named for local family; J. C. Goodman, Civil War veteran, est. a tannery there soon after the war.",,Civil War
3-populated.csv,NCG05987,Goodwill,Community,"community in NE Forsyth County served by post office, 1884-1903.",Post office town,
3-populated.csv,NCG05990,Goodwin Hills,Community,community on N Cedar Island in NE Carteret County.,,
3-populated.csv,NCG05999,Goose Creek Township,Township,N Union County.,,
3-populated.csv,NCG06003,Goose Nest Township,Township,NW Martin County. See also Oak City.,,
3-populated.csv,NCG06004,Goose Pond,Community,community in NE Bertie County. Named for the goose pond on a local plantation owned by the Holley family.,,
3-populated.csv,NCG06008,Gordonton,Community,community in E Davidson County. Earlier known as Gordontown.,,
3-populated.csv,NCG06009,Gordonton,Community,community in SW Person County. A post office as early as 1830.,,
3-populated.csv,NCG06010,Gordontown,Town,"town authorized to be est. in 1824 on the lands of James Gordon on Cribs Creek, NW Anson County, but there is no evidence that the town was laid out.",,
3-populated.csv,NCG06012,Gorman,Community,community in E Durham County.,,
3-populated.csv,NCG06014,Goshen,Former community,former community in SW Wilkes County on Yadkin River. The site is now a part of the W. Kerr Scott Reservoir.,,
3-populated.csv,NCG06025,Gould,Community,"community in S Gaston County served by post office, 1888-1902.",Post office town,
3-populated.csv,NCG06026,Goulds,Community,"community in SW Wilkes County on Yadkin River at the mouth of Stony Fork Creek. Named for Andy Gould, who operated a mill on Stony Fork Creek.",,
3-populated.csv,NCG06035,Grabtown,Community,community in SW Bertie County.,,
3-populated.csv,NCG06036,Grabur Heights,Community,community in central Alamance County.,,
3-populated.csv,NCG06037,Grace,Community,"community in central Buncombe County served by post office, 1889-1902.",Post office town,
3-populated.csv,NCG06038,Grade,Community,community in NW Alexander County. Alt. approx. 975.,,
3-populated.csv,NCG06039,Gradins Station,Community,community in SW Granville County.,,
3-populated.csv,NCG06040,Grady,Community,"community in W Robeson County served by post office, 1890-1904.",Post office town,
3-populated.csv,NCG06041,Grady Township,Township,SW Pender County.,,
3-populated.csv,NCG06042,Gradys,Community,community in SE Wayne County near Buck Marsh.,,
3-populated.csv,NCG06043,Gragg,Community,"community in NE Avery County. Probably named for John Gragg, Revolutionary War soldier (buried at Montezuma) or for Gragg Prong, which see, probably also named for him.",,
