ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG02290,Buzzard Knob,Knob,Mountain Summits,natural - peak,Macon,No,SW Macon County at the SW end of Horse Ridge.
NCG02295,Buzzardroost Mountain,Mountain,Mountatins,natural - peak,Swain,No,central Swain County between Middle Peachtree Creek and Canebrake Branch.
NCG02301,Byers Mountain,Mountain,Mountatins,natural - peak,Henderson,No,N Henderson County on Byers Creek.
NCG02325,Cable Gap,Gap,Gaps,natural - valley,Graham,No,NE Graham County at the head of Panther Creek.
NCG02331,Cadon Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County at the head of Whiterock Branch.
NCG02336,Caffey Gap,Gap,Gaps,natural - valley,Watauga,No,S Watauga County on the head of Laurel Creek.
NCG02346,Cajahs Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,"S Caldwell County. Alt. 1,342. Said to have been named for a man named Micajah who was hanged there."
NCG02351,Calahaln Mountain,Mountain,Mountatins,natural - peak,Davie,No,W Davie County. Signs of excavations made on the mountain are said to be the result of Indians digging for gold.
NCG02367,Caler Knob,Knob,Mountain Summits,natural - peak,Swain,Yes,on Macon-Swain county line near the head of Gibby Branch.
NCG02371,Calfpen Gap,Gap,Gaps,natural - valley,Graham,No,NE Graham County.
NCG02381,California Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Gold Mine Branch and California Ridge.
NCG02382,California Knob,Knob,Mountain Summits,natural - peak,Surry,No,central Surry County.
NCG02390,Callaway Mountain,Mountain,Mountatins,natural - peak,Yancey,No,central Yancey County parallel to Cane River.
NCG02404,Camel Hump Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"a peak in Great Smoky Mountains National Park on the line between Haywood County, N.C., and Cocke County, Tenn., near lat. 35°43'33"" N., long. 83°13' W. Alt. 5,200-5,250."
NCG02405,Camel Knob,Knob,Mountain Summits,natural - peak,Rutherford,No,"N Rutherford County N of Camp Creek. Alt. 2,124."
NCG02429,Camp Creek Bald,Bald,Mountain Summits,natural - peak,Madison,No,"on Madison County, N.C.-Greene County, Tenn., line. Alt. 4,844."
NCG02430,Camp Creek Mountain,Mountain,Mountatins,natural - peak,Avery,No,S central Avery County.
NCG02434,Camp Gap,Gap,Gaps,natural - valley,Macon,No,NW Macon County at the head of Camp Branch.
NCG02442,Camp Knob,Knob,Mountain Summits,natural - peak,Cleveland,No,N Cleveland County between Cove and Cox Creeks.
NCG02449,Camp Mountain,Mountain,Mountatins,natural - peak,Jackson,No,E Jackson County between Tanasee Creek and the Transylvania County line.
NCG02453,Camp Ridge,Ridge,Ridges,Natural - ridge,Avery,No,mountain in W Avery County.
NCG02466,Campbell Gap,Gap,Gaps,natural - valley,Macon,No,central Macon County between Iotla Branch and Iotla Creek.
NCG02474,Campground Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-Yancey county line between Campground Knob and Rocky Knob.
NCG02475,Campground Knob,Knob,Mountain Summits,natural - peak,Buncombe,Yes,on Buncombe-Yancey county line between Sugartree Gap and Campground Gap.
NCG02485,Canadian Top,Top,Mountain Summits,natural - peak,Haywood,No,"peak in W Haywood County, Great Smoky Mountains National Park, near lat. 35°38'55"" N., long. 83°06'13"" W."
NCG02495,Candler Knob,Knob,Mountain Summits,natural - peak,Buncombe,Yes,"on Buncombe-Henderson county line, SW of Cutthroat Gap. Alt. 4,548."
NCG02505,Cane Creek Gap,Gap,Gaps,natural - valley,Buncombe,No,SE Buncombe County near the headwaters of Cane Creek.
NCG02506,Cane Creek Mountains,Mountains,Mountain Ranges,natural - peak,Alamance,No,"S Alamance County. Among the named peaks are Huronian Mountain and Stafford Hill. Alt. approx. 1,033."
NCG02509,Cane Mountain,Mountain,Mountatins,natural - peak,Henderson,No,between Foster Creek and McDowell Creek in NW Henderson County.
NCG02510,Cane Mountain,Mountain,Mountatins,natural - peak,Yancey,No,extends from Cane River in N Yancey County NE to the junction of Toe and Cane Rivers.
NCG02512,Cane River Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on Buncombe-Yancey county line SE of Ivy Gap. Also known as Little Cane River Gap.
NCG02515,Canedy Gap,Gap,Gaps,natural - valley,Cherokee,No,W Cherokee County at the SE end of Chestnut Gap Mountain.
NCG02516,Canedy Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,W Cherokee County S of Canedy Gap between Shoal and Bearpaw Creeks.
NCG02522,Caney Fork Bald,Bald,Mountain Summits,natural - peak,Jackson,Yes,"on Haywood-Jackson county line NW of Lone Bald. Alt. 5,926."
NCG02530,Cannon Gap,Gap,Gaps,natural - valley,Avery,No,N Avery County near the head of Cannon Creek.
NCG02536,Cansadie Top,Top,Mountain Summits,natural - peak,Haywood,No,central Haywood County between Shook Gap and Jolly Gap.
NCG02541,Cantrell Mountain,Mountain,Mountatins,natural - peak,Henderson,No,W Henderson County between North Fork and South Fork.
NCG02542,Cantrell Top,Top,Mountain Summits,natural - peak,Cherokee,No,NW Cherokee County.
NCG02572,Caraway Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"W Randolph County between Black Creek and Caraway Creek, which see. Appears on the Collet map, 1770, as a name applied to all of the small mountains between the Uwharrie and Deep Rivers."
NCG02601,Carpenter Knob,Knob,Mountain Summits,natural - peak,Cleveland,No,"in N Cleveland County between Poundingmill and Knob Creeks. Alt. 1,619."
NCG02603,Carpenters Knob,Knob,Mountain Summits,natural - peak,Lincoln,No,"W Lincoln County. Alt. 1,500."
NCG02609,Carrell Knob,Knob,Mountain Summits,natural - peak,Clay,No,on the Cherokee-Clay county line in the Valley River Mountains.
NCG02611,Carringer Gap,Gap,Gaps,natural - valley,Graham,No,N Graham County between Yellow Creek and Cochran Creek.
NCG02612,Carrol Gap,Gap,Gaps,natural - valley,Clay,No,"near the SE base of Carroll Mountain, W Clay County between the headwaters of Sweetwater and Qualls Creeks near lat. 35°02'45"" N., long. 83°51'20"" W."
NCG02613,Carrol Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Jones Creek and the head of North Fork Coweeta Creek.
NCG02616,Carroll Gap,Gap,Gaps,natural - valley,Watauga,No,E Watauga County on the head of Long Branch.
NCG02617,Carroll Knob,Knob,Mountain Summits,natural - peak,Clay,No,"on the Cherokee-Clay county line at the SW end of Valley River Mountains, Nantahala National Forest. Alt. 2,540."
NCG02619,Carroll Mountain,Mountain,Mountatins,natural - peak,Clay,No,"W Clay County, S of Hiwassee River and N of Qualls Creek. See also Jim Carroll Top."
NCG02628,Carson Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County N of Wildcat Knob.
NCG02629,Carson Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"N Rutherford County, extends NE between Cane Creek and Lookadoo Mountain."
NCG02637,Carter Gap,Gap,Gaps,natural - valley,Clay,Yes,on the Clay-Macon county line.
NCG02639,Carter Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County near the Madison County line.
NCG02641,Carter Top,Top,Mountain Summits,natural - peak,Jackson,No,on the N end of Rich Mountain in NW Jackson County.
NCG02649,Carters Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,extends NW in N Wilkes County between North Prong Roaring River and Middle Prong Roaring River.
NCG02659,Carver Gap,Gap,Gaps,natural - valley,Clay,No,NW Clay County in Tusquitee Mountains.
NCG02660,Carver Knob,Knob,Mountain Summits,natural - peak,Madison,No,S Madison County between Morrow Branch and Worley Cove.
NCG02661,Carver Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"between Cope Creek and Blanton Branch in N central Jackson County. Alt. 3,600."
NCG02667,Carvers Gap,Gap,Gaps,natural - valley,Mitchell,No,"on the Mitchell County, N.C.-Carter County, Tenn., line."
NCG02684,Case Ridge Gap,Gap,Gaps,natural - valley,Transylvania,No,in N Transylvania County at the E end of Case Camp Ridge.
NCG02721,Cat Gap,Gap,Gaps,natural - valley,Transylvania,No,central Transylvania County near the head of King Creek.
NCG02724,Cat Pen Gap,Gap,Gaps,natural - valley,Transylvania,No,N Transylvania County between Cat Gap and Horse Cove.
NCG02730,Cataloochee Balsam,Mountain,Mountatins,natural - peak,Haywood,Yes,"mountain on the Haywood-Swain county line between Horse Creek Gap and Pauls Gap. Alt. 5,940."
NCG02761,Cathey Gap,Gap,Gaps,natural - valley,Haywood,No,E Haywood County between Rocky Knob and Pressly Mountain.
NCG02793,Cedar Cliff Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,NE Buncombe County W of Sheepwallow Knob.
NCG02795,Cedar Cliff Mountain,Mountain,Mountatins,natural - peak,Macon,No,"S Macon County between Andy Gap and Buddy Gap. Alt. 4,824."
NCG02816,Cedar Knob,Knob,Mountain Summits,natural - peak,Madison,No,W Madison County between Granger Mountain and Friezeland Creek.
NCG02818,Cedar Mountain,Mountain,Mountatins,natural - peak,Polk,No,"SW Polk County. Alt. 2,200."
NCG02819,Cedar Mountain,Mountain,Mountatins,natural - peak,Burke,No,"a peak in the South Mountains, S Burke County. Alt. 2,160."
NCG02821,Cedar Point Mountain,Mountain,Mountatins,natural - peak,Rockingham,No,W Rockingham County near Mayo River. See Baughn Mountain.
NCG02826,Cedar Rock Mountain,Mountain,Mountatins,natural - peak,Randolph,No,W Randolph County.
NCG02831,Cedar Top,Top,Mountain Summits,natural - peak,Graham,No,"mountain in W Graham County between Hooper Mill Creek and Hooper Cove. Alt. approx. 4,000."
NCG02834,Cedar Valley Knob,Knob,Mountain Summits,natural - peak,Jackson,No,"in central Jackson County between Cedar Valley Creek and Gladie Creek. Alt. 3,500. Formerly known as Nigger-skull Mountain; name changed in 2006 by U.S. Board on Geographic Names."
NCG02839,Celo Knob,Knob,Mountain Summits,natural - peak,Yancey,No,"E Yancey County near the head of Browns Creek. Alt. 6,326."
NCG02868,Chalk Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,"S Mitchell County between Brushy Creek and North Toe River. Alt. 3,558."
NCG02874,Chambers Creek Gap,Gap,Gaps,natural - valley,Swain,No,"N Swain County on Welch Ridge near the head of Bear Creek. Named for John Chambers, an early settler."
NCG02875,Chambers Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"E Haywood County, extends NE from the head of Long Branch to the head of Rogers Cove Creek."
NCG02882,Chandler Knob,Knob,Mountain Summits,natural - peak,Madison,No,N Madison County near the head of Revere Creek.
NCG02905,Charley Bald,Bald,Mountain Summits,natural - peak,Jackson,No,"a peak at the N end of Charley Ridge on Rich Mountain in E Jackson County. Alt. 5,530."
NCG02908,Charley Knob,Knob,Mountain Summits,natural - peak,Jackson,No,on the S end of Charley Ridge in E Jackson County.
NCG02912,Charlies Bunion Mountain,Mountain,Mountatins,natural - peak,Swain,No,"on Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park. Alt. 5,375. So named because Charles Connor remarked to George Masa that the peak looked ""like a bunion on Old Smoky's foot."""
NCG02925,Chasteen Mountain,Mountain,Mountatins,natural - peak,Clay,No,SW Clay County between Trout Cove Branch and Greasy Creek.
NCG02940,Cheek Mountain,Mountain,Mountatins,natural - peak,Alleghany,No,"grass-covered peak in the Peach Bottom Mountain range, W central Alleghany County."
NCG02949,Cheoah Bald,Bald,Mountain Summits,natural - peak,Swain,No,"on the Graham-Swain county line between Bellcollar Gap and Sassafras Gap. Alt. 5,062."
NCG02951,Cheoah Mountains,Mountains,Mountain Ranges,natural - peak,Graham,No,extend across central Graham County E in an arc from the headwaters of Gladdens Creek to the headwaters of Sawyer Creek.
NCG02960,Cherokee Gap,Gap,Gaps,natural - valley,Swain,No,on Jackson-Swain county line near Oconaluftee River.
NCG02969,Cherry Gap,Gap,Gaps,natural - valley,Mitchell,No,"on the Mitchell County, N.C.-Unicoi County, Tenn., line."
NCG02970,Cherry Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Haywood-Transylvania county line on Pisgah Ridge S of Bennett Gap.
NCG02975,Cherry Knob,Knob,Mountain Summits,natural - peak,Swain,No,"NW Swain County in Great Smoky Mountains National Park on the W side of Jenkins Trail Ridge and at the NE end of Big Fork Ridge. Alt. 4,420."
NCG02976,Cherry Knob,Knob,Mountain Summits,natural - peak,Jackson,No,on Cullowhee Mountain in W Jackson County.
NCG02979,Cherry Log Gap,Gap,Gaps,natural - valley,Buncombe,No,N Buncombe County between Bald Knob and Little Snowball Mountain.
NCG02981,Cherry Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"mountain range in E Rutherford County. Called Flint Hill prior to the Civil War, when flint for rifles was obtained there. Acquired the name Cherry Mountain after the war when Amos Owens, Confederate veteran, made corn liquor and ""cherry bounce"" from cherry trees growing there. See also Sweezy Mountain."
NCG03005,Chestnut Cove Knob,Knob,Mountain Summits,natural - peak,Macon,No,on the Jackson-Macon county line.
NCG03013,Chestnut Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on Buncombe-Madison county line between Little Sandy Mush Bald and North Fork Gap.
NCG03014,Chestnut Gap,Gap,Gaps,natural - valley,Macon,No,in W Macon County at the head of Pierce Creek.
NCG03015,Chestnut Gap Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,W Cherokee County extending SE from Shoal Creek to Canedy Gap.
NCG03019,Chestnut Knob,Knob,Mountain Summits,natural - peak,Transylvania,No,"N central Transylvania County near the head of Shutin Branch. Alt. approx. 3,860."
NCG03020,Chestnut Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,N Buncombe County between Brank Mountain and Windy Gap.
NCG03022,Chestnut Log Gap,Gap,Gaps,natural - valley,Graham,No,N Graham County between Tuskeegee Creek and Sawyer Creek.
NCG03023,Chestnut Log Spring Gap,Gap,Gaps,natural - valley,Madison,No,"on the Madison County, N.C.-Greene County, Tenn., line."
NCG03024,Chestnut Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,N Wilkes County between Mulberry Creek and Herald Mountain.
NCG03025,Chestnut Mountain,Mountain,Mountatins,natural - peak,Jackson,No,central Jackson County between Shoal Creek and Little Trout Creek.
NCG03026,Chestnut Mountain,Mountain,Mountatins,natural - peak,Burke,Yes,"at the junction of Avery-Burke-Caldwell county lines. Alt. 3,173."
NCG03034,Chestnut Stamp Knob,Knob,Mountain Summits,natural - peak,Clay,No,N Clay County at the NE end of Evans Ridge.
NCG03035,Chestnut Top,Top,Mountain Summits,natural - peak,Buncombe,Yes,"on Buncombe-Henderson county line. Alt. 3,069."
NCG03053,Chiltoes Mountain,Mountain,Mountatins,natural - peak,Haywood,Yes,"on Haywood-Swain county line in Great Smoky Mountains National Park. Located at NE end of Balsam Mountain near lat. 35°35'56"" N., long. 83°11'09"" W. Alt. 5,888."
NCG03057,Chimney Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Carpenters Branch and Jones Creek.
NCG03058,Chimney Mountain,Mountain,Mountatins,natural - peak,Burke,No,"NW Burke County. Alt. 3,657. Known by the Cherokee Indians as Connatara."
NCG03060,Chimney Rock Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,W Rutherford County.
NCG03062,Chimney Top,Top,Mountain Summits,natural - peak,Polk,No,"peak on Piney Mountain, W central Polk County. Ostin Creek rises there. Alt. 1,500."
NCG03063,Chimneytop Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"in S Jackson County 1 mi. E of Hampton Lake and S of Rocky Mountain. Alt. 4,618. Known by the Cherokee Indians as Kayoo-lanta (a chimney)."
NCG03073,Chinquapin Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,central Transylvania County between Gladys Branch and Country Club Lake.
NCG03074,Chinquapin Mountain,Mountain,Mountatins,natural - peak,Macon,No,S Macon County between East Fork Overflow Creek and Little Scaly Mountain.
NCG03092,Choggy Butte Mountain,Mountain,Mountatins,natural - peak,Jackson,No,in E Jackson County on the head of Mull Creek.
NCG03101,Chrissawn Knob,Knob,Mountain Summits,natural - peak,Yancey,No,SE Yancey County on South Toe River near the mouth of Rock Creek.
NCG03110,Chunky Gal Mountain,Mountain,Mountatins,natural - peak,Clay,No,"SE Clay County, extending SE from Riley Knob to Big Laurel. Alt. 4,986. Named by slim Indian maidens who delighted in the capture (by her father) of a heavyset Indian lass who had run away to marry a young brave against her family's wishes."
NCG03126,Cisco Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,central Buncombe County between Piney Mountain and Randall Gap.
NCG03144,Clark Gap,Gap,Gaps,natural - valley,Henderson,No,between Cunningham Mountain and Couch Mountain in N Henderson County.
NCG03154,Clarks Mountain,Mountain,Mountatins,natural - peak,Anson,No,E central Anson County. Alt. approx. 525.
NCG03163,Clawhammer Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,in N Transylvania County between Clawhammer Cove and Clawhammer Creek.
NCG03191,Cleghorn Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,N Rutherford County at the head of Catheys Creek.
NCG03207,Cliffield Mountain,Mountain,Mountatins,natural - peak,Henderson,No,on the Polk-Henderson county line.
NCG03226,Clingmans Dome,Mountain,Mountatins,natural - peak,Swain,No,"mountain on the Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park. Named approx. 1860 by Harvard professor Arnold Guyot for Thomas L. Clingman (1812-97), member of the party that first measured it in 1858. Clingman was a soldier, mountain climber, geologist, congressman, and senator from North Carolina. Alt. 6,642, the highest point in the park. A 45-ft. observation tower has been built at the peak. Known to the Indians as Ku-wa-hi, meaning ""mulberry place."" Early settlers called it Smoky Dome."
NCG03238,Club Gap,Gap,Gaps,natural - valley,Transylvania,No,N Transylvania County at the SW end of Rich Mountain.
NCG03263,Coburn Knob,Knob,Mountain Summits,natural - peak,Swain,No,"N central Swain County in Great Smoky Mountains National Park near the head of Lands Creek. Alt. 4,370."
NCG03280,Cody Gap,Gap,Gaps,natural - valley,Graham,No,central Graham County at the head of Cody Branch.
NCG03312,Cold Knob,Knob,Mountain Summits,natural - peak,Buncombe,Yes,on Buncombe-Henderson county line between Bent Creek Gap and Pine Mountain.
NCG03313,Cold Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"S Haywood County, is parallel to Little East Fork Pigeon River. Alt. 6,030. According to Cherokee legend, some children played on a large rock at the foot of the mountain, and their footprints are said to be there still. Their name for the mountain was Da-tsula-gun-yi, meaning ""where they made tracks."" Eponymous novel by Charles Frazier in 1997 and later film led tourists to seek out site."
NCG03318,Cold Spring Gap,Gap,Gaps,natural - valley,Swain,No,"N Swain County in Great Smoky Mountains National Park near the head of Bear Creek. Called in Cherokee Aha-lu-na (ambushed) or U-ni-ha-lu-na (where they watched). Cherokees are said to have ambushed a large party of invading Iroquois, slaying all but one. His ears were cut off, as was the custom, and he was sent home to take the news to his people."
NCG03319,Cold Spring Knob,Knob,Mountain Summits,natural - peak,Swain,No,"on the Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park at the junction of Miry Ridge and the main divide of the Great Smoky Mountains. Alt. 5,240. Named for spring of cold water near the summit."
NCG03320,Cold Spring Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"S Haywood County on Lickstone Ridge. Alt. 5,960."
NCG03324,Coldside Mountain,Mountain,Mountatins,natural - peak,Jackson,No,in S Jackson County between Heddie Mountain and Terrapin Mountain.
NCG03326,Coldspring Gap,Gap,Gaps,natural - valley,Graham,No,on Cherokee-Graham county line in E end of Unicoi Mountains.
NCG03327,Coldspring Mountain,Mountain,Mountatins,natural - peak,Madison,No,"on the Madison County, N.C.-Greene County, Tenn., line."
NCG03331,Cole Gap,Gap,Gaps,natural - valley,Macon,No,SE Macon County W of Houston Branch and approx. 3 mi. N of town of Highlands.
NCG03332,Cole Gap Mountain,Mountain,Mountatins,natural - peak,Stokes,No,W central Stokes County between Indian and Neatman Creeks.
NCG03333,Cole Mountain,Mountain,Mountatins,natural - peak,Macon,No,E Macon County at the head of Houston Branch.
NCG03334,Cole Mountain Gap,Gap,Gaps,natural - valley,Macon,No,"at the head of Skitty Creek in E Macon County. Alt. 4,100."
NCG03338,Coleman Gap,Gap,Gaps,natural - valley,Cherokee,No,SE Cherokee County at the headwaters of John Mason Branch.
NCG03348,Coley Gap,Gap,Gaps,natural - valley,Madison,No,W Madison County between Puncheon Camp Branch and Divide Mountain.
NCG03369,Collins Gap,Gap,Gaps,natural - valley,Swain,No,"on the Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park. Alt. 5,720."
NCG03370,Collins Mountain,Mountain,Mountatins,natural - peak,Swain,No,W central Swain County on the NW end of Jackson Line Mountain.
NCG03378,Colmans Gap,Gap,Gaps,natural - valley,Haywood,No,central Haywood County on the head of Big Branch.
NCG03391,Combs Knob,Knob,Mountain Summits,natural - peak,Wilkes,No,"N Wilkes County between Big Sandy Creek and Little Sandy Creek. Named for George Combs, a Revolutionary soldier who lived nearby."
NCG03397,Commissioner Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Rich Knob and Commissioners Creek.
NCG03402,Compass Bald Mountain,Mountain,Mountatins,natural - peak,Clay,No,"NE Clay County at the head of Compass Creek. Alt. 3,296."
NCG03411,Concord Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,S Buncombe County SW of Fairview Gap.
NCG03439,Connelly Mountain,Mountain,Mountatins,natural - peak,Swain,No,"E Swain County, between Chestnut Cove Creek and Improvement Creek."
NCG03452,Conoway Knob,Knob,Mountain Summits,natural - peak,McDowell,Yes,"on the McDowell-Rutherford county line. Alt. 2,144."
NCG03471,Cook Gap,Gap,Gaps,natural - valley,Watauga,No,"S Watauga County between the head of Laurel Branch and the head of Flannery Creek. Alt. 3,349."
NCG03472,Cook Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NW Buncombe County between Sugar Creek and North Turkey Creek S of Earlies Gap.
NCG03476,Cooks Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"W Haywood County, Great Smoky Mountains National Park near lat. 35°39'28"" N., long. 83°08'42"" W., on Indian Ridge between Short Bung (ridge) and Davidson Branch."
NCG03477,Cooks Wall Mountain,Mountain,Mountatins,natural - peak,Stokes,No,W Stokes County at the head of Indian Creek.
NCG03488,Coolers Knob Mountain,Mountain,Mountatins,natural - peak,Randolph,No,W Randolph County between Cedar Rock Mountain and Brush Mountain.
NCG03490,Coollyconch Mountain,Mountain,Mountatins,natural - peak,Cumberland,No,a sandy loam elevation in NW Cumberland County on the Fort Bragg Military Reservation.
NCG03494,Coon Mountain,Mountain,Mountatins,natural - peak,Alexander,No,"N central Alexander County. Alt. 1,520."
NCG03496,Coontree Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,N Transylvania County on the head of Coontree Branch.
NCG03501,Cooper Gap,Gap,Gaps,natural - valley,Yancey,No,N Yancey County between Peterson Ridge and the head of Sampson Branch.
NCG03503,Cooper Knob,Knob,Mountain Summits,natural - peak,Graham,No,at the SW end of Franks Creek Lead in S Graham County.
NCG03504,Cooper Mountain,Mountain,Mountatins,natural - peak,Jackson,Yes,"W central Swain County, a spur running SW from Jackson Line Mountain."
NCG03514,Cope Knob,Knob,Mountain Summits,natural - peak,Macon,No,on the Jackson-Macon county line.
NCG03515,Cope Mountain,Mountain,Mountatins,natural - peak,Jackson,No,N Jackson County between Soapstone Creek and Scott Creek.
NCG03519,Copper Bald,Bald,Mountain Summits,natural - peak,Macon,No,"N Macon County at the head of Big Branch. Alt. 5,249."
NCG03521,Copper Gap,Gap,Gaps,natural - valley,Swain,No,"on the Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park between Eagle Rock and Mount Sequoyah."
NCG03522,Copper Knob,Knob,Mountain Summits,natural - peak,Macon,No,N Macon County between Rhinehardt Creek and Younce Creek.
NCG03529,Copperas Bald,Bald,Mountain Summits,natural - peak,Avery,No,mountain in W Avery County.
NCG03530,Copperas Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NE Buncombe County at the NW end of Big Fork Ridge.
NCG03543,Corbin Knob,Knob,Mountain Summits,natural - peak,Macon,No,"on the Jackson-Macon county line. Alt. 4,445."
NCG03544,Corbin Mountain,Mountain,Mountatins,natural - peak,Henderson,No,"on the Henderson County, N.C.-Greenville County, S.C., line."
NCG03559,Corncob Mountain,Mountain,Mountatins,natural - peak,Henderson,No,extends NE between Seniard Creek and Sitton Creek in NW Henderson County.
NCG03564,Corner Knob,Knob,Mountain Summits,natural - peak,Macon,No,on the Jackson-Macon county line.
NCG03567,Cornet Knob,Knob,Mountain Summits,natural - peak,Macon,No,SE Macon County between Tom Branch and Cornet Branch.
NCG03577,Cosby Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"on the Haywood County, N.C.-Cocke County, Tenn., line, Great Smoky Mountains National Park, on the Great Smoky Mountains divide near lat. 35°43'47"" N., long. 83°11'12"" W. Alt. 5,145."
NCG03597,Couch Mountain,Mountain,Mountatins,natural - peak,Henderson,No,N Henderson County between Clark Gap and Rich Mountain.
NCG03601,Council Gap,Gap,Gaps,natural - valley,Watauga,No,W central Watauga County near the head of Bairds Creek.
NCG03608,County Line Gap,Gap,Gaps,natural - valley,Caldwell,Yes,on the Caldwell-Wilkes county line.
NCG03611,Court House Bald,Bald,Mountain Summits,natural - peak,Clay,No,SE Clay County on the SE end of Ravenrock Ridge.
NCG03615,Courthouse Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,"N peak of Richland Mountains in N Buncombe County near lat. 35°41' N., long. 82°27'30"" W."
NCG03623,Cove Creek Gap,Gap,Gaps,natural - valley,Haywood,No,"central Haywood County, Great Smoky Mountains National Park near lat. 35°37'52"" N., long. 83°02'50"" W., at the head of Winding Stair Branch. Alt. 4,071."
NCG03628,Cove Gap,Gap,Gaps,natural - valley,Wilkes,Yes,on the Alexander-Wilkes county line S of Pores Knob.
NCG03631,Covington Mountain,Mountain,Mountatins,natural - peak,Cleveland,No,"NW Cleveland County on Brier Creek. Alt. 2,038."
NCG03637,Cow Camp Gap,Gap,Gaps,natural - valley,Avery,No,near head of Cow Camp Creek in central Avery County.
NCG03646,Cowan Knob,Knob,Mountain Summits,natural - peak,Jackson,No,on the W end of Lizzy Mountain in central Jackson County.
NCG03648,Coward Bald,Bald,Mountain Summits,natural - peak,Jackson,No,"peak at NE end of Coward Mountain in E Jackson County. Alt. 5,200."
NCG03651,Coward Mountain,Mountain,Mountatins,natural - peak,Jackson,No,extends from Moses Creek in central Jackson County NE to Coward Bald.
NCG03654,Cowee Bald,Bald,Mountain Summits,natural - peak,Macon,No,"on the Jackson-Macon county line. Alt. 5,085."
NCG03656,Cowee Gap,Gap,Gaps,natural - valley,Macon,No,on the Jackson-Macon county line.
NCG03657,Cowee Mountains,Mountains,Mountain Ranges,natural - peak,Jackson,Yes,"a range of mountains in SE Swain, E Macon, and W Jackson Counties. The Jackson-Macon county line follows the peak of the ridge."
NCG03662,Coweeta Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Carrol Knob and Black Mountain.
NCG03674,Cowpen Top,Top,Mountain Summits,natural - peak,Haywood,No,peak on Whiteoak Mountain in N Haywood County.
NCG03676,Cowrock Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"S Jackson County between Logan Creek and Long Branch. Alt. 4,240."
NCG03677,Cowstamp Mountain,Mountain,Mountatins,natural - peak,Swain,No,E Swain County between Long Creek and Hickorynut Branch.
NCG03681,Cox Creek Gap,Gap,Gaps,natural - valley,Yancey,No,N Yancey County between the head of North Cox Creek and South Cox Creek.
NCG03682,Cox Knob,Knob,Mountain Summits,natural - peak,Yancey,No,E Yancey County between the forks of Long Branch and Crabtree Creek.
NCG03688,Cox's Knob,Knob,Mountain Summits,natural - peak,Caldwell,No,"E Caldwell County. Alt. 2,430. Probably named for Matthew Cox, eighteenth-century settler."
NCG03690,Coxcomb Mountain,Mountain,Mountatins,natural - peak,Buncombe,Yes,"on the Buncombe-Yancey county line between Rocky Knob and Ogle Meadows. Alt. 5,443."
