id,label,pronunciation,description,County,feature_type
NCG03601,Council Gap,,W central Watauga County near the head of Bairds Creek.,Watauga,Gap
NCG03602,Council Mill Pond,,S Bladen County 14 mi. SE of county seat; an artificial pond on Friar Swamp owned by Clyde Council estate. Fishing. Not open to the public.,Bladen,Pond
NCG03603,Council Station,,See Council.,,Reference
NCG03604,Counterfeit Branch,,rises in N Haywood County and flows SW into Pigeon River.,Haywood,Branch
NCG03605,Country Line,,community in N Granville County.,Granville,Community
NCG03606,Country Line Creek,,"rises in SE Rockingham County and flows NE across Caswell County into Virginia, where it enters Dan River NE of Milton. Mentioned in local records as early as 1754. Named for the eighteenth-century custom of calling the North Carolina-Virginia line the ""country line.""",Rockingham,Creek
NCG03607,County Line,,"community in W Davie County served by post office, 1828-1906.",Davie,Community
NCG03608,County Line Gap,,on the Caldwell-Wilkes county line.,Caldwell|Wilkes,Gap
NCG03609,County Line Ridge,,on the Caldwell-Wilkes county line.,Caldwell|Wilkes,Ridge
NCG03610,County of Norfolk,,"was created in 1636 by authorities in Virginia to give Henry Frederick Howard, Lord Maltravers, a specific area for his proposed settlement. Maltravers in 1632 acquired the Heath grant (see Carolana). The new county extended from about the site of present Suffolk, Va., to New Bern, N.C. It was into the area that the earliest settlers of what is now North Carolina began to move from Virginia. The County of Norfolk was soon divided into Upper Norfolk and Lower Norfolk Counties, with the latter containing the region that later became a part of North Carolina.",,District
NCG03611,Court House Bald,,SE Clay County on the SE end of Ravenrock Ridge.,Clay,Bald
NCG03612,Court House Bay,,"S Onslow County in New River. The county's first courthouse was on the banks of New River there, 1734-35.",Onslow,Bay
NCG03613,Court House Creek,,rises in NW Transylvania County and flows SE into North Fork French Broad River.,Transylvania,Creek
NCG03614,Court House Falls,,NW Transylvania County in Court House Creek.,Transylvania,Falls
NCG03615,Courthouse Knob,,"N peak of Richland Mountains in N Buncombe County near lat. 35°41' N., long. 82°27'30"" W.",Buncombe,Knob
NCG03616,Courthouse Township,,central Camden County.,Camden,Township
NCG03617,Courtney,,"community in S Yadkin County. Formerly known as Chinquapin Cross Roads. Named for Courtney Baptist Church, organized there in 1832. A late nineteenth-century post office serving the community was named Cross Roads Church.",Yadkin,Community
NCG03618,Cove,,community in E Haywood County on Cove Creek.,Haywood,Community
NCG03619,Cove Branch,,rises in S Transylvania County and flows NE into East Fork French Broad River.,Transylvania,Branch
NCG03620,Cove City,,town in W Craven County. Alt. 48. Settled 1859; inc. 1907. Known earlier as Cove Creek.,Craven,Town
NCG03621,Cove Creek,,community in central Haywood County on Jonathans Creek. Post office from late nineteenth century until mid-twentieth century.,Haywood,Community
NCG03622,Cove Creek,,rises in central Haywood County and flows NE into Jonathans Creek.,Haywood,Creek
NCG03623,Cove Creek Gap,,"central Haywood County, Great Smoky Mountains National Park near lat. 35°37'52"" N., long. 83°02'50"" W., at the head of Winding Stair Branch. Alt. 4,071.",Haywood,Gap
NCG03624,Cove Creek Ridge,,"central Watauga County, forms a semicircle just SW of Buckeye Knob.",Watauga,Ridge
NCG03625,Cove Creek Township,,W central Watauga County.,Watauga,Township
NCG03626,Cove Field Branch,,rises in SW Haywood County and flows NE into Allen Creek.,Haywood,Branch
NCG03627,Cove Field Ridge,,SW Haywood County parallel to Cove Field Branch.,Haywood,Ridge
NCG03628,Cove Gap,,on the Alexander-Wilkes county line S of Pores Knob.,Alexander|Wilkes,Gap
NCG03629,Covefield Branch,,rises in SE Macon County and flows SE into Clear Creek.,Macon,Branch
NCG03630,Covington,,community in NW Richmond County. A post office was est. there as early as 1830.,Richmond,Community
NCG03631,Covington Mountain,,"NW Cleveland County on Brier Creek. Alt. 2,038.",Cleveland,Mountain
NCG03632,Cow Bog Branch,,rises in central Columbus County and flows SE into Waccamaw River.,Columbus,Branch
NCG03633,Cow Branch,,rises in NW Columbus County and flows SW into Porter Swamp.,Columbus,Branch
NCG03634,Cow Branch,,"rises in N Burke County and flows N into Avery County, where it enters Linville River.",Burke,Branch
NCG03635,Cow Camp Branch,,rises in central Avery County and flows N into North Toe River.,Avery,Branch
NCG03636,Cow Camp Creek,,rises in central Avery County and flows N into Kentucky Creek.,Avery,Creek
NCG03637,Cow Camp Gap,,near head of Cow Camp Creek in central Avery County.,Avery,Gap
NCG03638,Cow Creek,,rises in the highlands of Garrenton's Island in E Camden County and flows E into North River.,Camden,Creek
NCG03639,Cow Gallus Creek,,rises in E Pamlico County and flows E into Long Creek.,Pamlico,Creek
NCG03640,Cow Hole Branch,,rises in N Duplin County and flows S into Goshen Swamp.,Duplin,Branch
NCG03641,Cow Island,,"higher ground surrounded by swamp, S Duplin County.",Duplin,Island
NCG03642,Cow Pond Branch,,rises in NW Craven County and flows S into Neuse River.,Craven,Branch
NCG03643,Cow Swamp,,rises in S Pitt County and flows NE into Chicod Creek.,Pitt,Swamp
NCG03644,Cowan,,See Burgaw.,,Reference
NCG03645,Cowan Cove,,the valley through which the upper course of Smith Mill Creek flows in central Buncombe County.,Buncombe,Valley
NCG03646,Cowan Knob,,on the W end of Lizzy Mountain in central Jackson County.,Jackson,Knob
NCG03647,Cowan's Ford,,"over Catawba River at the Lincoln-Mecklenburg county line, now under the waters of Lake Norman. Cornwallis, pursuing Gen. Nathanael Greene, crossed the Catawba there after a sharp fight on February 1, 1781, in which Gen. William Lee Davidson was slain.",Lincoln|Mecklenburg,Transportation
NCG03648,Coward Bald,,"peak at NE end of Coward Mountain in E Jackson County. Alt. 5,200.",Jackson,Bald
NCG03649,Coward Creek,,a small tidal stream flowing E through the swampy part of Oak Island into Molasses Creek in SE Brunswick County.,Brunswick,Creek
NCG03650,Coward Lake,,formed in 1950 in central Jackson County on Norton Creek. Covers 1 acre and has max. depth of 10 ft. Used for fishing. Not open to the public.,Jackson,Lake
NCG03651,Coward Mountain,,extends from Moses Creek in central Jackson County NE to Coward Bald.,Jackson,Mountain
NCG03652,Cowarts,,community in central Jackson County on Caney Fork.,Jackson,Community
NCG03653,Cowee,,"chief town of the Middle Cherokees, destroyed by the Rutherford Expedition, 1776. The mound on which the council house stood is a short distance NW of Franklin in central Macon County. The name is believed to have meant ""place of the Deer Clan."" Also spelled Keowee.",Macon,NativeAmericanSettlement
NCG03654,Cowee Bald,,"on the Jackson-Macon county line. Alt. 5,085.",Jackson|Macon,Bald
NCG03655,Cowee Creek,,rises in N Macon County and flows SW into Little Tennessee River.,Macon,Creek
NCG03656,Cowee Gap,,on the Jackson-Macon county line.,Jackson|Macon,Gap
NCG03657,Cowee Mountains,,"a range of mountains in SE Swain, E Macon, and W Jackson Counties. The Jackson-Macon county line follows the peak of the ridge.",Swain|Macon|Jackson,Mountains
NCG03658,Cowee Township,,NE Macon County.,Macon,Township
NCG03659,Cowee Tunnel,,See Dillsboro.,,Reference
NCG03660,Coweeta,,"community in SW Macon County between the Nantahala Mountains and Little Tennessee River near Otto. Alt. 2,875. U.S. Forest Service hydrologic laboratory is located there. Older residents and old records use the spelling Coweta. Federal officials adopted the spelling Coweeta, and it now appears on maps and in official records.",Macon,Community
NCG03661,Coweeta Creek,,rises in S Macon County and flows NE into Little Tennessee River.,Macon,Creek
NCG03662,Coweeta Gap,,S Macon County between Carrol Knob and Black Mountain.,Macon,Gap
NCG03663,Cowell's Bridge,,See Sligo.,,Reference
NCG03664,Cowenjock,,See Coinjock.,,Reference
NCG03665,Coweta,,See Coweeta.,,Reference
NCG03666,Cowford Swamp,,rises in SW Robeson County and flows NE into Ashpole Swamp.,Robeson,Swamp
NCG03667,Cowhead Creek,,rises in SE Onslow County and flows SW into Frenchs Creek.,Onslow,Creek
NCG03668,Cowhorn Swamp,,rises in N Onslow County and flows SW into New River.,Onslow,Swamp
NCG03669,Cowl Cove,,on a tributary of Clear Branch in SW Macon County.,Macon,Cove
NCG03670,Cowlick Branch,,rises in W Edgecombe County and flows NW into Tar River.,Edgecombe,Branch
NCG03671,Cowmire Branch,,rises in central Cherokee County and flows S into Colvard Creek.,Cherokee,Branch
NCG03672,Cowpen Island,,a point of land extending from Core Banks into Core Sound in SE Carteret County.,Carteret,Island
NCG03673,Cowpen Neck,,See Copper Neck.,,Reference
NCG03674,Cowpen Top,,peak on Whiteoak Mountain in N Haywood County.,Haywood,Top
NCG03675,Cowper's Hill,,See Maxton.,,Reference
NCG03676,Cowrock Mountain,,"S Jackson County between Logan Creek and Long Branch. Alt. 4,240.",Jackson,Mountain
NCG03677,Cowstamp Mountain,,E Swain County between Long Creek and Hickorynut Branch.,Swain,Mountain
NCG03678,Cox Branch,,rises in E Transylvania County and flows SW into Cascade Lake.,Transylvania,Branch
NCG03679,Cox Creek,,rises in N Henderson County and flows SE into Clear Creek.,Henderson,Creek
NCG03680,Cox Creek,,rises in NW McDowell County and flows S into Armstrong Creek.,McDowell,Creek
NCG03681,Cox Creek Gap,,N Yancey County between the head of North Cox Creek and South Cox Creek.,Yancey,Gap
NCG03682,Cox Knob,,E Yancey County between the forks of Long Branch and Crabtree Creek.,Yancey,Knob
NCG03683,Cox Mill,,See Mill Grove.,,Reference
NCG03684,Cox Millpond,,"on the Johnston-Wayne county line on Mill Branch, just before its confluence with Mill Creek. Named for an early Quaker family of Wayne County.",Johnston|Wayne,Millpond
NCG03685,Cox Point,,extends from E Onslow County into White Oak River.,Onslow,Point
NCG03686,Cox Store,,community in E Polk County between Whiteoak Creek and Green River. Alt. 868.,Polk,Community
NCG03687,Cox's Falls,,formerly rapids in Neuse River in SW Wayne County but now submerged by Goldsboro Cooling Pond. Mentioned as early as 1819 in a survey of the rivers of North Carolina.,Wayne,Falls
NCG03688,Cox's Knob,,"E Caldwell County. Alt. 2,430. Probably named for Matthew Cox, eighteenth-century settler.",Caldwell,Knob
NCG03689,Cox's Mill,,"former mill on Deep River, E central Randolph County. Was headquarters of David Fanning, noted leader of N.C. Tories, 1781-82. Appears on the Collet map, 1770. See also Coxsborough; Mill Creek.",Randolph,Mill
NCG03690,Coxcomb Mountain,,"on the Buncombe-Yancey county line between Rocky Knob and Ogle Meadows. Alt. 5,443.",Buncombe|Yancey,Mountain
NCG03691,Coxe Branch,,rises in N Yancey County and flows SE into Little Creek.,Yancey,Branch
NCG03692,Coxe's Store,,See Newton Grove.,,Reference
NCG03693,Coxsborough,,"town authorized to be laid off in 1797 at or near Cox's Mill, E central Randolph County at the junction of Mill Creek and Deep River. Warehouses for inspection of agricultural products were to be est. there in connection with navigation up and down Deep River. Apparently the town was never set. See also Cox's Mill.",Randolph,Town
NCG03694,Coxville,,community in S Pitt County.,Pitt,Community
NCG03695,Cozad Branch,,rises in NE Cherokee County and flows SE into Morris Creek.,Cherokee,Branch
NCG03696,Cozad Gap,,NE Cherokee County in the Snowbird Mountains.,Cherokee,Gap
NCG03697,Cozart,,"community in SW Granville County served by post office, 1889-1905. Alt. 332.",Granville,Community
NCG03698,Crab Creek,,rises in W Henderson County and flows W into E Transylvania County and NW into Little River approx. 2 mi. N of Cascade Lake.,Transylvania,Creek
NCG03699,Crab Creek Township,,W Henderson County.,Henderson,Township
NCG03700,Crab Island,,"in swampy area of S Currituck County between Sligo and Shawboro. Used by local Confederates under Capt. Caleb Grandy. Target of Union troops under Gen. Edward Wild, 1863.",Currituck,Island
NCG03701,Crab Orchard Fields,,an open section in E Haywood County between Crabtree Bald and Gudger Knob.,Haywood,Area
NCG03702,Crab Orchard Township,,"former township in E central Mecklenburg County, now township no. 7.",Mecklenburg,FormerCommunity
NCG03703,Crab Point,,a point of the mainland in central Carteret County extending into waters of Newport River.,Carteret,Point
NCG03704,Crab Point Bay,,"in Newport River, Carteret County, near mouth of Calico Creek N of Morehead City.",Carteret,Bay
NCG03705,Crab Point Thorofare,,a channel running between Newport Marshes and the mainland in central Carteret County.,Carteret,Channel
NCG03706,Craborchard Creek,,rises in SW Watauga County near Avery county line and flows E into Dutch Creek. Also known as Orchard Creek.,Watauga,Creek
NCG03707,Crabtree,,"community in E Haywood County. Alt. 2,659. Settled about 1809. Named for the creek.",Haywood,Community
NCG03708,Crabtree Bald,,"E Haywood County at SW end of Crab Orchard Fields. Alt. 5,320-5,360.",Haywood,Bald
NCG03709,Crabtree Creek,,"rises in W Wake County and flows NE and SE into Neuse River E of Raleigh. Appears on the Collet map, 1770.",Wake,Creek
NCG03710,Crabtree Creek State Park,,See William B. Umstead State Park.,,Reference
NCG03711,Crabtree Falls,,on Long Branch in SW Mitchell County near Big Crabtree Creek.,Mitchell,Falls
NCG03712,Crabtree Gap,,E Haywood County on the head of Rogers Cove Creek.,Haywood,Gap
NCG03713,Crabtree Mountain,,"SW Mitchell County at the head of Roaring Branch. Alt. 3,960.",Mitchell,Mountain
NCG03714,Crabtree Township,,E Yancey County.,Yancey,Township
NCG03715,Craddock Swamp,,rises in N Sampson County and flows SW into Ward Swamp.,Sampson,Swamp
NCG03716,Craggy,,"community in central Buncombe County on the W bank of French Broad River S of Elk Mountain. Alt. 1,944.",Buncombe,Community
NCG03717,Craggy Dome,,"peak in Great Graggy Mountains, NE Buncombe County. Formerly known as Big Craggy. Alt. 6,080-6,100.",Buncombe,Mountain
NCG03718,Craggy Gardens,,"a 675-acre area in NE Buncombe County N of Craggy Knob. Noted for its native purple rhododendron, which blooms in mid-June.",Buncombe,Area
NCG03719,Craggy Knob,,"peak in Great Craggy Mountains, NE Buncombe County. Sometimes shown on old maps as Bee Tree Mountain or High Top of Bee Tree. Alt. 5,600-5,700.",Buncombe,Knob
NCG03720,Craggy Pinnacle,,"peak in the Great Craggy Mountains, NE Buncombe County. Appears in early records and on old maps as Buckner's Knob. Alt. 5,900-6,000.",Buncombe,Mountain
NCG03721,Cragnola Gap,,at the head of Cabin Creek in S Henderson County.,Henderson,Gap
NCG03722,Craig,,"community in S McDowell County served by post office, 1896-1912.",McDowell,Community
NCG03723,Craig Mountain,,S Macon County near the heads of Mulberry Creek and Waterloo Branch.,Macon,Mountain
NCG03724,Craig's Creek,,rises in W Caldwell County and flows E into Wilson's Creek.,Caldwell,Creek
NCG03725,Craigrownie,,community in SE Montgomery County. Settled by Scots. Area noted for production of naval stores.,Montgomery,Community
NCG03726,Craigs Point,,extends into the E side of Sulliers Bay in SE Onslow County.,Onslow,Point
NCG03727,Crains Creek,,"name applied to the lower course of Dunhams Creek, which see, E Moore County. It flows SE into Little River. Named for the Crain family, which settled along its banks before 1750.",Moore,Creek
NCG03728,Cramerton,,"town in SE Gaston County on South Fork Catawba River. Est. 1906 when a mill was constructed by J. H. Mayes. Known as Mayesworth until purchased by Cramerton Mills, Inc., founded by Stuart W. Cramer (1868-1940). Inc. 1967. Produces textiles. Alt. 633.",Gaston,Town
NCG03729,Cranberry,,"community in N central Avery County. Alt. 3,202. A post office est. there in 1850 as Cranberry Forge; discontinued for a brief period following the Civil War. Name changed to Cranberry after 1882. Named for cranberries that grew abundantly nearby. Cranberry Iron Mine, which see, was there.",Avery,Community
NCG03730,Cranberry Creek,,rises in W Yadkin County and flows SE into South Deep Creek.,Yadkin,Creek
NCG03731,Cranberry Gap,,"central Avery County between Minneapolis and Cranberry. Alt. 3,500.",Avery,Gap
NCG03732,Cranberry Iron Mine,,"surface iron mines in N central Avery County. Believed to have been worked by Cherokee Indians. Discovered by white settlers in 1781; worked from 1826, most actively from 1865 to 1930. Supplied iron to the Confederacy. See also Cranberry.",Avery,Mine
NCG03733,Cranberry Island,,high ground in N Tyrrell County surrounded by peat lands N of community of Levels.,Tyrrell,Island
NCG03734,Cranberry Knob,,"NW Burke County. Alt. 4,223.",Burke,Knob
NCG03735,Cranberry Ridge,,N Jackson County between Cranberry Creek and Hornbuckle Creek.,Jackson,Ridge
NCG03736,Cranberry Township,,W Avery County.,Avery,Township
NCG03737,Crane Branch,,rises in central Madison County and flows N into Revere Creek.,Madison,Branch
NCG03738,Crane Creek,,"rises in S Rowan County and flows NE into High Rock Lake (Yadkin River). Mentioned in local records as early as 1728. Appears on the Collet map, 1770, as Cane Creek, but as Crane Creek on the Price map, 1808. Crane Creek has three tributaries, all called Crane Creek; one of them, near Salisbury, is sometimes called Town Creek.",Rowan,Creek
NCG03739,Crane Creek,,"See Crains Creek. The stream in Lee and Moore Counties has been variously spelled Crane, Crane's, and Crains.",,Reference
NCG03740,Crane Island,,See Campbell Island.,,Reference
NCG03741,Crane Ponds,,"a cluster of half a dozen small natural lakes in NW Onslow County. Apparently first named on Bache's U.S. Coast Survey map, 1865.",Onslow,BodyOfWater
NCG03742,Crane(y) Island,,See Harkers Island.,,Reference
NCG03743,Cranes Island,,See Eagles Island.,,Reference
NCG03744,Cransford Cove,,W Macon County at the head of Wayah Creek.,Macon,Cove
NCG03745,Craters Mill,,community in S Forsyth County.,Forsyth,Community
NCG03746,Craven,,"community in SE Rowan County served by post office, 1882-1915.",Rowan,Community
NCG03747,Craven County,,"one of three counties (Albemarle and Clarendon being the other two) set up in 1664 by the Lords Proprietors of Carolina. Its territory embraced what later became South Carolina. The Ashley River settlement, Charles Town (Charleston), was est. in 1670.",,County
NCG03748,Craven Gap,,central Buncombe County between Rice Knob and Peach Knob in the Elk Mountains.,Buncombe,Gap
NCG03749,Craven Parish,,"Church of England, Craven County, est. 1715, coextensive with the county. By 1741 it was called Christ-Church Parish. In 1767 there were 1,378 white taxables in the parish. Christ Church Parish of the Episcopal Church, however, still functions in New Bern.",Craven,Parish
NCG03750,Crawford,,See Currituck; Danbury.,,Reference
NCG03751,Crawford Branch,,rises in central Macon County and flows SE and NE into Little Tennessee River.,Macon,Branch
NCG03752,Crawford Creek,,rises in E Haywood County and flows NE into East Fork Pigeon River.,Haywood,Creek
NCG03753,Crawford Creek Gap,,S Haywood County on the head of Crawford Creek.,Haywood,Gap
NCG03754,Crawford Gap,,N Haywood County on the NE end of Hurricane Mountain.,Haywood,Gap
NCG03755,Crawford Mountain,,SW Orange County on Cane Creek.,Orange,Mountain
NCG03756,Crawford Township,,W central Currituck County. See also Currituck.,Currituck,Township
NCG03757,Crawley Creek,,rises in N Rutherford County and flows SE into Camp Creek.,Rutherford,Creek
NCG03758,Crawley Swamp,,"rises in W Bladen County and flows W into Robeson County, where it enters Big Swamp.",Bladen,Swamp
NCG03759,Creasman Branch,,rises in S Buncombe County and flows E into Wesley Creek.,Buncombe,Branch
NCG03760,Creed's Hill,,See Frisco.,,Reference
NCG03761,Creedmoor,,"town in SW Granville County. Founded about 1840 by Thomas Lyon. Inc. 1895 as Creedmore; reincorporated 1905 as Creedmoor. Appears as Creedmoor in an 1887 atlas. Said to have been called ""Need More"" in the earliest days of the community but, with its growth, a more dignified name was desired. Until 1960 ""mule capital of North Carolina"" because of market for farm animals. Produces apparel.",Granville,Town
NCG03762,Creedmoor Lake,,SE Granville County on Ledge Creek. Formed in 1939 as a source of water for the town of Creedmoor and for recreation. Covers 100 acres. Also called Lake Rogers. Max. depth 30 ft.,Granville,Lake
NCG03763,Creeds Hill Coast Guard Station,,"formerly on S Hatteras Island, SE Dare County. First formed as a lifesaving station in 1878-79, it became a Coast Guard Station in 1915 but has since been deactivated.",Dare,CoastGuardStation
NCG03764,Creek,,"community in S Warren County on Fishing Creek. Settled prior to 1800. Post office located there, 1883-1930.",Warren,Community
NCG03765,Creek Mills,,community in NE Forsyth County.,Forsyth,Community
NCG03766,Creeksville,,community in central Northampton County on Potecasi Creek.,Northampton,Community
NCG03767,Creeping Swamp,,"rises in SW Beaufort County and flows SW into Clayroot Swamp. For a part of its course, it forms the Beaufort-Pitt and Craven-Pitt county lines.",Beaufort,Swamp
NCG03768,Cremo,,community in N central Bertie County.,Bertie,Community
NCG03769,Crenshaw's Branch,,rises in central Wake County and flows NE into Neuse River.,Wake,Branch
NCG03770,Crescent,,community in S Rowan County.,Rowan,Community
NCG03771,Cressville,,See Creswell.,,Reference
NCG03772,Crestmont,,"former community in NW Haywood County on Big Creek near lat. 35°45' N., long 83°06'37"" W. A sawmill community, the site is now in Great Smoky Mountains National Park. Inc. 1913, but the charter was repealed in the same year.",Haywood,FormerCommunity
NCG03773,Creston,,"community in W central Ashe County. Alt. approx. 2,850. Post office est. 1830 as North Fork; changed to Creston, 1882. Named for its location near the crest of the mountains.",Ashe,Community
NCG03774,Creston Township,,SW Ashe County.,Ashe,Township
NCG03775,Creswell,,"town in E Washington County N of Scuppernong River. Alt. 6. Known as Cool Spring as early as 1826, when a post office by the name was est. there. The name was used locally as late as 1895. When William Atkinson became postmaster in 1874, the post office name was changed to Cressville in honor of John A. J. Creswell, U.S. postmaster general. Inc. 1874 as Cressville; named changed to Creswell in 1885.",Washington,Town
NCG03776,Cribs Creek,,rises in NW Anson County and flows N into Rocky River.,Anson,Creek
NCG03777,Cricket,,community in central Wilkes County. Est. 1888 and named by the Post Office Department.,Wilkes,Community
NCG03778,Cricket Hill,,"a man-made island in W Bogue Sound, S Carteret County.",Carteret,Island
NCG03779,Cricket Swamp,,"rises in E central Bertie County and flows S into Eastmont Swamp. Probably named for John Crickett, who owned land in the area as early as 1729.",Bertie,Swamp
NCG03780,Crims Crossroads,,See Grimes Crossroads.,,Reference
NCG03781,Crimsie,,"community in N Lincoln County served by post office, 1894-1903.",Lincoln,Community
NCG03782,Crinkley,,"community in central Warren County served by post office, 1896-1903.",Warren,Community
NCG03783,Crisp,,community in S Edgecombe County.,Edgecombe,Community
NCG03784,Crisp Creek,,rises in W Martin County and flows SW into SW Edgecombe County. It then flows SE and forms a portion of the Edgecombe-Pitt county line before entering Conetoe Creek.,Edgecombe,Creek
NCG03785,Crit,,"community in SE Clay County served by post office, 1898-1906.",Clay,Community
NCG03786,Croaker Channel,,"W Carteret County in White Oak River. Named for a species of fish. Formerly one of two channels used to reach Swansboro in the days of sailing vessels. Boats moving up Bogue Sound used Croaker Channel, while those approaching from the Atlantic Ocean used Ship (or West) Channel. Croaker Channel is now almost completely filled with sand.",Carteret,Channel
NCG03787,Croatamung,,"an island shown on the White map, 1585, in what is now a part of Currituck Banks in E Currituck County. Smith, 1624, calls it Arundells Island; Comberford, 1657, makes it Lucks Island. As the latter, is the N boundary of the Carolina territory granted to the Lords Proprietors in 1663. See also Lucks Island.",Currituck,Island
NCG03788,Croatan,,community in E Craven County. Settled about 1800. Alt. 28.,Craven,Community
NCG03789,Croatan National Forest,,"in parts of Carteret, Craven, and Jones Counties. Est. 1933. Covers 294,610 acres. Includes the Croatan Cooperative Wildlife Management Area. Headquarters are in New Bern.",Carteret|Craven|Jones,Forest
NCG03790,Croatan Sound,,"connects Albemarle and Pamlico Sounds between Roanoke Island and the mainland of Dare County. Appears as The Narrows on the Moseley map, 1733. Virginia Dare Memorial Bridge, opened 2002 and 5 mi. in length, spans the sound to connect Roanoke Island to Manns Harbor.",Dare,Sound
NCG03791,Croatan Township,,central Dare County on the mainland.,Dare,Township
NCG03792,Croatoan Island,,"a name applied by John White on his map of 1585 to the S portion of Hatteras Island (Dare County) and a portion of Ocracoke Island (Hyde County). Hatteras Inlet, now dividing this portion of the Outer Banks into two islands, was opened in 1846. Ralph Lane, governor of the first Roanoke colony, named the island ""My Lord Admirals Iland"" in honor of Lord Howard of Effingham, created Lord High Admiral in 1585. By 1657 Comberford showed the island as ""Chowanoke."" Smith, in 1624, had called it Abbots Island. The name Croatoan was derived from the Indian village that was on the present Cape Hatteras (Kro-otÃƒÂ¤n [talk town], indicating the chief's residence.) See also Portsmouth Island.",Dare|Hyde,Islands
NCG03793,Croft,,"community in N Mecklenburg County. A post office there, Alexandriana, was est. in the home of Joseph McKnitt Alexander in 1804 and continued until 1886. By 1896 the name Croft was in use. Long served by only filling station in N Mecklenburg County.",Mecklenburg,Community
NCG03794,Cromartie,,"community in central Robeson County served by post office, 1892-1917.",Robeson,Community
NCG03795,Cromarties Bridge,,See Hickory Grove Crossroads.,,Reference
NCG03796,Cromartys Ferry,,See Hickory Grove Crossroads.,,Reference
NCG03797,Cromwell Canal,,"a stream, rises in S Edgecombe County and flows SW into Tar River.",Edgecombe,Canal
NCG03798,Cronly,,See Acme.,,Reference
NCG03799,Crooked Branch,,"rises in S Richmond County and flows S into South Carolina, where it enters Lightwood Knot Creek.",Richmond,Branch
NCG03800,Crooked Creek,,is formed in N Union County by the junction of North Fork Crooked Creek and South Fork Crooked Creek. It flows NE into Rocky River.,Union,Creek
NCG03801,Crooked Creek,,See Fork Creek.,,Reference
NCG03802,Crooked Creek Township,,SW McDowell County.,McDowell,Township
NCG03803,Crooked Fork,,rises in NW Granville County and flows SE in an arc into Aarons Creek.,Granville,Fork
NCG03804,Crooked Run,,rises in W Vance County and flows NE into Kerr Lake.,Vance,Run
NCG03805,Crooked Run Creek,,"rises in S Stokes County and flows SW into N Forsyth County, where it flows back NW into Stokes County again and into Little Yadkin River.",Forsyth,Creek
NCG03806,Crooked Swamp,,rises in N Nash County and flows SE then NE into Fishing Creek.,Nash,Swamp
NCG03807,Cross Branch,,"rises in S Columbus County and flows SW into Horry County, S.C., where it enters Buck Creek.",Columbus,Branch
NCG03808,Cross Branch,,See Alder Branch.,,Reference
NCG03809,Cross Canal,,See Hamburg Ditch.,,Reference
NCG03810,Cross Creek,,"colonial trading center in central Cumberland County on Cape Fear River begun about 1760. Appears as Crosscreek on both the Collet map, 1770, and the Mouzon map, 1775. Consolidated with Campbellton, approx. 1¼ mi. away, in 1778. In 1783 the name was changed to Fayetteville, which see.",Cumberland,Creek
NCG03811,Cross Creek Township,,central Cumberland County. Coextensive with the city of Fayetteville.,Cumberland,Township
NCG03812,Cross Hill,,"former community near Carthage, central Moore County. There, at Alexander Morrison's home, Tories gathered before going to the Battle of Moores Creek Bridge, February 27, 1776.",Moore,FormerCommunity
NCG03813,Cross Knob,,N Buncombe County between Chestnut Ridge and Rattlesnake Ridge.,Buncombe,Knob
NCG03814,Cross Landing,,community in W Tyrrell County E of Scuppernong River.,Tyrrell,Community
NCG03815,Cross Millpond,,See Hunters Millpond.,,Reference
NCG03816,Cross Mountain,,"on the Buncombe-McDowell county line. Alt. approx. 3,600.",Buncombe|McDowell,Mountain
NCG03817,Cross Roads,,See Maysville.,,Reference
NCG03818,Cross Roads Church,,See Courtney.,,Reference
NCG03819,Cross Roads Township,,S central Martin County.,Martin,Township
NCG03820,Cross Rock,,"community in S Madison County served by post office, 1856-1929.",Madison,Community
NCG03821,Cross Swamp,,rises in E Columbus County and flows SE into Waccamaw River.,Columbus,Swamp
NCG03822,Crossing Knob,,W Watauga County W of a bend in Watauga River.,Watauga,Knob
NCG03823,Crossnore,,"town in S Avery County. Alt. 3,546. Inc. 1925. Settled about 1838 and named for George Crossnore, keeper of general store. Crossnore School, founded in 1913 by Dr. Mary Martin Sloop, since has trained mountain children and promoted crafts.",Avery,Town
NCG03824,Crossroads Township,,central Wilson County.,Wilson,Township
NCG03825,Crossville,,"community in E Gates County served by post office, 1870-84.",Gates,Community
NCG03826,Crossway,,community in S Scotland County on Lytch's Pond.,Scotland,Community
NCG03827,Crouse,,"town in S Lincoln County. Settled about 1840. Inc. 1907. Named for W. L. Crouse, a physician who built the first house in the community.",Lincoln,Town
NCG03828,Crow Branch,,rises in SE Orange County about 2 mi. N of town of Chapel Hill and flows E into Booker Creek.,Orange,Branch
NCG03829,Crow Creek,,"rises in SW Randolph County and flows SE into Montgomery County, where it enters Uwharrie River.",Randolph,Creek
NCG03830,Crow Hill,,"point of land W of Straits, E Carteret County, extending into North River.",Carteret,Elevation
NCG03831,Crow Island,,"appears on the Collet map, 1770; it existed as late as 1833. In Currituck Sound, NE Currituck County, it was SE of Knotts Island and barred the sound side of New Currituck Inlet until the inlet closed. After 1833 Crow Island began disintegrating, so that by 1861 it was only a mass of tidal-marsh islands.",Currituck,Island
NCG03832,Crowder Mountain Township,,SW Gaston County.,Gaston,Township
NCG03833,Crowders,,community in S Gaston County. Nineteenth-century post office there was known as Crowder's Creek. Alt. 775.,Gaston,Community
