gazetteer_id,object_id,ein,wikidata_id,name,street,city,state,zip,affiliation,ruling,loc_name,geocoded_status,match_addr,addr_type,addnum,side,stpredir,stpretype,stname,sttype,staddr,city_2,county,postal,x,y,arc_address,arc_city,arc_postal,winter_address,religion,desc,website,phone
,97865,527016883,,CHURCH OF GOD & SAINTS OF CHRIST,1706 TUSCALOOSA ST38A,GREENSBORO,NC,27401,9,197308,STREETADDRESS,M,"1706 TUSCALOOSA ST, GREENSBORO, NORTH CAROLINA, 27401",STREETADDRESS,1706,L,NOT AVAILABLE,NOT AVAILABLE,TUSCALOOSA,ST,1706 TUSCALOOSA ST,GREENSBORO,GUILFORD,27401,-79.767759,36.057332,1706 TUSCALOOSA ST38A,GREENSBORO,27401,,,,,
,42299,237295709,,CHURCH OF GOD AND SAINTS OF CHRIST,7320 SWANSEA LN,CORNELIUS,NC,28031,9,197308,POINTADDRESS,M,"7320 SWANSEA LN, CORNELIUS, NORTH CAROLINA, 28031",POINTADDRESS,7320,R,NOT AVAILABLE,NOT AVAILABLE,SWANSEA,LN,7320 SWANSEA LN,CORNELIUS,MECKLENBURG,28031,-80.899497,35.445486,7320 SWANSEA LN,CORNELIUS,28031,,,,,
,42300,237295706,,CHURCH OF GOD AND SAINTS OF CHRIST,3198 STONYPOINTE DR,GREENSBORO,NC,27406,9,197308,POINTADDRESS,M,"3198 STONYPOINTE DR, GREENSBORO, NORTH CAROLINA, 27406",POINTADDRESS,3198,L,NOT AVAILABLE,NOT AVAILABLE,STONYPOINTE,DR,3198 STONYPOINTE DR,GREENSBORO,GUILFORD,27406,-79.757764,36.021353,3198 STONYPOINTE DR,GREENSBORO,27406,,,,,
,42302,237295710,,CHURCH OF GOD AND SAINTS OF CHRIST,815 BROAD AVE,GREENSBORO,NC,27406,9,197308,POINTADDRESS,M,"815 BROAD AVE, GREENSBORO, NORTH CAROLINA, 27406",POINTADDRESS,815,R,NOT AVAILABLE,NOT AVAILABLE,BROAD,AVE,815 BROAD AVE,GREENSBORO,GUILFORD,27406,-79.779591,36.059038,815 BROAD AVE,GREENSBORO,27406,,,,,
,42325,237295708,,CHURCH OF GOD AND SAINTS OF CHRIST,PO BOX 4244,PINEHURST,NC,28374,9,197308,POSTAL,M,"28374, PINEHURST, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PINEHURST,NOT AVAILABLE,28374,-79.448817,35.177804,PO BOX 4244,PINEHURST,28374,,,,,
,103263,561359021,,CHURCH OF GOD CORNELIUS,140 RIDGE BLUFF RD,MOORESVILLE,NC,28115,3,201408,POINTADDRESS,M,"140 RIDGE BLUFF RD, MOORESVILLE, NORTH CAROLINA, 28115",POINTADDRESS,140,L,NOT AVAILABLE,NOT AVAILABLE,RIDGE BLUFF,RD,140 RIDGE BLUFF RD,MOORESVILLE,IREDELL,28115,-80.825545,35.585272,140 RIDGE BLUFF RD,MOORESVILLE,28115,,,,,
,104374,561784604,,CHURCH OF GOD DELIVERANCE INC,PO BOX 868,ROCKY MOUNT,NC,27802,3,200102,POSTAL,M,"27802, ROCKY MOUNT, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ROCKY MOUNT,NOT AVAILABLE,27802,-77.781242,35.942851,PO BOX 868,ROCKY MOUNT,27802,,,,,
,95200,521236646,,CHURCH OF GOD GOSPEL OF PEACE ASSOCIATION,PO BOX 1346,PISGAH FOREST,NC,28768,3,198301,POSTAL,M,"28768, PISGAH FOREST, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PISGAH FOREST,NOT AVAILABLE,28768,-82.696343,35.274508,PO BOX 1346,PISGAH FOREST,28768,,,,,
,103048,561281852,,CHURCH OF GOD IN CHRIST,PO BOX 1483,HAMLET,NC,28345,9,196901,POSTAL,M,"28345, HAMLET, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,HAMLET,NOT AVAILABLE,28345,-79.7102,34.885942,PO BOX 1483,HAMLET,28345,,,,,
,103102,561303059,,CHURCH OF GOD IN CHRIST,PO BOX 240,ASHEVILLE,NC,28802,9,196901,POSTAL,M,"28802, ASHEVILLE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ASHEVILLE,NOT AVAILABLE,28802,-82.555682,35.593151,PO BOX 240,ASHEVILLE,28802,,,,,
,103874,561545294,,CHURCH OF GOD IN CHRIST,PO BOX 5543,JACKSONVILLE,NC,28540,9,0,POSTAL,M,"28540, JACKSONVILLE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,JACKSONVILLE,NOT AVAILABLE,28540,-77.428481,34.748351,PO BOX 5543,JACKSONVILLE,28540,,,,,
,105511,562183824,,CHURCH OF GOD IN CHRIST JESUS NEW DEAL INC,815 FARGO ST,DURHAM,NC,27707,8,200106,POINTADDRESS,M,"815 FARGO ST, DURHAM, NORTH CAROLINA, 27707",POINTADDRESS,815,R,NOT AVAILABLE,NOT AVAILABLE,FARGO,ST,815 FARGO ST,DURHAM,DURHAM,27707,-78.907129,35.985091,815 FARGO ST,DURHAM,27707,,,,,
,104056,561639459,,CHURCH OF GOD IN JESUS NAME INC,445 17TH AVE NE,HICKORY,NC,28601,3,198906,STREETADDRESS,M,"445 17TH AVE NE, HICKORY, NORTH CAROLINA, 28601",STREETADDRESS,445,R,NOT AVAILABLE,NOT AVAILABLE,17TH,AVE,445 17TH AVE NE,HICKORY,CATAWBA,28601,-81.32648,35.753921,445 17TH AVE NE,HICKORY,28601,,,,,
,102646,560995365,,CHURCH OF GOD OF PROPHECY,3321 LEGION RD,HOPE MILLS,NC,28348,9,196906,POINTADDRESS,M,"3321 LEGION RD, HOPE MILLS, NORTH CAROLINA, 28348",POINTADDRESS,3321,R,NOT AVAILABLE,NOT AVAILABLE,LEGION,RD,3321 LEGION RD,HOPE MILLS,CUMBERLAND,28348,-78.918893,35.000125,3321 LEGION RD,HOPE MILLS,28348,,,,,
,103490,561396737,,CHURCH OF GOD OF PROPHECY,1200 S STATE ST,RALEIGH,NC,27610,9,196906,STREETADDRESS,M,"1200 S STATE ST, RALEIGH, NORTH CAROLINA, 27610",STREETADDRESS,1200,L,S,NOT AVAILABLE,STATE,ST,1200 S STATE ST,RALEIGH,WAKE,27610,-78.624695,35.765421,1200 S STATE ST,RALEIGH,27610,,,,,
,103740,561473420,,CHURCH OF GOD OF PROPHECY,PO BOX 2391,SMITHFIELD,NC,27577,9,196906,POSTAL,M,"27577, SMITHFIELD, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SMITHFIELD,NOT AVAILABLE,27577,-78.341796,35.508139,PO BOX 2391,SMITHFIELD,27577,,,,,
,56050,320297323,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,606 KAREN DR,WILLOW SPRING,NC,27592,9,196906,POINTADDRESS,M,"606 KAREN DR, WILLOW SPRING, NORTH CAROLINA, 27592",POINTADDRESS,606,L,NOT AVAILABLE,NOT AVAILABLE,KAREN,DR,606 KAREN DR,WILLOW SPRING,WAKE,27592,-78.684948,35.604204,606 KAREN DR,WILLOW SPRING,27592,,,,,
,95443,521320125,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,9927 HIGHWAY 294,MURPHY,NC,28906,9,196906,STREETADDRESS,M,"9927 HIGHWAY 294, MURPHY, NORTH CAROLINA, 28906",STREETADDRESS,9927,L,NOT AVAILABLE,HIGHWAY,294,NOT AVAILABLE,9927 HIGHWAY 294,MURPHY,CHEROKEE,28906,-84.253828,35.11989,9927 HIGHWAY 294,MURPHY,28906,,,,,
,102750,561121774,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,139 FLOWERS ST,ROCKINGHAM,NC,28379,9,196906,POINTADDRESS,M,"139 FLOWERS ST, ROCKINGHAM, NORTH CAROLINA, 28379",POINTADDRESS,139,L,NOT AVAILABLE,NOT AVAILABLE,FLOWERS,ST,139 FLOWERS ST,ROCKINGHAM,RICHMOND,28379,-79.772556,34.924538,139 FLOWERS ST,ROCKINGHAM,28379,,,,,
,102752,561121038,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,211 N WARD AVE,HIGH POINT,NC,27262,9,196906,STREETADDRESS,M,"211 N WARD AVE, HIGH POINT, NORTH CAROLINA, 27262",STREETADDRESS,211,L,N,NOT AVAILABLE,WARD,AVE,211 N WARD AVE,HIGH POINT,GUILFORD,27262,-80.028091,35.939628,211 N WARD AVE,HIGH POINT,27262,,,,,
,102804,561153517,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,105 2ND ST,ERWIN,NC,28339,9,196906,POINTADDRESS,M,"105 2ND ST, ERWIN, NORTH CAROLINA, 28339",POINTADDRESS,105,R,NOT AVAILABLE,NOT AVAILABLE,2ND,ST,105 2ND ST,ERWIN,HARNETT,28339,-78.658707,35.323621,105 2ND ST,ERWIN,28339,,,,,
,102844,561170569,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1404 PICHARD ST,GREENSBORO,NC,27401,9,196906,POINTADDRESS,M,"1404 PICHARD ST, GREENSBORO, NORTH CAROLINA, 27401",POINTADDRESS,1404,L,NOT AVAILABLE,NOT AVAILABLE,PICHARD,ST,1404 PICHARD ST,GREENSBORO,GUILFORD,27401,-79.764525,36.056732,1404 PICHARD ST,GREENSBORO,27401,,,,,
,102886,561190899,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,2277 S PLANK RD,SANFORD,NC,27330,9,196906,POINTADDRESS,M,"2277 S PLANK RD, SANFORD, NORTH CAROLINA, 27330",POINTADDRESS,2277,R,S,NOT AVAILABLE,PLANK,RD,2277 S PLANK RD,SANFORD,LEE,27330,-79.315481,35.450182,2277 S PLANK RD,SANFORD,27330,,,,,
,102888,561193012,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1516 W DAVIDSON AVE,GASTONIA,NC,28052,9,196906,POINTADDRESS,M,"1516 W DAVIDSON AVE, GASTONIA, NORTH CAROLINA, 28052",POINTADDRESS,1516,R,W,NOT AVAILABLE,DAVIDSON,AVE,1516 W DAVIDSON AVE,GASTONIA,GASTON,28052,-81.204712,35.275043,1516 W DAVIDSON AVE,GASTONIA,28052,,,,,
,102964,561237118,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,5371 NC HIGHWAY 210 S,STEDMAN,NC,28391,9,196906,POINTADDRESS,M,"5371 NC HIGHWAY 210 S, STEDMAN, NORTH CAROLINA, 28391",POINTADDRESS,5371,R,NOT AVAILABLE,NC HIGHWAY,210,NOT AVAILABLE,5371 NC HIGHWAY 210 S,STEDMAN,CUMBERLAND,28391,-78.736207,34.981696,5371 NC HIGHWAY 210 S,STEDMAN,28391,,,,,
,102977,561242535,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,609 CHERAW RD,HAMLET,NC,28345,9,196906,POINTADDRESS,M,"609 CHERAW RD, HAMLET, NORTH CAROLINA, 28345",POINTADDRESS,609,R,NOT AVAILABLE,NOT AVAILABLE,CHERAW,RD,609 CHERAW RD,HAMLET,RICHMOND,28345,-79.725299,34.877601,609 CHERAW RD,HAMLET,28345,,,,,
,103007,561259503,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1122 1/2 MCBEE ST,LINCOLNTON,NC,28092,9,196906,STREETADDRESS,M,"1122 MCBEE ST, LINCOLNTON, NORTH CAROLINA, 28092",STREETADDRESS,1122,R,NOT AVAILABLE,NOT AVAILABLE,MCBEE,ST,1122 MCBEE ST,LINCOLNTON,LINCOLN,28092,-81.243828,35.478306,1122 1/2 MCBEE ST,LINCOLNTON,28092,,,,,
,103015,561262616,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,121 PACKING PLANT RD,SMITHFIELD,NC,27577,9,196906,POINTADDRESS,M,"121 PACKING PLANT RD, SMITHFIELD, NORTH CAROLINA, 27577",POINTADDRESS,121,L,NOT AVAILABLE,NOT AVAILABLE,PACKING PLANT,RD,121 PACKING PLANT RD,SMITHFIELD,JOHNSTON,27577,-78.375465,35.479785,121 PACKING PLANT RD,SMITHFIELD,27577,,,,,
,103074,561287802,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1655 MOUNT CARMEL CHURCH RD,AUTRYVILLE,NC,28318,9,196906,STREETADDRESS,M,"1655 MOUNT CARMEL CHURCH RD, AUTRYVILLE, NORTH CAROLINA, 28318",STREETADDRESS,1655,L,NOT AVAILABLE,NOT AVAILABLE,MOUNT CARMEL CHURCH,RD,1655 MOUNT CARMEL CHURCH RD,AUTRYVILLE,SAMPSON,28318,-78.597688,35.036767,1655 MOUNT CARMEL CHURCH RD,AUTRYVILLE,28318,,,,,
,103098,561285416,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,3059 OLD US 70 HWY,CLAYTON,NC,27520,9,196906,STREETNAME,T,"US-70 W, CLAYTON, NORTH CAROLINA, 27520",STREETNAME,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,US,70,NOT AVAILABLE,US-70 W,CLAYTON,JOHNSTON,27520,-78.437402,35.604169,3059 OLD US 70 HWY,CLAYTON,27520,,,,,
,103157,561333031,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,3497 ROSEBORO HWY,CLINTON,NC,28328,9,196906,STREETADDRESS,M,"3497 ROSEBORO HWY, CLINTON, NORTH CAROLINA, 28328",STREETADDRESS,3497,R,NOT AVAILABLE,NOT AVAILABLE,ROSEBORO,HWY,3497 ROSEBORO HWY,CLINTON,SAMPSON,28328,-78.388638,34.99207,3497 ROSEBORO HWY,CLINTON,28328,,,,,
,103159,561334049,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1932 BURNEY RD,WHITE OAK,NC,28399,9,196906,POINTADDRESS,M,"1932 BURNEY RD, WHITE OAK, NORTH CAROLINA, 28399",POINTADDRESS,1932,R,NOT AVAILABLE,NOT AVAILABLE,BURNEY,RD,1932 BURNEY RD,WHITE OAK,BLADEN,28399,-78.717345,34.731965,1932 BURNEY RD,WHITE OAK,28399,,,,,
,103241,561351164,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,4104 SHORT FARM RD,GREENSBORO,NC,27406,9,196906,POINTADDRESS,M,"4104 SHORT FARM RD, GREENSBORO, NORTH CAROLINA, 27406",POINTADDRESS,4104,L,NOT AVAILABLE,NOT AVAILABLE,SHORT FARM,RD,4104 SHORT FARM RD,GREENSBORO,GUILFORD,27406,-79.825354,36.000095,4104 SHORT FARM RD,GREENSBORO,27406,,,,,
,103270,561360147,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,12 RABY ST,CANTON,NC,28716,9,196906,POINTADDRESS,M,"12 RABY ST, CANTON, NORTH CAROLINA, 28716",POINTADDRESS,12,R,NOT AVAILABLE,NOT AVAILABLE,RABY,ST,12 RABY ST,CANTON,HAYWOOD,28716,-82.855678,35.53538,12 RABY ST,CANTON,28716,,,,,
,103312,561375808,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,4420 NC HIGHWAY 705,ROBBINS,NC,27325,9,196906,POINTADDRESS,M,"4420 NC-705, ROBBINS, NORTH CAROLINA, 27325",POINTADDRESS,4420,L,NOT AVAILABLE,NC,705,NOT AVAILABLE,4420 NC-705,ROBBINS,MOORE,27325,-79.616758,35.462727,4420 NC HIGHWAY 705,ROBBINS,27325,,,,,
,103318,561370986,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,530 LEICESTER RD,ASHEVILLE,NC,28801,9,196906,POSTAL,M,"28801, ASHEVILLE, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ASHEVILLE,NOT AVAILABLE,28801,-82.554784,35.596173,530 LEICESTER RD,ASHEVILLE,28801,,,,,
,103340,561371863,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,HWY 70 W,GLEN ALPINE,NC,28628,9,196906,STREETNAME,M,"US-70 W, GLEN ALPINE, NORTH CAROLINA, 28655",STREETNAME,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,US,70,NOT AVAILABLE,US-70 W,GLEN ALPINE,BURKE,28655,-81.786028,35.724346,HWY 70 W,GLEN ALPINE,28628,,,,,
,103349,561383976,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,905 BELLVIEW RD,ROBBINS,NC,27325,9,196906,POINTADDRESS,M,"905 BELLVIEW RD, ROBBINS, NORTH CAROLINA, 27325",POINTADDRESS,905,R,NOT AVAILABLE,NOT AVAILABLE,BELLVIEW,RD,905 BELLVIEW RD,ROBBINS,MOORE,27325,-79.576699,35.436664,905 BELLVIEW RD,ROBBINS,27325,,,,,
,103358,561385641,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,6111 RACE TRACK RD,CASTALIA,NC,27816,9,196906,POINTADDRESS,M,"6111 RACE TRACK RD, CASTALIA, NORTH CAROLINA, 27816",POINTADDRESS,6111,R,NOT AVAILABLE,NOT AVAILABLE,RACE TRACK,RD,6111 RACE TRACK RD,CASTALIA,NASH,27816,-78.07422,36.044982,6111 RACE TRACK RD,CASTALIA,27816,,,,,
,103386,561388863,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,243 CAPEL MILL RD,NORMAN,NC,28367,9,196906,POSTAL,M,"28367, NORMAN, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NORMAN,NOT AVAILABLE,28367,-79.726584,35.173625,243 CAPEL MILL RD,NORMAN,28367,,,,,
,103405,561390527,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,2900 CLYDE DR,CHARLOTTE,NC,28208,9,196906,POINTADDRESS,M,"2900 CLYDE DR, CHARLOTTE, NORTH CAROLINA, 28208",POINTADDRESS,2900,R,NOT AVAILABLE,NOT AVAILABLE,CLYDE,DR,2900 CLYDE DR,CHARLOTTE,MECKLENBURG,28208,-80.872124,35.251096,2900 CLYDE DR,CHARLOTTE,28208,,,,,
,103411,561391149,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,135 WRIGHT ST,RAMSEUR,NC,27316,9,196906,POINTADDRESS,M,"135 WRIGHT ST, RAMSEUR, NORTH CAROLINA, 27316",POINTADDRESS,135,L,NOT AVAILABLE,NOT AVAILABLE,WRIGHT,ST,135 WRIGHT ST,RAMSEUR,RANDOLPH,27316,-79.667135,35.735693,135 WRIGHT ST,RAMSEUR,27316,,,,,
,103426,561391706,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,4938 LONDON CHURCH RD,ELM CITY,NC,27822,9,196906,POINTADDRESS,M,"4938 LONDON CHURCH RD, ELM CITY, NORTH CAROLINA, 27822",POINTADDRESS,4938,R,NOT AVAILABLE,NOT AVAILABLE,LONDON CHURCH,RD,4938 LONDON CHURCH RD,ELM CITY,WILSON,27822,-77.916709,35.816618,4938 LONDON CHURCH RD,ELM CITY,27822,,,,,
,103466,561395152,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,9421 MORGAN ST,LAUREL HILL,NC,28351,9,196906,STREETADDRESS,M,"9421 MORGAN ST, LAUREL HILL, NORTH CAROLINA, 28351",STREETADDRESS,9421,L,NOT AVAILABLE,NOT AVAILABLE,MORGAN,ST,9421 MORGAN ST,LAUREL HILL,SCOTLAND,28351,-79.545774,34.812577,9421 MORGAN ST,LAUREL HILL,28351,,,,,
,103469,561395326,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,PO BOX 2209,LUMBERTON,NC,28359,9,196906,POSTAL,M,"28359, LUMBERTON, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LUMBERTON,NOT AVAILABLE,28359,-79.005202,34.621911,PO BOX 2209,LUMBERTON,28359,,,,,
,103474,561395396,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,3558 EMMAUS CHURCH RD,MOUNT OLIVE,NC,28365,9,196906,POINTADDRESS,M,"3558 EMMAUS CHURCH RD, MT OLIVE, NORTH CAROLINA, 28365",POINTADDRESS,3558,L,NOT AVAILABLE,NOT AVAILABLE,EMMAUS CHURCH,RD,3558 EMMAUS CHURCH RD,MT OLIVE,WAYNE,28365,-77.973501,35.218685,3558 EMMAUS CHURCH RD,MOUNT OLIVE,28365,,,,,
,103480,561395748,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1100 STANTON PL,HIGH POINT,NC,27260,9,196906,POINTADDRESS,M,"1100 STANTON PL, HIGH POINT, NORTH CAROLINA, 27260",POINTADDRESS,1100,L,NOT AVAILABLE,NOT AVAILABLE,STANTON,PL,1100 STANTON PL,HIGH POINT,GUILFORD,27260,-80.004679,35.941574,1100 STANTON PL,HIGH POINT,27260,,,,,
,103482,561395920,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,PO BOX 130,WAKE FOREST,NC,27588,9,196906,POSTAL,M,"27588, WAKE FOREST, NORTH CAROLINA",POSTAL,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WAKE FOREST,NOT AVAILABLE,27588,-78.512542,35.970781,PO BOX 130,WAKE FOREST,27588,,,,,
,103483,561395835,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,SANDY RIDGE CHURCH RD,MORVEN,NC,28119,9,196906,STREETNAME,M,"SANDY RIDGE CHURCH RD, MORVEN, NORTH CAROLINA, 28119",STREETNAME,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SANDY RIDGE CHURCH,RD,SANDY RIDGE CHURCH RD,MORVEN,ANSON,28119,-80.042767,34.844709,SANDY RIDGE CHURCH RD,MORVEN,28119,,,,,
,103489,561396812,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,406 RHYNE CIR,GASTONIA,NC,28054,9,196906,POINTADDRESS,M,"406 RHYNE CIR, GASTONIA, NORTH CAROLINA, 28054",POINTADDRESS,406,R,NOT AVAILABLE,NOT AVAILABLE,RHYNE,CIR,406 RHYNE CIR,GASTONIA,GASTON,28054,-81.134864,35.286424,406 RHYNE CIR,GASTONIA,28054,,,,,
,103491,561396953,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,527 CROSS ST,ASHEBORO,NC,27203,9,196906,POINTADDRESS,M,"527 CROSS ST, ASHEBORO, NORTH CAROLINA, 27203",POINTADDRESS,527,L,NOT AVAILABLE,NOT AVAILABLE,CROSS,ST,527 CROSS ST,ASHEBORO,RANDOLPH,27203,-79.799812,35.713887,527 CROSS ST,ASHEBORO,27203,,,,,
,103497,561397630,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1005 MCLAUGHLIN ST,ALBEMARLE,NC,28001,9,196906,POINTADDRESS,M,"1005 MCLAUGHLIN ST, ALBEMARLE, NORTH CAROLINA, 28001",POINTADDRESS,1005,R,NOT AVAILABLE,NOT AVAILABLE,MCLAUGHLIN,ST,1005 MCLAUGHLIN ST,ALBEMARLE,STANLY,28001,-80.18544,35.344728,1005 MCLAUGHLIN ST,ALBEMARLE,28001,,,,,
,103502,561395922,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,104 FAIRLANE AVE,FRANKLINTON,NC,27525,9,196906,STREETNAME,M,"FAIRLANE AVE, FRANKLINTON, NORTH CAROLINA, 27525",STREETNAME,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,FAIRLANE,AVE,FAIRLANE AVE,FRANKLINTON,FRANKLIN,27525,-78.446052,36.103621,104 FAIRLANE AVE,FRANKLINTON,27525,,,,,
,103520,561401275,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,2039 HOLLY ST,CHARLOTTE,NC,28216,9,196906,POINTADDRESS,M,"2039 HOLLY ST, CHARLOTTE, NORTH CAROLINA, 28216",POINTADDRESS,2039,R,NOT AVAILABLE,NOT AVAILABLE,HOLLY,ST,2039 HOLLY ST,CHARLOTTE,MECKLENBURG,28216,-80.849611,35.267324,2039 HOLLY ST,CHARLOTTE,28216,,,,,
,103524,561401751,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,800 GRANT ST,DURHAM,NC,27701,9,196906,STREETADDRESS,M,"800 GRANT ST, DURHAM, NORTH CAROLINA, 27701",STREETADDRESS,800,L,NOT AVAILABLE,NOT AVAILABLE,GRANT,ST,800 GRANT ST,DURHAM,DURHAM,27701,-78.894188,35.981836,800 GRANT ST,DURHAM,27701,,,,,
,103527,561402731,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,4907 DENFIELD ST,DURHAM,NC,27704,9,196906,POINTADDRESS,M,"4907 DENFIELD ST, DURHAM, NORTH CAROLINA, 27704",POINTADDRESS,4907,L,NOT AVAILABLE,NOT AVAILABLE,DENFIELD,ST,4907 DENFIELD ST,DURHAM,DURHAM,27704,-78.894396,36.06358,4907 DENFIELD ST,DURHAM,27704,,,,,
,103561,561407834,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,HWY 211 W,RAEFORD,NC,28376,9,196906,STREETNAME,T,"NC-211, RAEFORD, NORTH CAROLINA, 28376",STREETNAME,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NC,211,NOT AVAILABLE,NC-211,RAEFORD,HOKE,28376,-79.27531,34.996851,HWY 211 W,RAEFORD,28376,,,,,
,103562,561409234,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,3990 MAXWELL RD,AUTRYVILLE,NC,28318,9,196906,POINTADDRESS,M,"3990 MAXWELL RD, AUTRYVILLE, NORTH CAROLINA, 28318",POINTADDRESS,3990,L,NOT AVAILABLE,NOT AVAILABLE,MAXWELL,RD,3990 MAXWELL RD,AUTRYVILLE,SAMPSON,28318,-78.601768,35.101478,3990 MAXWELL RD,AUTRYVILLE,28318,,,,,
,103655,561432547,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,5367 US HIGHWAY 301 N,SELMA,NC,27576,9,196906,STREETADDRESS,M,"5367 US-301 N, SELMA, NORTH CAROLINA, 27576",STREETADDRESS,5367,L,NOT AVAILABLE,US,301,NOT AVAILABLE,5367 US-301 N,SELMA,JOHNSTON,27576,-78.194974,35.566759,5367 US HIGHWAY 301 N,SELMA,27576,,,,,
,103666,561436699,,CHURCH OF GOD OF PROPHECY BIBLE PLACE,1720 OLD HINTON RD,PRINCETON,NC,27569,9,196906,STREETADDRESS,M,"1720 OLD HINTON RD, PRINCETON, NORTH CAROLINA, 27569",STREETADDRESS,1720,L,NOT AVAILABLE,OLD,HINTON,RD,1720 OLD HINTON RD,PRINCETON,JOHNSTON,27569,-78.151121,35.439719,1720 OLD HINTON RD,PRINCETON,27569,,,,,
