id,label,description,type,counties,geonameid,latitude,longitude
NCG20393,Clear Branch,rises in E Watauga County and flows SE into Elk Creek.,branch,Watauga,4460961,36.20596,-81.5426
NCG20394,Clear Creek,rises in W Avery County near Little Buck Hill and flows S into North Toe River.,creek,Avery,4460964,35.98596,-82.01012
NCG20395,Clear Creek,rises in SW Burke County and flows N into Silver Creek.,creek,Burke,4460966,35.70263,-81.75843
NCG20396,Clear Creek,community in S Cabarrus County.,community,Cabarrus,,,
NCG20397,Clear Creek,rises in NE Clay County and flows NE into Nantahala River.,creek,Clay,4460967,35.15398,-83.65322
NCG20398,Clear Creek,rises in E Henderson County and flows SW into Mud Creek. Known by the Cherokee Indians as Os-quee-ha-ha,creek,Henderson,4460968,35.35039,-82.46318
NCG20399,Clear Creek,"rises in SE Macon County and flows SE into Georgia, where it enters West Fork [Chatooga River].",creek,Macon,4460969,34.98648,-83.22182
NCG20400,Clear Creek,"community in W Mecklenburg County. Later known as Candon, which see.",community,Mecklenburg,4460972,35.20209,-80.60007
NCG20401,Clear Creek,"rises in E Mecklenburg County and flows E into S Cabarrus County and then SW into N Union County, where it enters Rocky River at coincident corners of Cabarrus, Stanly, and Union Counties. Formerly known as Red Creek.",creek,Mecklenburg|Cabarrus|Union|Stanly,4460972,35.20209,-80.60007
NCG20402,Clear Creek,"rises in Greenville County, S.C., and flows NE into Transylvania County, where it enters Little River.",creek,Transylvania,4460973,35.14817,-82.64568
NCG20403,Clear Creek,rises in SE Yancey County and flows W into South Toe River.,creek,Yancey,4460974,35.79512,-82.20179
NCG20404,Clear Creek Township,"former township in E Mecklenburg County, now township no. 6.",formerCommunity,Mecklenburg,,,
NCG20405,Clinton,"town and county seat, central Sampson County. Authorized to be laid out, 1818; inc. 1822. Courthouse est. there about 1784 on land owned by Richard Clinton (1721-96), for whom the town was later named. Alt. 158.",town,Sampson,4461101,34.99795,-78.32333
NCG20406,Cobb Town,community in S Edgecombe County.,community,Edgecombe,4461185,35.72016,-77.60108
NCG20407,Coddle Creek,community in NW Cabarrus County.,community,Cabarrus,4461216,35.32486,-80.59757
NCG20408,Coffee Creek,rises in W Caldwell County E of Rocky Knob and flows SE into Mulberry Creek.,creek,Caldwell,,,
NCG20409,Cokesbury,community in E Vance County on the head of Rocky Branch; named for Methodist bishops Thomas Coke and Francis Asbury.,community,Vance,4461271,36.34876,-78.30416
NCG20410,Cold Creek,rises in E Haywood County and flows NE into East Fork Pigeon River.,creek,Haywood,4461284,35.42594,-82.81235
NCG20411,Cold Mountain,"on Avery-Burke county line. Alt. 3,830.",mountain,Avery|Burke,4461288,35.97541,-81.86428
NCG20412,Cold Mountain,"on the Jackson-Transylvania county line W of Panthertail Mountain. Alt. 4,500.",mountain,Transylvania|Jackson,4461290,35.16621,-82.98597
NCG20413,Cold Spring Branch,rises in E Clay County and flows SW into Shooting Creek.,branch,Clay,,,
NCG20414,Cold Spring Branch,rises in S Haywood County and flows NW into Shiny Creek.,branch,Haywood,,,
NCG20415,Cold Spring Branch,rises in N Madison County and flows NE into Allan Creek.,branch,Madison,4461296,35.97844,-82.7832
NCG20416,Cold Spring Branch,rises in SE Swain County and flows NW into Yalaka Creek.,branch,Swain,4461299,35.50342,-83.65906
NCG20417,Cold Spring Creek,rises in N Macon County and flows SW into Whiteoak Creek.,creek,Macon,4461300,35.22676,-83.61905
NCG20418,Cold Spring Gap,on the Jackson-Transylvania county line.,gap,Transylvania|Jackson,4461304,35.27677,-82.92041
NCG20419,Cold Spring Knob,NW Graham County in the middle of Hangover Lead.,knob,Graham,4461305,35.42203,-83.97241
NCG20420,Coldspring Branch,rises in NE Cherokee County and flows NW into Vengeance Creek.,branch,Cherokee,4461323,35.14842,-83.88546
NCG20421,Coldspring Branch,rises in NW Swain County and flows SE into Lost Cove Creek.,branch,Swain,4461327,35.49203,-83.78795
NCG20422,Coldspring Branch,rises in W Swain County and flows W and NW into Hazel Creek.,branch,Swain,4461327,35.49203,-83.78795
NCG20423,Cole Creek,"rises on the E side of Rendezvous Mountain, W Wilkes County, and flows S approx. 3 mi. into North Prong Lewis Fork Creek.",creek,Wilkes,4461159,36.16708,-81.28787
NCG20424,Cole Gap,SW Cherokee County at the SW end of Damons Mountain.,gap,Cherokee,4461336,35.02258,-84.19853
NCG20425,Coleman Gap,on the Clay-Macon county line. The Appalachian Trail passes through the gap.,gap,Clay|Macon,4461348,35.00537,-83.51043
NCG20426,Collins Creek,rises in NE Rutherford County and flows S into North Fork.,creek,Rutherford,4461438,35.53096,-81.77621
NCG20427,Collins Creek,rises in N Swain County in Great Smoky Mountains National Park and flows NE into Oconaluftee River.,creek,Swain,4461439,35.56732,-83.33377
NCG20428,Columbia,See Ramseur.,reference,,,,
NCG20429,Columbia Township,E central Randolph County.,township,Randolph,4461497,35.76246,-79.60981
NCG20430,Columbia Township,N central Tyrrell County.,township,Tyrrell,4461498,35.94243,-76.24633
NCG20431,Columbus,"town authorized to be est. on the lands of Jesse Nixon, NE Randolph County, in 1812. Apparently the town was never laid out. A post office at the proposed site on Sandy Creek in 1828 was called Nixon's.",proposal,Randolph,,,
NCG20432,Colvard Creek,rises in NE Cherokee County and flows NE and NW into Gumflats Creek.,creek,Cherokee,4461510,35.16009,-83.83823
NCG20433,Compass Creek,"rises in central Nash County, flows SE into Edgecombe County, and enters Tar River 1 mi. E of Edgecombe-Nash county line.",creek,Nash|Edgecombe,4471916,35.97349,-77.76276
NCG20434,Concord,community in SW Duplin County.,community,Duplin,4461575,34.83767,-78.1161
NCG20435,Concord,community in NW Person County.,community,Person,4461576,36.44597,-79.0664
NCG20436,Concord,community in W Sampson County between Bearskin Swamp and Great Coharie Creek.,community,Sampson,4461578,34.98295,-78.41667
NCG20437,Concord,"community in S central Yancey County on Cane River. Two former communities, Antone and Dellingers, are now considered to be a part of Concord.",community,Yancey,4461579,35.87984,-82.32263
NCG20438,Concord,See Seaboard.,reference,,,,
NCG20439,Concord Township,"W central Iredell County. Named for Concord Presbyterian Church, located near its center, est. 1775.",township,Iredell,4461615,35.84522,-80.97922
NCG20440,Concord Township,W central Randolph County.,township,Randolph,4461616,35.66093,-79.99689
NCG20441,Conley Branch,rises in N McDowell County and flows approx. 2 mi. SE into North Fork [Catawba River] near Sevier.,branch,McDowell,4461651,35.80762,-82.01983
NCG20442,Cook Branch,rises in E Graham County and flows NE into Rock Creek.,branch,Graham,4461708,35.36037,-83.63072
NCG20443,Cook Branch,rises in N Mitchell County and flows S into Little Rock Creek.,branch,Mitchell,,,
NCG20444,Cook Branch,rises in S Watauga County and flows NE into Pounding Mill Creek.,branch,Watauga,4461710,36.19818,-81.57121
NCG20445,Cook Creek,rises in N Cherokee County and flows SW into Garreck Creek.,creek,Cherokee,4461719,35.20369,-84.11297
NCG20446,Cook Creek,See Island Creek.,reference,,,,
NCG20447,Cooks Creek,rises in central Surry County and flows SW into Fisher River.,creek,Surry,4461738,36.42263,-80.69479
NCG20448,Cool Spring,See Creswell.,reference,,,,
NCG20449,Coon Creek,rises in E Macon County and flows SW into Watauga Creek.,creek,Macon,4461782,35.22871,-83.35099
NCG20450,Cooper,See Swannanoa.,reference,,,,
NCG20451,Copper Mine Branch,rises in central Clay County and flows SE into Pounding Creek.,branch,Clay,4461854,35.03565,-83.69739
NCG20452,Corinth,"community in SE Chatham County. Named for Corinth, town in Greece.",community,Chatham,4461906,35.56932,-78.99807
NCG20453,Corinth,community in SE Granville County.,community,Granville,,,
NCG20454,Couch Mountain,E Orange County on the head of Little Creek.,mountain,Orange,4462007,36.02236,-79.00029
NCG20455,Cove Creek,rises in N Cleveland County and flows SE into Ward Creek.,creek,Cleveland,,,
NCG20456,Cove Creek,"rises in Great Dover Swamp, W Craven County, and flows NE into Neuse River. Appears as Core Creek on the Moseley map, 1733, and as Moon Creek on the Collet map, 1770.",creek,Craven,4462101,35.18738,-77.32079
NCG20457,Cove Creek,rises in E Haywood County and flows W into Fines Creek.,creek,Haywood,4462104,35.60649,-83.01125
NCG20458,Cove Creek,"rises in SE Henderson County and flows NE into Polk County, where it enters Green River.",creek,Henderson|Polk,4462105,35.28595,-82.29289
NCG20459,Cove Creek,"rises in S McDowell County and flows SW into Rutherford County, where it enters Broad River.",creek,McDowell|Rutherford,4462106,35.41179,-82.11539
NCG20460,Cove Creek,rises in NW Transylvania County and flows SE into Davidson River.,creek,Transylvania,4462107,35.28205,-82.81679
NCG20461,Cove Creek,rises in N Watauga County and flows SW into Watauga River.,creek,Watauga,4462108,36.23902,-81.82122
NCG20462,Cow Branch,rises in W Jackson County and flows S into Middle Creek.,branch,Jackson,,,
NCG20463,Cow Branch,rises in SW Wilson County and flows E into Robin Branch.,branch,Wilson,,,
NCG20464,Cow Branch,rises in W Wilson County and flows S into Contentnea Creek.,branch,Wilson,,,
NCG20465,Cow Creek,rises in NW McDowell County and flows SE into Armstrong Creek.,creek,McDowell,4462155,35.79595,-82.12095
NCG20466,Cow Island,See Bodie Island.,reference,,,,
NCG20467,Cox Branch,rises in W Jackson County and flows E into Cullowhee Creek.,branch,Jackson,4462238,35.30093,-83.1832
NCG20468,Cox Creek,rises in N Cleveland County and flows SE into Ward Creek.,creek,Cleveland,4462251,35.51207,-81.64009
NCG20469,Crab Creek,rises in E Alleghany County and flows NW into Little River.,creek,Alleghany,4462288,36.5618,-81.01008
NCG20470,Crabtree Creek,rises in N Franklin County and flows NE into Richland Creek.,creek,Franklin,4462311,36.16932,-78.20305
NCG20471,Crabtree Creek,rises in E Haywood County and flows SW into Pigeon River.,creek,Haywood,4462313,35.60066,-82.95097
NCG20472,Crabtree Township,E central Haywood County.,township,Haywood,4462326,35.61295,-82.91145
NCG20473,Crains Creek,"rises in S Lee County and flows S into Moore County, where it joins Dry Fork Branch in forming Whiteoak Creek. Crains Creek and Whiteoak Creek together were formerly known as North Fork Crains Creek and Little Crains Creek.",creek,Moore|Lee,4462384,35.18516,-79.16836
NCG20474,Cranberry Creek,is formed in E Ashe County by the junction of Piney Fork and Mulberry Creeks and flows NW into South Fork New River.,creek,Ashe,4462365,36.46957,-81.33649
NCG20475,Cranberry Creek,"rises in SE Watauga County and flows N into S Ashe County, where it enters South Fork [New River].",creek,Ashe|Watauga,4462365,36.46957,-81.33649
NCG20476,Cranberry Creek,rises in W Avery County and flows NW into Elk River.,creek,Avery,4462367,36.16846,-81.95484
NCG20477,Cranberry Creek,rises in N Jackson County and flows SW into Hornbuckle Creek.,creek,Jackson,4462368,35.47427,-83.17931
NCG20478,Cranberry Township,SW Alleghany County.,township,Alleghany,4462380,36.42468,-81.22212
NCG20479,Crane Creek,rises in S Cherokee County and flows SW into Nottely River.,creek,Cherokee,4462386,35.05758,-84.06602
NCG20480,Crane Creek,rises in S Sampson County and flows S into Six Runs Creek.,creek,Sampson,4462387,34.846,-78.2675
NCG20481,Crane Creek,rises in S Wilkes County and flows NE into Rocky Creek.,creek,Wilkes,,,
NCG20482,Craven County,"was formed in 1705 as Archdale Precinct of Bath County, although there is evidence that an Archdale County, which see, existed as early as 1696. The name was changed to Craven County about 1712. Located in the E section of the state, it is bounded by Carteret, Jones, Lenoir, Pitt, Beaufort, and Pamlico Counties. It has been said that the county was named for William, Earl of Craven (1606-97), one of the original Lords Proprietors and longest lived of the eight. More likely, however, it was named for his grandnephew, William, Lord Craven (who inherited his title and interest in Carolina and who died the year before the name of the county was changed from Archdale to Craven); or for the third William, Lord Craven, one of the Proprietors at the time the change in the name of the county was made. Area: 785 sq. mi. County seat: New Bern, with an elevation of 12 ft. Townships are nos. 1-3, 5-9; all of former township no. 4 was included in Pamlico County when it was created in 1872. Produces tobacco, corn, soybeans, peanuts, hogs, dairy products, processed meat, lumber, boats, and apparel.",county,,,,
NCG20483,Crawford,"community in W Macon County served by post office, 1886-1904.",community,Macon,,,
NCG20484,Crawford Branch,rises in NE Cherokee County and flows NW into Collett Creek.,branch,Cherokee,4462405,35.18231,-83.80851
NCG20485,Crawford Branch,"rises in central Clay County and formerly flowed S into Licklog Creek. It now flows into Chatuge Lake, and a part of its former course is now partially covered by it.",branch,Clay,4462407,35.03787,-83.756
NCG20486,Crawford Branch,rises in W Henderson County and flows NE into Boylston Creek.,branch,Henderson,4462409,35.35011,-82.60623
NCG20487,Crawford Creek,rises in S Clay County and flows SE through Wright Cove into Brasstown Creek.,creek,Clay,4462416,34.99342,-83.90462
NCG20488,Crawley Creek,rises in E Moore County and flows N into Big Governors Creek.,creek,Moore,4462435,35.4571,-79.3703
NCG20489,Crooked Creek,rises in E Beaufort County and flows S into Pungo River.,creek,Beaufort,4462537,35.53322,-76.52715
NCG20490,Crooked Creek,"rises in SE Buncombe County and flows NE into McDowell County, where it enters Catawba River.",creek,Buncombe|McDowell,4462546,35.64429,-82.10983
NCG20491,Crooked Creek,rises in Sanderlin's Swamp in central Camden County and flows E through the North River Pocosin into North River.,creek,Camden,4462538,36.31655,-76.00409
NCG20492,Crooked Creek,rises in W Durham County and flows SE into Eno River.,creek,Durham,4462540,36.07153,-78.9114
NCG20493,Crooked Creek,rises in SW Franklin County and flows SE and NE into Tar River.,creek,Franklin,4462541,35.9396,-78.20305
NCG20494,Crooked Creek,rises in NW Jackson County and flows SW into Tuckasegee River.,creek,Jackson,4462543,35.42149,-83.33765
NCG20495,Crooked Creek,rises in S Lincoln County and flows SW into Leepers Creek.,creek,Lincoln,4462544,35.4393,-81.09619
NCG20496,Crooked Creek,rises in E Madison County and flows SW into Middle Fork.,creek,Madison,4462545,35.85317,-82.48847
NCG20497,Crooked Creek,"rises in N Stokes County and flows NE into Virginia, where it enters Mayo River.",creek,Stokes,4490285,36.49903,-80.10421
NCG20498,Crooked Run,rises in N Cleveland County and flows SE into First Broad River.,run,Cleveland,,,
NCG20499,Crooked Run,rises in W Granville County and flows S into Tar River.,run,Granville,,,
NCG20500,Crooked Run,rises in central Jones County and flows N into Trent River.,run,Jones,4462558,35.05822,-77.34607
NCG20501,Cross Canal,drains water from NW Camden County (Dismal Swamp) to the E into Dismal Swamp Canal.,canal,Camden,4462570,36.51515,-76.44022
NCG20502,Cross Creek,rises in N Cumberland County and flows SE through Lake Wood and Fayetteville into Cape Fear River. So named because early settlers found that Cross Creek and Little Cross Creek crossed each other. See also Fayetteville.,creek,Cumberland,4466033,35.05266,-78.87836
NCG20503,Cross Roads,"community is S Yadkin County served by post office, 1874-1904.",community,Yadkin,,,
NCG20504,Crow Branch,rises in S Jackson County and flows NE into Whitewater River.,branch,Jackson,,,
NCG20505,Crow Creek,rises in S Macon County and flows NE into Cullasaja River.,creek,Macon,4462624,35.11843,-83.27848
NCG20506,Cub Creek,rises in E central Burke County and flows SE into Henry Fork.,creek,Burke,4462668,35.67791,-81.50759
NCG20507,Cub Creek,rises in central Durham County and flows N into Eno River. Once called Cub Island Creek.,creek,Durham,,,
NCG20508,Cub Creek,"rises in NE Chatham County and flows NE and SE into SW Durham County, where it enters Morgan Creek.",creek,Durham|Chatham,4462669,35.82876,-79.0014
NCG20509,Cub Creek,rises in W Granville County and flows NE into Tar River.,creek,Granville,,,
NCG20510,Cub Creek,rises in N Mitchell County and flows SW into Cane Creek.,creek,Mitchell,4462671,36.01817,-82.18318
NCG20511,Cub Creek,rises in E Rutherford County and flows NE into First Broad River.,creek,Rutherford,4462674,35.46707,-81.69454
NCG20512,Cucumber Creek,"rises on Noah's Mountain, S Alamance County, and flows S into Wells Creek.",creek,Alamance,,,
NCG20513,Cunningham Mill,community is S Rockingham County. Site of grist mill prior to 1759.,community,Rockingham,,,
NCG20514,Curtis Creek,rises in N central Avery County and flows N into Elk River.,creek,Avery,4462781,36.17235,-81.94234
NCG20515,Curtis Creek,rises near Doubletop Mountain on the Buncombe-Haywood county line and flows SW into Hominy Creek.,creek,Buncombe|Haywood,4462783,35.50316,-82.72957
NCG20516,Curtis Creek,rises in SW Macon County and flows SW into Nantahala River.,creek,Macon,4462784,35.0662,-83.51932
NCG20517,Cypress Creek,community in NE Bladen County.,community,Bladen,4462824,34.7985,-78.44556
NCG20518,Cypress Creek,rises in Cypress Creek Bay in NE Bladen County and flows S and E into South River.,creek,Bladen,4462824,34.7985,-78.44556
NCG20519,Cypress Creek,rises in central Columbus County and flows N into White Marsh.,creek,Columbus,4462827,34.18322,-78.63446
NCG20520,Cypress Creek,community in SE Duplin County.,community,Duplin,4462830,34.75156,-77.70498
NCG20521,Cypress Creek,"rises in E Franklin County and flows S into Tar River. Appears on the Collet map, 1770, as Cyprus Creek.",creek,Franklin,4462831,35.93599,-78.18444
NCG20522,Cypress Creek,"rises in SW Harnett County and flows SW into Hoke County, where it enters Crane Creek.",creek,Harnett|Hoke,4462832,35.32655,-79.08975
NCG20523,Cypress Creek,"rises in N Northampton County and flows NE into Virginia, where it enters Meherrin River. Appears on the map of the North Carolina-Virginia line run by William Byrd and others, 1728, and on the Moseley map, 1733.",creek,Northampton,4462836,36.55404,-77.32636
NCG20524,Cypress Creek,"rises in W Onslow County and flows SW into Duplin County, where it flows NW and NE into Cape Fear River.",creek,Onslow|Duplin,4462830,34.75156,-77.70498
NCG20525,Cypress Creek Bay,NE Bladen County.,bay,Bladen,4462840,34.81434,-78.5439
NCG20526,Cypress Creek Township,NE Bladen County.,township,Bladen,4462845,34.76736,-78.46657
NCG20527,Cypress Creek Township,SE Duplin County.,township,Duplin,4462846,34.78437,-77.75709
NCG20528,Cypress Creek Township,"former township in SE Franklin County, now township no. 9.",formerCommunity,Franklin,,,
NCG20529,Cypress Swamp,rises in W Gates County and flows SW into Taylor Millpond.,swamp,Gates,4462858,36.42015,-76.83385
NCG20530,Cypress Swamp,rises in W Onslow County and flows SE into Sandy Run Swamp.,swamp,Onslow,,,
NCG20531,Dalton,See Clarkton.,reference,,,,
NCG20532,Dan River,"community in W Rockingham County served by post office, 1853-66.",community,Rockingham,4462927,36.46458,-79.76254
NCG20533,Dans Creek,rises in NE Columbus County and flows SE and E into Livingston Creek.,creek,Columbus,4476745,34.35184,-78.20028
NCG20534,Danville,See Leaksville.,reference,,,,
NCG20535,Dark Branch,rises in central Swain County and flows SW into Yalaka Creek.,branch,Swain,4463002,35.39398,-83.51683
NCG20536,Dark Ridge,mountain in N Avery County.,mountain,Avery,4463017,36.21901,-81.95151
NCG20537,Dark Ridge,NE Jackson County between Dark Ridge Creek and Cabin Creek.,ridge,Jackson,4463014,35.39455,-83.05597
NCG20538,Darlington,community in central Halifax County. Also known as Buzzardtown.,community,Halifax,4463018,36.31876,-77.71803
NCG20539,Davenport Branch,rises in E Clay County and flows SW into Buck Creek.,branch,Clay,4463036,35.09398,-83.62294
NCG20540,Davidson County,"now in Tennessee, was created in 1783 and named in honor of Gen. William Lee Davidson (1746-81). Nashville (now the capital of Tennessee) became the county seat. The area was a part of the territory ceded by North Carolina in 1789 to the federal government.",formerCounty,,,,
NCG20541,Davidson Gap,"W Haywood County, Great Smoky Mountains National Park near lat. 35°39'08"" N., long. 83°06'07"" W., between Bald Top and Cooks Knob.",gap,Haywood,4463069,35.65149,-83.11015
NCG20542,Davidson River,community in central Transylvania County. See Pisgah Forest.,community,Transylvania,4463068,35.25261,-82.69374
NCG20543,Davie Mountain,"S Clay County at the SW end of Cherry Mountain. Alt. 2,958.",mountain,Clay,,,
NCG20544,Davis,See Bakersville.,reference,,,,
NCG20545,Davis Branch,rises in W Madison County and flows S into French Broad River.,branch,Madison,4463096,35.92871,-82.88098
NCG20546,Davis Creek,rises in N Cherokee County and flows SW and SE into Hanging Dog Creek.,creek,Cherokee,4463133,35.16758,-84.04463
NCG20547,Davis Creek,rises in S Swain County and flows W into Sawmill Creek.,creek,Swain,4463135,35.36454,-83.49822
NCG20548,Davis Mill Pond,See Pages Lake.,reference,,,,
NCG20549,Dawson,community in N Lenoir County. Named for a local family. Formerly a depot on the Hines Lumber Company railroad from Kinston to Snow Hill. Once a center for shipping logs and cotton. A school was operated in the vicinity as early as 1793. The Industrial Christian College was operated there from 1906 until about 1921.,community,Lenoir,4463186,35.34516,-77.63636
NCG20550,De Hart Branch,rises in S Swain County between Bearpen Ridge and Rattlesnake Ridge and flows W into Wesser Creek.,branch,Swain,4463204,35.39232,-83.47766
NCG20551,Deep Bay,S Hyde County between Bell Island and Judith Island.,bay,Hyde,4463267,35.37406,-76.37603
NCG20552,Deep Creek,"community in SW Anson County. A post office operated there, 1853-1906.",community,Anson,4463284,34.85293,-80.15867
NCG20553,Deep Creek,rises in SW Anson County and flows S into Deadfall Creek.,creek,Anson,4463284,34.85293,-80.15867
NCG20554,Deep Creek,rises in E Carteret County and flows S into North River.,creek,Carteret,4463287,34.77683,-76.84438
NCG20555,Deep Creek,rises in N central Carteret County and flows S into Newport River.,creek,Carteret,4463287,34.77683,-76.84438
NCG20556,Deep Creek,rises in central Currituck County in Maple Swamp and flows SW into North River.,creek,Currituck,4463288,36.28377,-75.94631
NCG20557,Deep Creek,"rises in central Person County and flows SE into Durham County, where it enters Flat River.",creek,Durham|Person,4463290,36.2307,-78.88806
NCG20558,Deep Creek,"rises in N Halifax County and flows NE into Roanoke River. Appears on the Collet map, 1770, as Great Creek, a name that is still sometimes applied to it.",creek,Halifax,4463293,36.46459,-77.77109
NCG20559,Deep Creek,"rises in S Halifax County and flows SE into Fishing Creek in N Edgecombe County. It appears on the Collet map, 1770.",creek,Halifax|Edgecombe,4463293,36.46459,-77.77109
NCG20560,Deep Creek,"rises in SE Halifax County and flows S into NE Edgecombe County, where it flows SW into Fishing Creek.",creek,Halifax|Edgecombe,4463293,36.46459,-77.77109
NCG20561,Deep Creek,rises in E Hertford County and flows NE into Chowan River.,creek,Hertford,4463295,36.38793,-76.90635
NCG20562,Deep Creek,rises in Fort Bragg Military Reservation in NE Hoke County and flows NE into Little River.,creek,Hoke,4463296,35.17238,-79.14753
NCG20563,Deep Creek,rises in SW Moore County and flows S into Lumber River.,creek,Moore,4463297,35.09155,-79.51615
NCG20564,Deep Creek,"rises in NW Northampton County and flows SE into Roanoke River. Appears as Falling Run on the MacRae map, 1833; name changed after 1862.",creek,Northampton,4456102,36.48793,-77.64442
NCG20565,Deep Creek,"rises in Sevier County, Tenn., and flows S through central and E Swain County into Tuckasegee River.",creek,Swain,4463299,35.4344,-83.43912
NCG20566,Deep Creek,rises in N Washington County and flows NE into Bull Bay.,creek,Washington,4463301,35.93489,-76.38577
NCG20567,Deep Creek,See Bear Creek.,reference,,,,
NCG20568,Deep Creek,See Indian Creek.,reference,,,,
NCG20569,Deep Creek Township,SW Yadkin County.,township,Yadkin,4463321,36.10476,-80.72489
NCG20570,Deep Gap,on the Clay-Macon county line.,gap,Clay|Macon,4463331,35.10398,-83.80073
NCG20571,Deep Gap,at NW end of Firescald Ridge in SW Graham County.,gap,Graham,4463335,35.34176,-83.68184
NCG20572,Deep Gap,central Graham County in Cheoah Mountains at the head of East Buffalo Creek.,gap,Graham,4463335,35.34176,-83.68184
NCG20573,Deep Gap,on the head of Plott Creek in W Haywood County.,gap,Haywood,4467685,35.54899,-83.14848
NCG20574,Deep Gap,S Haywood County between Deep Gap Cove and Hickory Flat Cove.,gap,Haywood,4467685,35.54899,-83.14848
NCG20575,Deep Gap,S Haywood County on Shining Rock Ledge.,gap,Haywood,4467685,35.54899,-83.14848
NCG20576,Deep Gap,S Haywood County on the head of Deep Gap Creek.,gap,Haywood,4467685,35.54899,-83.14848
NCG20577,Deep Gap,W Haywood County between Strawberry Knob and Maggie Spring Gap.,gap,Haywood,4467685,35.54899,-83.14848
NCG20578,Deep Gap,on the Henderson-Polk county line.,gap,Henderson|Polk,4463349,35.3315,-82.30595
NCG20579,Deep Gap,E Jackson County between Snaggy Bald and Lynn Gap.,gap,Jackson,4463344,35.26621,-82.94874
NCG20580,Deep Gap,N Jackson County between Parker Knob and Steep Mountain.,gap,Jackson,4463344,35.26621,-82.94874
NCG20581,Deep Gap,on Jackson-Haywood county line.,gap,Jackson|Haywood,4463344,35.26621,-82.94874
NCG20582,Deep Gap,E Macon County between Round Mountain and Panther Mountain.,gap,Macon,4463345,35.11343,-83.22098
NCG20583,Deep Gap,N Madison County at the NW end of Brigman Hollow.,gap,Madison,,,
NCG20584,Deep Gap,on the McDowell-Yancey county line between Glass Rock Knob and Green Knob.,gap,McDowell|Yancey,4463347,35.70956,-82.24401
NCG20585,Deep Gap,on Big Ridge in N Mitchell County.,gap,Mitchell,4463348,36.09261,-82.25069
NCG20586,Deep Gap,W Polk County on Harm Creek.,gap,Polk,4463349,35.3315,-82.30595
NCG20587,Deep Gap,NW Swain County between Haw Gap Branch and Mill Branch on Forrester Ridge.,gap,Swain,4463412,35.50871,-83.37877
NCG20588,Deep Gap,SE Swain County between the head of Bowers Creek and Yalaka Creek.,gap,Swain,4463412,35.50871,-83.37877
NCG20589,Deep Gap,W Swain County between the head of Rowan Branch and Pilkey Creek.,gap,Swain,4463412,35.50871,-83.37877
NCG20590,Deep Gap,N Transylvania County on the head of Brushy Branch.,gap,Transylvania,4828792,35.27816,-82.86735
NCG20591,Deep Gap,W Transylvania County on the head of Laurel Fork Davidson River.,gap,Transylvania,4828792,35.27816,-82.86735
NCG20592,Deep Gap,community in E Watauga County on Deep Gap Creek. Post Office est. 1891 as Yuma. Name changed about 1924.,community,Watauga,4487873,36.32068,-81.71011
NCG20593,Deep Gap,"E Watauga County 12 mi. E of Boone. Alt. 4,500.",gap,Watauga,4487873,36.32068,-81.71011
NCG20594,Deep Gap,S Yancey County near the head of Colbert Creek.,gap,Yancey,4463358,35.89094,-82.42541
NCG20595,Deep Gap,W Yancey County between Possumtrot and Horton Creeks.,gap,Yancey,4463358,35.89094,-82.42541
NCG20596,Deep Gap Creek,rises in S Haywood County and flows NW into Allen Creek.,creek,Haywood,4463367,35.41427,-82.9993
NCG20597,Deep Gully,a canal on the Jones-Craven county line that flows SE into Trent River.,canal,Jones|Craven,4463372,35.05849,-77.17912
NCG20598,Deep River Township,W Guilford County.,township,Guilford,4463387,36.08507,-80.00185
NCG20599,Deep River Township,NE Moore County.,township,Moore,,,
NCG20600,Deep Run,rises in SW Lenoir County and flows NE into Southwest Creek.,run,Lenoir,4463395,35.14544,-77.70386
NCG20601,Deep Run,"town in SW Lenoir County. Inc. 1925. Est. in the 1880s when Ira D. Sparrow and Ike Stroud opened a turpentine distillery and built several stores at the site. A Baptist church erected there about 1850 is still in use. For a time, the place was nicknamed ""Red Town"" because a number of the earliest houses were painted red.",town,Lenoir,4463395,35.14544,-77.70386
NCG20602,Deep Run,rises in W Onslow County and flows SE into Southwest Creek.,run,Onslow,4463392,34.74378,-77.53469
NCG20603,Deer Branch,rises in N Yancey County and flows SE into Big Branch.,branch,Yancey,4463417,36.04094,-82.37708
NCG20604,Deer Creek,rises in SW Carteret County and flows S 2 mi. into Bogue Sound.,creek,Carteret,4463430,34.74322,-76.43825
NCG20605,Deer Creek,rises in NW Haywood County and flows SE into Big Creek.,creek,Haywood,4463420,35.71038,-83.22737
NCG20606,Deerlick Ridge,E Haywood County between Rice Cove Creek and Rough Creek.,ridge,Haywood,,,
NCG20607,Delta,community in E Stokes County.,community,Stokes,4463481,36.47458,-80.10116
NCG20608,Democrat,community on the Madison-Yancey county line on Middle Creek.,community,Madison|Yancey,,,
NCG20609,Dennis,community in N Polk County.,community,Polk,,,
NCG20610,"Desert, The",a term sometimes applied locally to that part of the Dismal Swamp that lies in Camden and Currituck Counties. See Dismal Swamp.,swamp,Camden|Currituck,,,
NCG20611,Devil's Courthouse,"peak in Transylvania County just off Blue Ridge Parkway. Cherokee lore has it that Judaculla, a giant, dwells in a cave on the mountain.",mountainFeature,Transylvania,4463553,35.30288,-82.89569
NCG20612,Devils Garden,"a strip of rough, stony land beside another strip of steep, eroded land, SE Buncombe County between Trantham Creek and Laurel Branch.",area,Buncombe,,,
