id,preflabel,note,alt_name,gone,county,township,location,budget_year,rosenwald_type,type,latitude,longitude,id_code,id_source,id_url,id_photo,id2_url,id2_source,source,wikidata,needs_review,contributor
NCG16863,Chinquapin School and Gym,"1921-1922 1-story frame Rosenwald school. West side SR 1970, 0.6 miles South of junction with NC 50, Chinquapin vicinity, Cypress Creek, Duplin County.  No longer standing.",,TRUE,NCG04573,Cypress Creek,"West side SR 1970, 0.6 miles South of junction with NC 50, Chinquapin vicinity",1921-1922,Three-teacher,School,34.81,-77.81,DP0254,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQ5Ng==&school_county=Duplin&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16864,Clarke's School,"1924-1925 frame Rosenwald School. West side SR 1130, 1.5 miles South of junction with SR 1128. 240 Harrington Gun Club Road, Woodville, Bertie County. Approximate site.",,,NCG01126,Woodville,"West side SR 1130, 1.5 miles South of junction with SR 1128. 240 Harrington Gun Club Road",1924-1925,One-teacher,School,36.08,-77.25,BR1116,NCHPO Database,,https://images.archives.ncdcr.gov/BR1116.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjM2OA==&school_county=Bertie&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16865,Cleveland County Training School (Shelby),"1926-1927 brick 2-story 8-room Rosenwald School. 341 Hudson Street, Shelby, Cleveland County.  Later school structures extant, Rosenwald structures gone.",,,NCG03201,Shelby,341 Hudson Street,1926-1927,Eight-teacher,School,35.3,-81.53,CL0989,NCHPO Database,https://files.nc.gov/ncdcr/nr/CL0989.pdf,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQ1MA==&school_county=Cleveland&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,TRUE,
NCG16866,Cleveland School,"1929-1930 brick 4-room Rosenwald School. 216 Krider Street, Cleveland, Rowan County. RW1357 on USGS. Also known as R.A. Clement School.",R.A. Clement School,,NCG13159,Cleveland,216 Krider Street,1929-1930,Four-teacher,School,35.74,-80.67,RW0806,NCHPO Database,https://files.nc.gov/ncdcr/nr/RW0806.pdf,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk3OQ==&school_county=Rowan&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q19987681,,
NCG16867,Coakley School,"1924-1925 frame 2-room Rosenwald School. South side SR 1516 (Cherry Hill Church Road), 0.3 miles West of SR 151, Upper Conetoe, Edgecombe County.",,,NCG04760,Upper Conetoe,"South side SR 1516 (Cherry Hill Church Road), 0.3 miles West of SR 151",1924-1925,Two-teacher,School,35.92,-77.42,ED0809,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjUyNA==&school_county=Edgecombe&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16868,Coddle Creek School,"1927-1928 2-room frame Rosenwald School; altered for residence. Statesville, Iredell County.",,,NCG07643,Statesville,,1927-1928,Two-teacher,School,35.53,-80.77,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjcwMA==&school_county=Iredell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16869,Coinjock Colored School (Current site),"1920-1921 1-story frame Rosenwald School. 4467 Caratoke Highway, Barco, Crawford, Currituck County. Moved to current location in 2016.",,,NCG03898,Crawford,"4467 Caratoke Highway, Barco",1920-1921,Two-teacher,School,36.35,-75.96,CK0443,NCHPO Database,https://files.nc.gov/ncdcr/nr/CK0165.pdf,https://images.archives.ncdcr.gov/CK0165.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjQ4OA==&school_county=Currituck&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q18206083,,0000-0001-8856-1694
NCG16870,Coinjock Colored School (Original site),"1920-1921 1-story frame Rosenwald School. 4364 Caratoke Highway, Coinjock vicinity, Crawford, Currituck County.  Moved from original site in 2016.",,,NCG03898,Crawford,"4364 Caratoke Highway, Coinjock vicinity",1920-1921,Two-teacher,School,36.36,-75.97,CK0165,NCHPO Database,https://files.nc.gov/ncdcr/nr/CK0165.pdf,https://images.archives.ncdcr.gov/CK0165.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjQ4OA==&school_county=Currituck&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q18206083,,0000-0001-8856-1694
NCG16871,Coley Springs School,"1921-1922 frame Rosenwald School. Additional funding in 1928-1929. Northeast side Parktown Road, 0.5 miles East of US 401, Warrenton vicinity, Shocco, Warren County.",,,NCG15885,Shocco,"Northeast side Parktown Road, 0.5 miles East of US 401, Warrenton vicinity",1921-1922 | 1928-1929,Three-teacher,School,36.33,-78.21,WR0327,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA3Mw==&school_county=Warren&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16872,Combstown School,"1929-1930 2-room frame Rosenwald school. 153 Split Rail Lane, Mount Airy, Surry County. Location is approximate. Also known as Paynetown School.",Paynetown School,,NCG14850,Mount Airy,153 Split Rail Lane,1929-1930,Two-teacher,School,36.52,-80.57,,,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MzAxNA==&school_county=Surry&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16873,Concord School,"1921-1922 frame 3-room Rosenwald School. 645 Walter Grisson Road, Kittrell vicinity, Franklinton, Franklin County.",,,NCG05530,Franklinton,"645 Walter Grisson Road, Kittrell vicinity",1921-1922,Three-teacher,School,36.16,-78.38,FK0545,NCHPO Database,https://files.nc.gov/ncdcr/nr/FK0545.pdf,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjU1MQ==&school_county=Franklin&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16874,contributor,"1929-1930 12-room brick Rosenwald school. Also $120 funds for H.S. Library. Renamed Fourth Street School after integration. 501 East 4th Street, Plymouth, Washington County. Funded as Plymouth School in Fisk files. Ruinous.",Plymouth School,,NCG15917,Plymouth,501 East 4th Street,1929-1930,Twelve-teacher,School,35.87,-76.74,WH0056,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA5OQ==&school_historic_name=Plymouth&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,0000-0001-8856-1694
NCG16875,Cool Springs School,"1921-1922 frame 2-room Rosenwald school. 268 Cool Springs Road, Warrenton vicinity, Sandy Creek, Warren County. AKA Axtell School(?)  Funding name unknown at current (2022).",,,NCG15885,Sandy Creek,"268 Cool Springs Road, Warrenton vicinity",1921-1922,Two-teacher,School,36.35,-78.26,WR0318,NCHPO Database,,https://images.archives.ncdcr.gov/WR0318.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA3Mw==&school_county=Warren&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,TRUE,
NCG16876,Copeland-Perry School,"1921-1922 1-story hip roof school. 191-195 Sims Bridge Road, Mitchiner's Crossroads vicinity, Franklinton, Franklin County.",,,NCG05530,Franklinton,"191-195 Sims Bridge Road, Mitchiner's Crossroads vicinity",1921-1922,Three-teacher,School,36.13,-78.39,FK0898,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjU1Mg==&school_county=Franklin&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16877,Corapeake School,"1928-1929 1-story hip roof school. East side NC 32, 0.2 miles North of junction with SR 1327, Corapeake vicinity, Holly Grove, Gates County.",,,NCG05739,Holly Grove,"East side NC 32, 0.2 miles North of junction with SR 1327, Corapeake vicinity",1928-1929,Three-teacher,School,36.52,-76.58,GA0095,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjU4NQ==&school_county=Gates&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16878,Coxes School,"1923-1924 frame 2-room Rosenwald School. White Oak, Polk County. Location is approximate. No longer standing.",,TRUE,NCG12046,White Oak,,1923-1924,Two-teacher,School,35.28,-82.04,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjkxOQ==&school_county=Polk&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16879,Crossroads Rosenwald School,"1-story side gable Rosenwald school. 186 Duke Valentine Wynne Road, Oswego vicinity, Louisburg, Franklin County. Funding name unknown at this time (2022).",,,NCG05530,Louisburg,"186 Duke Valentine Wynne Road, Oswego vicinity",,,,36.15,-78.22,FK0768,NCHPO Database,,,,,North Carolina State Historic Preservation Office,,TRUE,
NCG16880,Crystalite School,"1915-1916 frame 1-room Rosenwald School. Built under Tuskegee. Philadelphus, Robeson County. Location is approximate. No longer standing.",,TRUE,NCG12914,Philadelphus,,1915-1916,One-teacher,School,34.65,-78.98,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk1Mg==&school_county=Robeson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16881,Currie School,"1926-1927 frame 1-room Rosenwald school. North side NC 210, 0.2 miles East of Currie, 0.75 miles West of Brinson Road, Currie vicinity, Grady, Pender County.",,,NCG11625,Grady,"North side NC 210, 0.2 miles East of Currie, 0.75 miles West of Brinson Road, Currie vicinity",1926-1927,One-teacher,School,34.47,-78.08,PD0141,NCHPO Database,,https://images.archives.ncdcr.gov/WR0334.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9Mjg4Nw==&school_county=Pender&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16882,Dallas School,"1921-1922 frame 4-room Rosenwald School. Gastonia, Gaston County. Location is approximate. No longer standing.",,TRUE,NCG05734,Gastonia,,1921-1922,Four-teacher,School,35.31,-81.17,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjU3MQ==&school_historic_name=Dallas&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16883,Deep Creek School,"1921-1922 1-story brick Rosenwald School. North side SR 1103, 0.2 miles East of junction with SR 1112, Deep Creek, Gulledge, Anson County.",,,NCG00260,Gulledge,"North side SR 1103, 0.2 miles East of junction with SR 1112, Deep Creek",1921-1922,Two-teacher,School,34.85,-80.15,AN0514,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjMzNA==&school_county=Anson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16884,Diololia School,"1921-1922 frame Rosenwald School. East side of SR 1600, 0.15 miles South of junction with NC 903, Pierce's Crossroads vicinity, Halifax, Halifax County. AKA Dicilia or Dilolia; Location is approximate. No longer standing.",,TRUE,NCG06455,Halifax,"East side of SR 1600, 0.15 miles South of junction with NC 903, Pierce's Crossroads vicinity",1921-1922,Two-teacher,School,36.36,-77.66,HX0289,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYxNw==&school_county=Halifax&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16885,Dixon School,"1924-1925 2-room Rosenwald School. North side O'Neal Road, 0.6 miles East NC 33, Leggett vicinity, Lower Fishing Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Lower Fishing Creek,"North side O'Neal Road, 0.6 miles East NC 33, Leggett vicinity",1924-1925,Two-teacher,School,36.05,-77.61,ED1616,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUyNQ==&school_county=Edgecombe&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16886,Dogtown School,"1923-1924 frame 2-room Rosenwald School; altered to residence. North side SR 1526, 0.25 miles East of SR 1524, Dogtown, Lower Conetoe, Edgecombe County. Also known as Keech School.",Keech School,,NCG04760,Lower Conetoe,"North side SR 1526, 0.25 miles East of SR 1524, Dogtown",1923-1924,Two-teacher,School,35.87,-77.45,ED0842,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUyNg==&school_county=Edgecombe&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16887,Dotmond School,"1928-1929 frame 2-room Rosenwald School. East side NC 57, immediately North of SR 1551, Milton, Yanceyville, Caswell County. Also known as Semora Branch. No longer standing.",Semora Branch School,TRUE,NCG02714,Yanceyville,"East side NC 57, immediately North of SR 1551, Milton",1928-1929,Two-teacher,School,36.51,-79.17,CS0104,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQyMQ==&school_county=Caswell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16888,Dover School,"1927-1928 brick 4-room school; possibly Rosenwald School. East side North West Street just outside city limits, Dover, Township 3, Craven County.",,,NCG03747,Township 3,"East side North West Street just outside city limits, Dover",1927-1928,Four-teacher,School,35.22,-77.44,CV2015,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQ3NQ==&school_county=Craven&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16889,Draughn School,"1924-1925 2-room Rosenwald School. East side of Draughn Road (SR 1429), 0.5 miles south of Split Rock Lane, Draughn vicinity, Upper Fishing Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Upper Fishing Creek,"East side of Draughn Road (SR 1429), 0.5 miles south of Split Rock Lane, Draughn vicinity",1924-1925,Two-teacher,School,36.07,-77.56,ED1617,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUyNw==&school_county=Edgecombe&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16890,Dry School,"1919-1920 frame 2-room Rosenwald School.  Built under C.U.B. South side NC 49, 0.1 miles West of junction with SR 2635, Cold Springs vicinity, Central Cabarrus, Cabarrus County.",,,NCG02312,Central Cabarrus,"South side NC 49, 0.1 miles West of junction with SR 2635, Cold Springs vicinity",1919-1920,Two-teacher,School,35.38,-80.5,CA0375,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQwOA==&school_county=Cabarrus&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16891,Dudley School,"1922-1923 frame 2-room Rosenwald school. North side SR 1120, 0.5 miles East of junction with SR 1926, Dudley vicinity, Brogden, Wayne County.",,,NCG15994,Brogden,"North side SR 1120, 0.5 miles East of junction with SR 1926, Dudley vicinity",1922-1923,Two-teacher,School,35.27,-78.03,WY0450,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEwNQ==&school_county=Wayne&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16892,Easonburg School,"1926-1927 frame 3-room Rosenwald School. SR1544 305 South Halifax Road, Little Easonburg, Stony Creek, Nash County. Gone before 1993; Location is approximate.",,TRUE,NCG10643,Stony Creek,"SR1544 305 South Halifax Road, Little Easonburg",1926-1927,Three-teacher,School,35.96,-77.87,NS1228,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxNA==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16893,East Arcadia School,"1927-1928 frame 3-room school based on Rosenwald plan. Charles Munn Circle at East Arcadia Road, Reigelwood, Carvers Creek, Bladen County.",,,NCG01466,Carvers Creek,"Charles Munn Circle at East Arcadia Road, Reigelwood",1927-1928,Six-teacher,School,34.38,-78.33,BL0264,NCHPO Database,,https://images.archives.ncdcr.gov/BL0264.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjM4NA==&school_county=Bladen&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16894,Eden School,"1922-1923 frame 2-room Rosenwald School. East side of SR 1206, 0.5 miles North of SR 1207, Beaverdam vicinity, Enfield, Halifax County.",,,NCG06455,Enfield,"East side of SR 1206, 0.5 miles North of SR 1207, Beaverdam vicinity",1922-1923,Two-teacher,School,36.24,-77.71,HX0266,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYyMA==&school_county=Halifax&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16895,Edgewood School,"1924-1925 frame 2-room Rosenwald School. West side of SR 1418, 0.15 miles South of SR 1417, Hines Crossroads vicinity, Littleton, Halifax County. Location is approximate. No longer standing.",,TRUE,NCG06455,Littleton,"West side of SR 1418, 0.15 miles South of SR 1417, Hines Crossroads vicinity",1924-1925,Two-teacher,School,36.38,-77.8,HX0114,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYyMQ==&school_county=Halifax&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16896,Elmwood School,"1921-1922 3-room Rosenwald School. Statesville, Iredell County. Location is approximate. Also known as Rock Crest School. No longer standing.",Rock Crest School,TRUE,NCG07643,Statesville,,1921-1922,Two-teacher,School,35.76,-80.78,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjcwMQ==&school_county=Iredell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16897,Engelhard-Ridge School,"1924-1925 frame 3-room Rosenwald School. Lake Landing, Hyde County. Location is approximate. Also listed as Ridge-Engelhard School in some documents. No longer standing.",,TRUE,NCG07541,Lake Landing,,1924-1925,Three-teacher,School,35.51,-76.02,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjY5OA==&school_county=Hyde&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16898,Epworth School,"1920-1921 frame Rosenwald School. North side NC 118, 0.4 miles West of junction with SR 1458, Epworth vicinity, Township 1, Craven County.",,,NCG03747,Township 1,"North side NC 118, 0.4 miles West of junction with SR 1458, Epworth vicinity",1920-1921,Two-teacher,School,35.34,-77.27,CV0973,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQ3Ng==&school_county=Craven&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16899,Evans School,"1919-1920 2-room frame Rosenwald School.  Built under C.U.B. West side of Red Road (SR 1417), 1.1 miles north of junction with SR 1004. 3828 Red Road, Nashville, Nash County.",,,NCG10643,Nashville,"West side of Red Road (SR 1417), 1.1 miles north of junction with SR 1004. 3828 Red Road",1919-1920,Two-teacher,School,36.02,-77.97,NS1102,NCHPO Database,,https://images.archives.ncdcr.gov/NS1102.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxNQ==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16900,Evansdale School,"1925-1926 2-room Rosenwald School. Gardners, Wilson County. Possibly here but heavily altered.",,,NCG16461,Gardners,,1925-1926,Two-teacher,School,35.66,-77.87,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzEyMg==&school_county=Wilson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16901,Fairmont School,"1927-1928 brick 8-room Rosenwald School. Philadelphus, Robeson County.",,,NCG12914,Philadelphus,,1927-1928,Eight-teacher,School,34.5,-79.12,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk1NQ==&school_county=Robeson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16902,Friendship School,"1-story front gable two-teacher frame Rosenwald school. North side SR 1142. 7600 Humie Olive Road, Friendship/New Hill vicinity, Buckhorn, Wake County. Friendship School in Fisk Database was constructed in Budget Year 1923-1924.",,,NCG15782,Buckhorn,"North side SR 1142. 7600 Humie Olive Road, Friendship/New Hill vicinity",1923-1924,Two-teacher,School,35.7,-78.9,WA1849,NCHPO Database,,,,,North Carolina State Historic Preservation Office,,,
NCG16903,Gaston School,"1923-1924 2-room Rosenwald school. Gaston, Northampton County. Location not currently provided by NCHPO data (2022).",,,NCG10994,Gaston,,1923-1924,Two-Teacher,School,36.49752809,-77.6467785,,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg0Nw==&school_historic_name=Gaston&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16904,Gees Grove School,"1926-1927 Rosenwald School. Center, Chatham County. Location is approximate. No longer standing.",,TRUE,NCG02928,Center,,1926-1927,Three-teacher,School,35.69,-79.43,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQyOQ==&school_county=Chatham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16905,Gold Mine School,"1926-1927 frame 4-room Rosenwald School. South side of SR 1304, 0.2 miles West of SR 1300, Gretna Green vicinity, Butterwood, Halifax County. Location is approximate. No longer standing.",,TRUE,NCG06455,Butterwood,"South side of SR 1304, 0.2 miles West of SR 1300, Gretna Green vicinity",1926-1927,Four-teacher,School,36.38,-77.88,HX0085,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYyNg==&school_county=Halifax&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16906,Goshen School,"1930-1931 1-story 3-room side gable Colonial Revival red brick Rosenwald school building. Now connected to New Goshen United Methodist Church. 3300 Randleman Road, Greensboro, Sumner, Guilford County.",,,NCG06348,Sumner,"3300 Randleman Road, Greensboro",1930-1931,Four-teacher,School,36.01,-79.81,GF1181,NCHPO Database,https://files.nc.gov/ncdcr/historic-preservation-office/PDFs/ER_19-2355.pdf,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjYwMQ==&school_county=Guilford&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16907,Green Chapel School,"1925-1926 frame 1-room Rosenwald School ?; altered for church use. West side Grace Chapel Church Road (SR 1847) between US 74 and US 74 BUS, Hamlet vicinity, Marks Creek, Richmond County. Moved several times; Grace Chapel Church.",,,NCG12765,Marks Creek,"West side Grace Chapel Church Road (SR 1847) between US 74 and US 74 BUS, Hamlet vicinity",1925-1926,Two-teacher,School,34.87,-79.65,RH0728,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjkzOA==&school_county=Richmond&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16908,Grifton School,"1929-1930 frame 3-room Rosenwald school. Falling Creek, Lenoir County. Location is approximate. No longer standing.",,TRUE,NCG08656,Falling Creek,,1929-1930,Three-teacher,School,35.36,-77.46,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjczMw==&school_county=Lenoir&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16909,Gum Springs School,"1923-1924 frame 1-teacher Rosenwald School; altered. Center, Chatham County.",,,NCG02928,Center,,1923-1924,One-teacher,School,35.65,-79.11,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQzMQ==&school_county=Chatham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16910,Halfway Branch School,"1919 frame 3-room Rosenwald School.  Overgrown but visible (2022) on GoogleEarth at 944 Halfway Branch School Road. NCHPO suggests Atkinson and links to that Fisk file but Atkinson address is different. Funding name unknown at current (2022). Rocky Point, Pender County.",,,NCG11625,Rocky Point,,,Three-teacher,School,34.56,-78.13,,,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9Mjg3OQ==&school_county=Pender&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,TRUE,
NCG16911,Hamilton School,"1920-1921 frame Rosenwald School; moved from Main St. South side of Waldo Street at River Hamilton Historic District (NR), Hamilton, Martin County. First Rosenwald school in county.",,,NCG09647,Hamilton,South side of Waldo Street at River Hamilton Historic District (NR),1920-1921,Three-teacher,School,35.94,-77.2,MT0082,NCHPO Database,,https://images.archives.ncdcr.gov/MT0082.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjc0NQ==&school_county=Martin&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16912,Hampton School,"1923-1924 2-room Rosenwald School. Mangum, Durham County. Location is approximate. No longer standing.",,TRUE,NCG04586,Mangum,,1923-1924,Two-teacher,School,36.21,-78.85,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUwNA==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16913,Harnett County Training School,"1922-1923 brick 2-story 14-teacher Rosenwald school and 1926-1927 brick 1-story building. 510 East Johnson Street, Dunn, Averasboro, Harnett County.",,,NCG06616,Averasboro,"510 East Johnson Street, Dunn",1922-1923,Fourteen-teacher,School,35.31,-78.6,HT0523,NCHPO Database,https://files.nc.gov/ncdcr/nr/HT0523.pdf,https://images.archives.ncdcr.gov/HT0523.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjY2NA==&school_county=Harnett&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q19462191,,
